row_id,canonical_tag,category,post_count,source_audit_verdict,effective_action,current_display_ja,current_search_ja,proposed_display_ja,proposed_search_ja,reason_code,confidence,decision_source
I70-021606,hare_(pajamas)_(blue_archive),Character,102,FIX_DISPLAY,FIX_DISPLAY,小鈎ハレ(パジャマ),,小鈎ハレ（pajamas）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-021620,jajka_(girls_und_panzer),Character,102,FIX_DISPLAY,FIX_DISPLAY,ヤイカ,,ヤイカ（ガールズ＆パンツァー）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-021621,jean_bart_(uninhibited_bloodstone)_(azur_lane),Character,102,FIX_DISPLAY,FIX_DISPLAY,不羈なブラッドストーン,,ジャン・バール（不羈なブラッドストーン）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-021625,kaede_(guide)_(blue_archive),Character,102,FIX_DISPLAY,FIX_DISPLAY,勇美カエデ(ガイド),,勇美カエデ（guide）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-021626,kagero_(kamen_rider_revice),Character,102,FIX_DISPLAY,FIX_DISPLAY,カゲロウ,カゲロウ(仮面ライダーリバイス),カゲロウ（オリジナルライダー）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-021633,kumatetsu,Character,102,FIX_DISPLAY,FIX_DISPLAY,熊徹,,kumatetsu,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021637,lucifer_(monster_strike),Character,102,FIX_DISPLAY,FIX_DISPLAY,ルシファー,ルシファー(モンスト),ルシファー（モンスターストライク）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-021642,mairin_(pokemon),Character,102,FIX_DISPLAY,FIX_DISPLAY,マノン,,マノン（ポケットモンスター）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-021643,mari_(maritan),Character,102,FIX_DISPLAY,FIX_DISPLAY,マリ（マリタン）,,mari (maritan),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021644,marie_antoinette_(swimsuit_caster)_(first_ascension)_(fate),Character,102,FIX_DISPLAY,FIX_DISPLAY,マリー・アントワネット(水着),,マリー・アントワネット（水着・第1再臨）,,RESTORE_CHARACTER_IDENTITY_IN_VARIANT_DISPLAY,HIGH,character_duplicate_variant_identity_batch012.csv
I70-021646,mimi_(pop'n_music),Character,102,FIX_DISPLAY,FIX_DISPLAY,ミミ(ポップン),,mimi (pop'n music),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021651,molly_(hazbin_hotel),Character,102,FIX_DISPLAY,FIX_DISPLAY,モリー(ハズビン・ホテル),,molly (hazbin hotel),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021653,mospeada_(mecha),Character,102,FIX_DISPLAY,FIX_DISPLAY,モスピーダ,,mospeada (mecha),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021654,munin_(silver_palace),Character,102,FIX_DISPLAY,FIX_DISPLAY,女侦探(白银之城),,munin (silver palace),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021660,okiku_(banchou_sarayashiki),Character,102,FIX_DISPLAY,FIX_DISPLAY,沖約（banchou sarayashiki）,,okiku (banchou sarayashiki),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021661,pavolia_reine_(streetwear),Character,102,FIX_DISPLAY,FIX_DISPLAY,パヴォリア・レイネ(ストリートウェア衣装),,パヴォリア・レイネ（streetwear）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-021663,pope_(ragnarok_online),Character,102,FIX_DISPLAY,FIX_DISPLAY,教皇,,pope (ragnarok online),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-021667,ramina_(baallore),Character,102,FIX_DISPLAY,FIX_DISPLAY,ラミナ（バロール）,,ramina (baallore),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021668,red_(npc)_(arknights),Character,102,FIX_DISPLAY,FIX_DISPLAY,レイド(アークナイツ),,red (npc) (arknights),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021669,rico_(gunslinger_girl),Character,102,FIX_DISPLAY,FIX_DISPLAY,リコ(ガンスリ),,rico (gunslinger girl),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021680,scout_(fantasy_earth),Character,102,FIX_DISPLAY,FIX_DISPLAY,スカウト,,スカウト（ファンタジーアース ゼロ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-021693,starman_(kirby),Character,102,FIX_DISPLAY,FIX_DISPLAY,スターマン,スターマン(星のカービィ),スターマン（擬カビ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-021695,sunset_(porforever),Character,102,FIX_DISPLAY,FIX_DISPLAY,サンセット（ポルフバー）,,sunset (porforever),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021701,tiko_(trouble_spirit),Character,102,FIX_DISPLAY,FIX_DISPLAY,ティコ（トラブルスピリット）,,tiko (trouble spirit),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021708,valko_(love_and_deepspace),Character,102,FIX_DISPLAY,FIX_DISPLAY,ロウガ,,ロウガ（恋と深空）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-021710,vodka_(nonfreezing_aqua_vitae)_(umamusume),Character,102,FIX_DISPLAY,FIX_DISPLAY,不凍のアクア・ウィタエ,,ウオッカ（ウマ娘）（不凍のアクア・ウィタエ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-021714,whisperain_(tremble_cold)_(arknights),Character,102,FIX_DISPLAY,FIX_DISPLAY,ウィスペラン（震える寒さ）（arknights）,,ウィスパーレイン（tremble cold）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-021715,white_horse_(kemono_friends),Character,102,FIX_DISPLAY,FIX_DISPLAY,サラブレッドしろげ(けものフレンズ),,white horse (kemono friends),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021716,yakumo_beni_(1st_costume),Character,102,FIX_DISPLAY,FIX_DISPLAY,八雲べに(通常),,八雲べに（1st costume）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-021719,yomi_(trickcal),Character,102,FIX_DISPLAY,FIX_DISPLAY,ヨミ(トリッカル),,yomi (trickcal),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021722,z52_(azur_lane),Character,102,FIX_DISPLAY,FIX_DISPLAY,Z52(アズールレーン),,z52 (azur lane),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-021725,aiko_(less),Character,101,FIX_DISPLAY,FIX_DISPLAY,アイコ（少ない）,,aiko (less),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021728,alice_liddell_(heart_no_kuni_no_alice),Character,101,FIX_DISPLAY,FIX_DISPLAY,アリス・リデル,アリス・リデル（ハート・ノー・クニ・ノー・アリス）,アリス・リデル（ハートの国のアリス）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-021733,aria_blaze,Character,101,FIX_DISPLAY,FIX_DISPLAY,アリア,,アリア（マイリトルポニー）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-021736,art556_(girls'_frontline),Character,101,FIX_DISPLAY,FIX_DISPLAY,ART556(ドールズフロントライン),,art556 (girls' frontline),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-021737,ash_(rainbow_six_siege),Character,101,FIX_DISPLAY,FIX_DISPLAY,アッシュ,アッシュ(R6S),アッシュ（レインボーシックス シージ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-021740,belfast_(piping-hot_perfection)_(azur_lane),Character,101,FIX_DISPLAY,FIX_DISPLAY,完璧すぎる代理店長,,ベルファスト（アズールレーン）（完璧すぎる代理店長）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-021742,bradamante_(second_ascension)_(fate),Character,101,FIX_DISPLAY,FIX_DISPLAY,ブラダマンテ（第二性性能）（運命）,,ブラダマンテ（second ascension）,,DERIVED_TRUSTED_BASE_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_derived_base_variant_batch036.csv
I70-021743,bruenhilde_(azur_lane),Character,101,FIX_DISPLAY,FIX_DISPLAY,ブリュンヒルデ,ブリュンヒルデ(アズールレーン),ブリュンヒルデ（アズールレーン）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-021754,dolla_(nikke),Character,101,FIX_DISPLAY,FIX_DISPLAY,ドラー(勝利の女神:NIKKE),,dolla (nikke),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021756,edalyn_clawthorne,Character,101,FIX_DISPLAY,FIX_DISPLAY,イーダ,,edalyn clawthorne,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021763,fine_(symphogear),Character,101,FIX_DISPLAY,FIX_DISPLAY,フィーネ,,fine (symphogear),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021765,franz_liszt_(classicaloid),Character,101,FIX_DISPLAY,FIX_DISPLAY,リスト(クラシカロイド),,franz liszt (classicaloid),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021766,futatsuiwa_mamizou_(tanuki),Character,101,FIX_DISPLAY,FIX_DISPLAY,Futatsuiwa mamizou（田中）,,二ッ岩マミゾウ（tanuki）,,LATIN_HEAVY_BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_latin_variant_fallback_batch031a.csv
I70-021768,guy_(final_fight),Character,101,FIX_DISPLAY,FIX_DISPLAY,ガイ,,ガイ（ストリートファイター）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-021773,hannya_(onmyoji),Character,101,FIX_DISPLAY,FIX_DISPLAY,般若,,hannya (onmyoji),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-021775,haruka_(sister_princess),Character,101,FIX_DISPLAY,FIX_DISPLAY,春歌,,haruka (sister princess),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-021779,hinatsuru_(kimetsu_no_yaiba),Character,101,FIX_DISPLAY,FIX_DISPLAY,雛鶴(鬼滅の刃),,hinatsuru (kimetsu no yaiba),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021783,inha,Character,101,FIX_DISPLAY,FIX_DISPLAY,インハ,,inha,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021787,jagi,Character,101,FIX_DISPLAY,FIX_DISPLAY,ジャギ,,jagi,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021788,jeanne_d'arc_alter_(festival_outfit)_(fate),Character,101,FIX_DISPLAY,FIX_DISPLAY,英霊祭装,,ジャンヌ・ダルク〔オルタ〕（Fateシリーズ）（festival outfit）,,DERIVED_TRUSTED_BASE_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_derived_base_variant_batch036.csv
I70-021790,karla_(kono_healer_mendokusai),Character,101,FIX_DISPLAY,FIX_DISPLAY,カーラ(このヒーラー、めんどくさい),,karla (kono healer mendokusai),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021800,kunimitsu_ii,Character,101,FIX_DISPLAY,FIX_DISPLAY,州光,,kunimitsu ii,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021802,kuuhenki_(genshin_impact),Character,101,FIX_DISPLAY,FIX_DISPLAY,月霊,,kuuhenki (genshin impact),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-021805,madeline_(woofycakes),Character,101,FIX_DISPLAY,FIX_DISPLAY,マドリン,,madeline (woofycakes),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021806,maegami-chan_(tawawa),Character,101,FIX_DISPLAY,FIX_DISPLAY,前髪ちゃん,,maegami-chan (tawawa),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021807,magician_servant,Character,101,FIX_DISPLAY,FIX_DISPLAY,魔術師の使用人,,magician servant,,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-021815,mira_(kendeshi),Character,101,FIX_DISPLAY,FIX_DISPLAY,ミラ,,ミラ（賢者の弟子を名乗る賢者）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-021816,misato_(senran_kagura),Character,101,FIX_DISPLAY,FIX_DISPLAY,深里(閃乱カグラ),,misato (senran kagura),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021831,oasis_(stand),Character,101,FIX_DISPLAY,FIX_DISPLAY,绿洲,,oasis (stand),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-021833,only_one_(nikke),Character,101,FIX_DISPLAY,FIX_DISPLAY,オンリーワン(勝利の女神:NIKKE),,only one (nikke),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021835,otoha_(stella_sora),Character,101,FIX_DISPLAY,FIX_DISPLAY,オトハ(ステラソラ),,otoha (stella sora),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021837,pecorine_(real)_(princess_connect!),Character,101,FIX_DISPLAY,FIX_DISPLAY,ユースティアナ・フォン・アストライア,,ペコリーヌ（ユースティアナ・フォン・アストライア）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-021838,pink_(among_us),Character,101,FIX_DISPLAY,FIX_DISPLAY,ピンク（私たちの間）,,pink (among us),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021844,punt_(kienbiu),Character,101,FIX_DISPLAY,FIX_DISPLAY,パント（Kienbiu）,,punt (kienbiu),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021845,racing_miku_(2023),Character,101,FIX_DISPLAY,FIX_DISPLAY,レーシングミク2023,,レーシングミク（2023）,,DERIVED_TRUSTED_BASE_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_derived_base_variant_batch036.csv
I70-021848,robin_(zenless_zone_zero),Character,101,FIX_DISPLAY,FIX_DISPLAY,ロビン,,ロビン（ゼンレスゾーンゼロ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-021850,rou_(brown_dust),Character,101,FIX_DISPLAY,FIX_DISPLAY,ルゥ(ブラウンダスト),,rou (brown dust),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021855,sayano_(yakob_labo),Character,101,FIX_DISPLAY,FIX_DISPLAY,矢野サヤノ,,sayano (yakob labo),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021857,serena_(champion)_(pokemon),Character,101,FIX_DISPLAY,FIX_DISPLAY,セレナ(チャンピオン),,serena (champion) (pokemon),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021859,shadow_(ff6),Character,101,FIX_DISPLAY,FIX_DISPLAY,シャドウ(FF6),,shadow (ff6),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021860,sheldon_(splatoon),Character,101,FIX_DISPLAY,FIX_DISPLAY,ブキチ,,ブキチ（スプラトゥーン）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-021865,sister_sara,Character,101,FIX_DISPLAY,FIX_DISPLAY,サラ(シスター・サラとまだらちゃん),,sister sara,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021867,sophia_(p5s),Character,101,FIX_DISPLAY,FIX_DISPLAY,ソフィア,,sophia (p5s),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021868,sora_(wolrero),Character,101,FIX_DISPLAY,FIX_DISPLAY,そらちゃん,,sora (wolrero),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021869,succubus_(mabinogi),Character,101,FIX_DISPLAY,FIX_DISPLAY,サキュバス,サキュバス(マビノギ),サキュバス（マビノギ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-021872,t.m._opera_o_(new_year_same_radiance!)_(umamusume),Character,101,FIX_DISPLAY,FIX_DISPLAY,初晴・青き絢爛,,テイエムオペラオー（ウマ娘）（初晴・青き絢爛）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-021874,tifa_lockhart_(exotic_dress),Character,101,FIX_DISPLAY,FIX_DISPLAY,ティファロックハートのエキゾチックなドレス,,ティファ・ロックハート（ティファロックハートのエキゾチックなドレス）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-021879,turkey_(hetalia),Character,101,FIX_DISPLAY,FIX_DISPLAY,サディク・アドナン,,turkey (hetalia),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021880,uki_violeta_(1st_costume),Character,101,FIX_DISPLAY,FIX_DISPLAY,浮奇・ヴィオレタ(通常),,浮奇・ヴィオレタ（1st costume）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-021881,ultros,Character,101,FIX_DISPLAY,FIX_DISPLAY,オルトロス(FF6),,ultros,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021882,vargr_(last_origin),Character,101,FIX_DISPLAY,FIX_DISPLAY,バルグ,,バルグ（ラスオリ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-021884,wes_(pokemon),Character,101,FIX_DISPLAY,FIX_DISPLAY,レオ(トレーナー),,wes (pokemon),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021885,western_lowland_gorilla_(kemono_friends),Character,101,FIX_DISPLAY,FIX_DISPLAY,ゴリラ(けものフレンズ),,western lowland gorilla (kemono friends),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021891,yoizuki_(azur_lane),Character,101,FIX_DISPLAY,FIX_DISPLAY,宵月(アズールレーン),,yoizuki (azur lane),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021892,you_(granblue_fantasy),Character,101,FIX_DISPLAY,FIX_DISPLAY,ヨウ(グラブル),,you (granblue fantasy),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-021893,yukari_(momoko),Character,101,FIX_DISPLAY,FIX_DISPLAY,ゆかり,,ゆかり（オリジナル）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-021896,yune_(ayanepuna),Character,101,FIX_DISPLAY,FIX_DISPLAY,柚音,,yune (ayanepuna),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-021905,anya_melfissa_(indonesian_casual),Character,100,FIX_DISPLAY,FIX_DISPLAY,アーニャ・メルフィッサ(インドネシア風衣装),,アーニャ・メルフィッサ（indonesian casual）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-021906,anzu_(yume_no_owari),Character,100,FIX_DISPLAY,FIX_DISPLAY,杏,,anzu (yume no owari),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-021908,aurora_(fate),Character,100,FIX_DISPLAY,FIX_DISPLAY,オーロラ,オーロラ(Fate),オーロラ（Fate/Grand Order）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-021915,chrome_(pgr),Character,100,FIX_DISPLAY,FIX_DISPLAY,库洛姆,,chrome (pgr),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021919,delores_(mvv),Character,100,FIX_DISPLAY,FIX_DISPLAY,ドロレス,,delores (mvv),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-021921,dottore_(heretic_of_the_false_moon)_(genshin_impact),Character,100,FIX_DISPLAY,FIX_DISPLAY,赝月的异端者,,ドットーレ（赝月的异端者）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-021927,eiscue_(noice),Character,100,FIX_DISPLAY,FIX_DISPLAY,ナイスフェイス,,コオリッポ（ナイスフェイス）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-021928,eishin_flash_(precise_chocolatier)_(umamusume),Character,100,FIX_DISPLAY,FIX_DISPLAY,コレクト・ショコラティエ,,エイシンフラッシュ（ウマ娘）（コレクト・ショコラティエ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-021931,elu_(1st_costume)_(nijisanji),Character,100,FIX_DISPLAY,FIX_DISPLAY,える(旧通常),,elu (1st costume) (nijisanji),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
