global_row,canonical,classification_status,primary_genre_id,primary_subgenre_id,secondary_paths,confidence,reason_ja
12547,holding_business_card,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_business_card」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12548,holding_butt_plug,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_butt_plug」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12549,holding_butterfly,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_butterfly」は蝶という生物を手に取る動作を示し、対生物の接触から探せるため。
12550,holding_butterfly_net,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_butterfly_net」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12551,holding_button,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_button」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12552,holding_by_the_ears,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_by_the_ears」は身体や他者との保持・接触を示し、行為・接触から探すのが適切なため。
12553,holding_cable,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cable」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12554,holding_cage,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cage」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12555,holding_cake,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cake」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12556,holding_calligraphy_brush,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_calligraphy_brush」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12557,holding_camera,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_camera」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12558,holding_can,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_can」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12559,holding_candle,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_candle」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12560,holding_candlestand,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_candlestand」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12561,holding_candy,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_candy」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12562,holding_candy_apple,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_candy_apple」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12563,holding_candy_cane,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_candy_cane」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12564,holding_cane,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cane」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12565,holding_cannon,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cannon」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12566,holding_canteen,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_canteen」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12567,holding_card,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_card」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12568,holding_carrot,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_carrot」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12569,holding_case,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_case」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12570,holding_cassette,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cassette」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12571,holding_cassette_player,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cassette_player」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12572,holding_cat,PROPOSED,ACTION_CONTACT,INTERACTION,[],HIGH,「holding_cat」は猫を抱える対生物動作を示し、行為・接触から直接探せるため。
12573,holding_cat_teaser,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cat_teaser」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12574,holding_cd,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cd」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12575,holding_chain,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_chain」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12576,holding_chainsaw,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_chainsaw」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12577,holding_chair,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_chair」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12578,holding_chakram,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_chakram」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12579,holding_chalk,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_chalk」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12580,holding_charm,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_charm」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12581,holding_chess_piece,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_chess_piece」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12582,holding_chibi,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_chibi」は身体や他者との保持・接触を示し、行為・接触から探すのが適切なため。
12583,holding_chisel,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_chisel」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12584,holding_chocolate,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_chocolate」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12585,holding_chopsticks,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_chopsticks」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12586,holding_christmas_tree,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_christmas_tree」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12587,holding_cigar,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cigar」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12588,holding_cigarette,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cigarette」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12589,holding_cigarette_pack,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cigarette_pack」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12590,holding_cleaver,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cleaver」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12591,holding_clipboard,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_clipboard」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12592,holding_cloak,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cloak」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12593,holding_clock,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_clock」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12594,holding_cloth,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cloth」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12595,holding_clothes_hanger,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],MEDIUM,「holding_clothes_hanger」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12596,holding_clothes_iron,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],MEDIUM,「holding_clothes_iron」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12597,holding_clover,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_clover」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12598,holding_club,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_club」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12599,holding_coat,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],MEDIUM,「holding_coat」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12600,holding_cocktail_shaker,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cocktail_shaker」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12601,holding_coffee_pot,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_coffee_pot」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12602,holding_coin,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_coin」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12603,holding_collar,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_collar」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12604,holding_comb,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_comb」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12605,holding_compact,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_compact」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12606,holding_compass,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_compass」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12607,holding_computer_mouse,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_computer_mouse」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12608,holding_condom,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_condom」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12609,holding_controller,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_controller」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12610,holding_cookie,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cookie」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12611,holding_cooking_pot,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cooking_pot」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12612,holding_cotton_candy,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cotton_candy」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12613,holding_cotton_swab,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cotton_swab」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12614,holding_crayon,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_crayon」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12615,holding_creature,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_creature」は生き物を抱える対生物動作を示し、行為・接触から探せるため。
12616,holding_crepe,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_crepe」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12617,holding_cross,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cross」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12618,holding_crossbow,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_crossbow」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12619,holding_crowbar,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_crowbar」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12620,holding_crown,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_crown」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12621,holding_crutch,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_crutch」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12622,holding_crystal,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_crystal」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12623,holding_cube,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cube」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12624,holding_cue_stick,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cue_stick」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12625,holding_cum,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cum」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12626,holding_cup,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cup」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12627,holding_curling_iron,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_curling_iron」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12628,holding_cushion,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_cushion」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12629,holding_dagger,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_dagger」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12630,holding_dart,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_dart」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12631,holding_detached_hair,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_detached_hair」は身体や他者との保持・接触を示し、行為・接触から探すのが適切なため。
12632,holding_detached_head,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_detached_head」は身体や他者との保持・接触を示し、行為・接触から探すのが適切なため。
12633,holding_detached_steering_wheel,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_detached_steering_wheel」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12634,holding_detonator,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_detonator」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12635,holding_dice,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_dice」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12636,holding_digimon,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_digimon」は生物キャラクターを抱える動作を示し、対生物の接触から探す用途に合うため。
12637,holding_diploma,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_diploma」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12638,holding_dog,PROPOSED,ACTION_CONTACT,INTERACTION,[],HIGH,「holding_dog」は犬を抱える対生物動作を示し、行為・接触から直接探せるため。
12639,holding_dog_tags,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_dog_tags」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12640,holding_doll,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_doll」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12641,holding_donut,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_donut」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12642,holding_down_headwear,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],MEDIUM,「holding_down_headwear」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12643,holding_drawing,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_drawing」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12644,holding_drawing_tablet,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_drawing_tablet」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12645,holding_drink,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_drink」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12646,holding_drink_carton,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_drink_carton」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12647,holding_drinking_straw,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_drinking_straw」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12648,holding_drumsticks,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_drumsticks」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12649,holding_dumbbell,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_dumbbell」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12650,holding_duster,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_duster」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12651,holding_dustpan,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_dustpan」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12652,holding_ear,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_ear」は身体や他者との保持・接触を示し、行為・接触から探すのが適切なため。
12653,holding_earbud,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_earbud」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12654,holding_earphones,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_earphones」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12655,holding_earrings,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_earrings」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12656,holding_ears,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_ears」は身体や他者との保持・接触を示し、行為・接触から探すのが適切なため。
12657,holding_egg,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_egg」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12658,holding_ema,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_ema」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12659,holding_energy_gun,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_energy_gun」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12660,holding_envelope,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_envelope」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12661,holding_eyeball,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_eyeball」は身体や他者との保持・接触を示し、行為・接触から探すのが適切なため。
12662,holding_eyepatch,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_eyepatch」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12663,holding_fan,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_fan」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12664,holding_feather,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_feather」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12665,holding_feet,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_feet」は身体や他者との保持・接触を示し、行為・接触から探すのが適切なため。
12666,holding_figure,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_figure」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12667,holding_finger,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_finger」は身体や他者との保持・接触を示し、行為・接触から探すのが適切なため。
12668,holding_fireworks,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_fireworks」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12669,holding_first_aid_kit,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_first_aid_kit」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12670,holding_fish,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_fish」は魚という生物を持つ動作を示し、対生物の接触から探せるため。
12671,holding_fishing_rod,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_fishing_rod」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12672,holding_flag,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_flag」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12673,holding_flail,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_flail」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12674,holding_flame,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_flame」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12675,holding_flamethrower,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_flamethrower」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12676,holding_flashlight,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_flashlight」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12677,holding_flask,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_flask」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12678,holding_floatie,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_floatie」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12679,holding_flower,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],MEDIUM,「holding_flower」は花を手に持つ動作がタグの中心で、行為・接触から探せるため。
12680,holding_flower_pot,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_flower_pot」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12681,holding_flute,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_flute」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12682,holding_flyer,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_flyer」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12683,holding_folder,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_folder」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12684,holding_food,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_food」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12685,holding_fork,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_fork」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12686,holding_frog,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_frog」はカエルという生物を手に取る動作を示し、対生物の接触から探せるため。
12687,holding_fruit,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_fruit」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12688,holding_frying_pan,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_frying_pan」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12689,holding_gag,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_gag」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12690,holding_game_cartridge,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_game_cartridge」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12691,holding_game_controller,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_game_controller」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12692,holding_gem,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_gem」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12693,holding_ghost,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「holding_ghost」は幽霊を抱える動作を示すが生物・存在との接触が中心のため、行為・接触から探せるため。
12694,holding_gift,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_gift」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12695,holding_glass_shard,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_glass_shard」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12696,holding_globus_cruciger,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_globus_cruciger」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12697,holding_gloves,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_gloves」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12698,holding_glowstick,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_glowstick」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12699,holding_go_stone,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_go_stone」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12700,holding_goggles,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_goggles」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12701,holding_gohei,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_gohei」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12702,holding_golf_club,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_golf_club」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12703,holding_gourd,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_gourd」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12704,holding_grass,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_grass」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12705,holding_grater,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_grater」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12706,holding_grenade,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_grenade」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
12707,holding_guitar,PROPOSED,ACTION_CONTACT,OBJECT_USE,[],HIGH,「holding_guitar」は物を手に取る動作がタグの中心で、行為・接触の物品使用から探せるため。
