canonical,source_batch,source_global_row,old_primary_path,new_primary_path,old_secondary_paths,new_secondary_paths,rule
veiny_thighs,34,28944,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
velcro,34,28945,COLOR_APPEARANCE/MATERIAL,COLOR_APPEARANCE,[],[],top_level_fallback:MATERIAL
velcro_footwear,34,28946,CLOTHING/FOOTWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:FOOTWEAR->EVERYDAY
velvet_room,34,28947,PLACE_BACKGROUND/INDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:INDOOR
vending_cart,34,28948,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vending_machine,34,28949,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
venice,34,28950,PLACE_BACKGROUND/OUTDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:OUTDOOR
venom_snake_(cosplay),34,28951,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vent_(object),34,28952,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
ventilation_fan,34,28953,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
ventilation_shaft,34,28954,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
ventriloquism,34,28955,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
venus_(planet),34,28956,LIGHT_TIME_WEATHER/SKY,LIGHT_TIME_WEATHER,[],[],top_level_fallback:SKY
venus_bikini,34,28957,CLOTHING/UNDERWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:UNDERWEAR->EVERYDAY
veranda,34,28965,PLACE_BACKGROUND/ARCHITECTURE,PLACE_BACKGROUND,[],[],top_level_fallback:ARCHITECTURE
vergil_(devil_may_cry)_(cosplay),34,28968,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vermilion_city_school_uniform,34,28970,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vernier_thrusters,34,28971,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
verone_gakuin_school_uniform,34,28972,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_apron,34,28973,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_background,34,28974,PLACE_BACKGROUND/BACKGROUND,PLACE_BACKGROUND,[],[],top_level_fallback:BACKGROUND
vertical-striped_bikini,34,28975,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_bodysuit,34,28976,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_bow,34,28977,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
vertical-striped_bowtie,34,28978,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
vertical-striped_bra,34,28979,CLOTHING/UNDERWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:UNDERWEAR->EVERYDAY
vertical-striped_cape,34,28980,CLOTHING/OUTERWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:OUTERWEAR->EVERYDAY
vertical-striped_capelet,34,28981,CLOTHING/OUTERWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:OUTERWEAR->EVERYDAY
vertical-striped_clothes,34,28982,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_coat,34,28983,CLOTHING/OUTERWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:OUTERWEAR->EVERYDAY
vertical-striped_collar,34,28984,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
vertical-striped_corset,34,28985,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
vertical-striped_dress,34,28986,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_footwear,34,28987,CLOTHING/FOOTWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:FOOTWEAR->EVERYDAY
vertical-striped_gloves,34,28988,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_hat,34,28989,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
vertical-striped_headwear,34,28990,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
vertical-striped_jacket,34,28991,CLOTHING/OUTERWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:OUTERWEAR->EVERYDAY
vertical-striped_kimono,34,28992,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_leggings,34,28993,CLOTHING/LEGWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:LEGWEAR->EVERYDAY
vertical-striped_leotard,34,28994,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_necktie,34,28995,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
vertical-striped_one-piece_swimsuit,34,28996,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_overalls,34,28997,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_pajamas,34,28998,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_panties,34,28999,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_pants,34,29000,CLOTHING/BOTTOMS,CLOTHING/EVERYDAY,[],[],explicit_alias:BOTTOMS->EVERYDAY
vertical-striped_pantyhose,34,29001,CLOTHING/LEGWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:LEGWEAR->EVERYDAY
vertical-striped_pillow,34,29002,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vertical-striped_ribbon,34,29003,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
vertical-striped_sash,34,29004,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
vertical-striped_scarf,34,29005,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
vertical-striped_shirt,34,29006,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
vertical-striped_shorts,34,29007,CLOTHING/BOTTOMS,CLOTHING/EVERYDAY,[],[],explicit_alias:BOTTOMS->EVERYDAY
vertical-striped_skirt,34,29008,CLOTHING/BOTTOMS,CLOTHING/EVERYDAY,[],[],explicit_alias:BOTTOMS->EVERYDAY
vertical-striped_sleeves,34,29009,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_socks,34,29010,CLOTHING/LEGWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:LEGWEAR->EVERYDAY
vertical-striped_sports_bra,34,29011,CLOTHING/UNDERWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:UNDERWEAR->EVERYDAY
vertical-striped_suit,34,29012,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical-striped_sweater,34,29013,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
vertical-striped_thighhighs,34,29014,CLOTHING/LEGWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:LEGWEAR->EVERYDAY
vertical-striped_vest,34,29015,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vertical_anus,34,29016,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
vertical_foregrip,34,29017,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vertical_scroll_comic,34,29018,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
very_big_eyes,34,29020,HAIR_FACE/FACE_FEATURES,HAIR_FACE,[],[],top_level_fallback:FACE_FEATURES
very_dark_skin,34,29021,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
very_hairy,34,29022,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
very_long_beard,34,29023,HAIR_FACE/FACIAL_HAIR,HAIR_FACE,[],[],top_level_fallback:FACIAL_HAIR
very_long_braid,34,29024,HAIR_FACE/HAIR_STYLE,HAIR_FACE,[],[],top_level_fallback:HAIR_STYLE
very_long_cape,34,29025,CLOTHING/OUTERWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:OUTERWEAR->EVERYDAY
very_long_ears,34,29026,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
very_long_fingernails,34,29027,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
very_long_hair,34,29028,HAIR_FACE/HAIR_STYLE,HAIR_FACE,[],[],top_level_fallback:HAIR_STYLE
very_long_robe,34,29029,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
very_long_sidelocks,34,29030,HAIR_FACE/HAIR_STYLE,HAIR_FACE,[],[],top_level_fallback:HAIR_STYLE
very_long_tail,34,29031,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
very_long_tongue,34,29032,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
very_long_veil,34,29033,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
very_low_bun,34,29034,HAIR_FACE/HAIR_STYLE,HAIR_FACE,[],[],top_level_fallback:HAIR_STYLE
very_short_hair,34,29035,HAIR_FACE/HAIR_STYLE,HAIR_FACE,[],[],top_level_fallback:HAIR_STYLE
very_sweaty,34,29036,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
very_wide_shot,34,29037,COMPOSITION_CAMERA/FRAMING,COMPOSITION_CAMERA,[],[],top_level_fallback:FRAMING
vest,34,29040,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
vest_lift,34,29041,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
vest_pouch,34,29042,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
vhs_artifacts,34,29047,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
vial,34,29049,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vibrator,34,29050,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vibrator_bulge,34,29051,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
vibrator_cord,34,29052,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vibrator_in_anus,34,29053,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vibrator_in_thighhighs,34,29055,CLOTHING/LEGWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:LEGWEAR->EVERYDAY
vibrator_on_clitoris,34,29056,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vibrator_on_nipple,34,29057,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vibrator_on_penis,34,29058,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vibrator_on_soles,34,29059,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vibrator_over_clothes,34,29060,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
vibrator_under_clothes,34,29061,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
vibrator_under_panties,34,29062,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
vibrator_under_pantyhose,34,29063,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
vibrator_under_swimsuit,34,29064,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
victorian,34,29066,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
victorian_maid,34,29067,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
victory,34,29068,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
victory_pose,34,29070,POSE_MOVEMENT/BODY_POSE,POSE_MOVEMENT,[],[],top_level_fallback:BODY_POSE
victory_rolls,34,29071,HAIR_FACE/HAIR_STYLE,HAIR_FACE,[],[],top_level_fallback:HAIR_STYLE
video_call,34,29072,COMPOSITION_CAMERA/FRAMING,COMPOSITION_CAMERA,[],[],top_level_fallback:FRAMING
video_camera,34,29073,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
video_game,34,29074,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
video_game_case,34,29075,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
video_game_cover,34,29076,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
video_game_dialogue_box,34,29077,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
videocassette,34,29078,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
videocassette_recorder,34,29079,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
viet_lolita,34,29081,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vietnam,34,29082,PLACE_BACKGROUND/OUTDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:OUTDOOR
vietnam_war,34,29083,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
vietnamese_clothes,34,29084,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
view_between_legs,34,29087,COMPOSITION_CAMERA/VIEWPOINT,COMPOSITION_CAMERA,[],[],top_level_fallback:VIEWPOINT
viewer_holding_leash,34,29088,ACTION_CONTACT/HOLDING_CARRYING,ACTION_CONTACT/OBJECT_USE,[],[],explicit_alias:HOLDING_CARRYING->OBJECT_USE
viewer_holding_phone,34,29089,ACTION_CONTACT/HOLDING_CARRYING,ACTION_CONTACT/OBJECT_USE,[],[],explicit_alias:HOLDING_CARRYING->OBJECT_USE
viewer_holding_weapon,34,29090,ACTION_CONTACT/HOLDING_CARRYING,ACTION_CONTACT/OBJECT_USE,[],[],explicit_alias:HOLDING_CARRYING->OBJECT_USE
viewer_on_leash,34,29091,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
viewer_self-insert,34,29092,COMPOSITION_CAMERA/VIEWPOINT,COMPOSITION_CAMERA,[],[],top_level_fallback:VIEWPOINT
viewfinder,34,29093,COMPOSITION_CAMERA/CAMERA,COMPOSITION_CAMERA,[],[],top_level_fallback:CAMERA
vignetting,34,29095,COMPOSITION_CAMERA/CAMERA,COMPOSITION_CAMERA,[],[],top_level_fallback:CAMERA
village,34,29097,PLACE_BACKGROUND/OUTDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:OUTDOOR
villain_pose,34,29098,POSE_MOVEMENT/BODY_POSE,POSE_MOVEMENT,[],[],top_level_fallback:BODY_POSE
viltrumite_clothes,34,29100,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vincent_van_gogh_(style),34,29102,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
vine_bondage,34,29103,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vine_print,34,29106,COLOR_APPEARANCE/PATTERN,COLOR_APPEARANCE,[],[],top_level_fallback:PATTERN
vine_tentacle,34,29107,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vine_whip,34,29108,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vintage_microphone,34,29110,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vinyl_record,34,29111,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
viola_(instrument),34,29112,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
viola_tricolor,34,29113,COLOR_APPEARANCE/COLOR,COLOR_APPEARANCE,[],[],top_level_fallback:COLOR
violin,34,29117,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
violin_case,34,29118,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
virgin,34,29119,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
virgin_destroyer_sweater,34,29120,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
virgin_killer_outfit,34,29121,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
virgin_killer_sweater,34,29122,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
virgo_(constellation),34,29123,LIGHT_TIME_WEATHER/SKY,LIGHT_TIME_WEATHER,[],[],top_level_fallback:SKY
virtual_boy,34,29126,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
virtual_pet_(toy),34,29128,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
virtual_reality,34,29129,STYLE_QUALITY_META/MEDIUM,STYLE_QUALITY_META,[],[],top_level_fallback:MEDIUM
visible_ears,34,29135,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
vision_test,34,29137,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
visor_(armor),34,29138,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
visor_cap,34,29139,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
visor_lift,34,29140,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
visual_kei,34,29142,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
visual_novel,34,29143,STYLE_QUALITY_META/MEDIUM,STYLE_QUALITY_META,[],[],top_level_fallback:MEDIUM
vitarka_mudra,34,29145,POSE_MOVEMENT/ARM_HAND_POSE,POSE_MOVEMENT,[],[],top_level_fallback:ARM_HAND_POSE
vitiligo,34,29146,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
vivosaur,34,29149,LIVING_NATURE/ANIMAL,LIVING_NATURE/CREATURE,[],[],explicit_alias:ANIMAL->CREATURE
vocaloid_boxart_pose,34,29154,COMPOSITION_CAMERA/CAMERA,COMPOSITION_CAMERA,[],[],top_level_fallback:CAMERA
vogue_(magazine),34,29157,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
voice_actor_connection,34,29159,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
voice_actor_name,34,29160,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
void_cube,34,29163,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
void_face,34,29164,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
voile,34,29165,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
volcano,34,29166,PLACE_BACKGROUND/OUTDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:OUTDOOR
volkswagen,34,29167,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
volleyball_(object),34,29170,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
volleyball_(sport),34,29171,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
volleyball_net,34,29172,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
volleyball_uniform,34,29173,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
volumetric_flask,34,29178,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
volvo,34,29179,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
vomit,34,29180,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
vomiting,34,29181,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
vomiting_cum,34,29182,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vomiting_rainbows,34,29183,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
voodoo,34,29184,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
voodoo_doll,34,29185,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vore,34,29186,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vortex,34,29188,LIVING_NATURE/NATURE,LIVING_NATURE,[],[],top_level_fallback:NATURE
voyager_golden_record,34,29190,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vs_seeker,34,29193,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
vulcan_salute,34,29198,POSE_MOVEMENT/ARM_HAND_POSE,POSE_MOVEMENT,[],[],top_level_fallback:ARM_HAND_POSE
vulture,34,29199,LIVING_NATURE/ANIMAL,LIVING_NATURE/CREATURE,[],[],explicit_alias:ANIMAL->CREATURE
vuvuzela,34,29200,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vyshyvanka,34,29201,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
w_arms,34,29203,POSE_MOVEMENT/BODY_POSE,POSE_MOVEMENT,[],[],top_level_fallback:BODY_POSE
wada_arco_(style),34,29211,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
waders,34,29212,CLOTHING/FOOTWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:FOOTWEAR->EVERYDAY
wading,34,29213,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
wading_pool,34,29214,PLACE_BACKGROUND/OUTDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:OUTDOOR
wagnaria_uniform,34,29221,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
wainscoting,34,29225,PLACE_BACKGROUND/ARCHITECTURE,PLACE_BACKGROUND,[],[],top_level_fallback:ARCHITECTURE
waist_apron,34,29226,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
waist_bag,34,29227,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
waist_bow,34,29228,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
waist_brooch,34,29229,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
waist_cape,34,29230,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
waist_hold,34,29231,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
waist_hug,34,29232,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
waist_jewel,34,29233,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
waist_poke_ball,34,29234,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
waist_ribbon,34,29235,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
waist_sash,34,29236,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
waist_tassel,34,29237,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
waistband,34,29238,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
waistcoat,34,29239,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
waiting,34,29241,POSE_MOVEMENT/BODY_POSE,POSE_MOVEMENT,[],[],top_level_fallback:BODY_POSE
wakamezake,34,29244,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
wake_(wave),34,29245,LIVING_NATURE/NATURE,LIVING_NATURE,[],[],top_level_fallback:NATURE
waking_another,34,29246,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
waking_up,34,29247,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
