canonical,display_ja,search_ja,candidate_display_ja,candidate_search_ja,final_state,route,reason,reason_codes,risk_class
frilled_skirt,フリルスカート,フリルスカート,フリルスカート,フリルスカート,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
frills,フリル,フリル,フリル,フリル,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
from_below,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
front-tie_top,前結びトップス,前結びトップス,前結びトップス,前結びトップス,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
frown,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
fruit,果物,果物,果物,果物,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
full_moon,満月,満月,満月,満月,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
fur_trim,ファートリム,ファートリム,ファートリム,ファートリム,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
furrowed_brow,眉間にしわ,眉間にしわ,眉間にしわ,眉間にしわ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
furry,,,獣人,獣人,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,LOW
furry_female,,,女性獣人,女性獣人,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,LOW
furry_male,,,男性獣人,男性獣人,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,LOW
gem,宝石,宝石,宝石,宝石,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
genderswap,,,性別入れ替え,性別入れ替え,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,LOW
glowing,発光,発光,発光,発光,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
glowing_eyes,光る目,光る目,光る目,光る目,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
gradient_hair,グラデーション髪,グラデーション髪,グラデーション髪,グラデーション髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
grass,草,草,草,草,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
green_background,緑の背景,緑の背景,緑の背景,緑の背景,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
green_bow,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
green_jacket,緑のジャケット,緑のジャケット,緑のジャケット,緑のジャケット,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
green_shirt,緑のシャツ,緑のシャツ,緑のシャツ,緑のシャツ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
green_skirt,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
grey_background,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
grey_hair,灰色の髪,灰色の髪,灰色の髪,灰色の髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
grey_jacket,灰色のジャケット,灰色のジャケット,灰色のジャケット,灰色のジャケット,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
grey_shirt,灰色のシャツ,灰色のシャツ,灰色のシャツ,灰色のシャツ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
grey_skirt,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
grin,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
groin,股間,股間,股間,股間,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
gun,銃,銃,銃,銃,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hair_bobbles,髪ゴム,髪ゴム,髪ゴム,髪ゴム,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hair_bow,髪リボン,髪リボン,髪リボン,髪リボン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hair_flaps,なびく髪,なびく髪,なびく髪,なびく髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hair_flower,髪飾りの花,髪飾りの花,髪飾りの花,髪飾りの花,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hair_intakes,吸い込み髪,吸い込み髪,吸い込み髪,吸い込み髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hair_over_one_eye,,,片目隠れ,片目隠れ,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,CRITICAL
hair_over_shoulder,肩かけ髪,肩かけ髪,肩かけ髪,肩かけ髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hair_ribbon,髪リボン,髪リボン,髪リボン,髪リボン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hair_rings,髪輪,髪輪,髪輪,髪輪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hair_tubes,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
hairband,ヘアバンド,ヘアバンド,ヘアバンド,ヘアバンド,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hairclip,ヘアピン,ヘアピン,ヘアピン,ヘアピン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hakama,袴,袴,袴,袴,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
half_updo,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
halo,光輪,光輪,光輪,光輪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hand_in_pocket,ポケットに手,ポケットに手,ポケットに手,ポケットに手,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hand_on_another's_head,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE|RELATION_OR_PROVENANCE_AMBIGUITY|STRICT_ROUTE_REQUIRED,CRITICAL
hand_up,手を上げる,手を上げる,手を上げる,手を上げる,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
handgun,拳銃,拳銃,拳銃,拳銃,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hands_up,両手を上げる,両手を上げる,両手を上げる,両手を上げる,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
happy,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
hat_bow,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
head_wings,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
headband,ヘッドバンド,ヘッドバンド,ヘッドバンド,ヘッドバンド,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
heart,ハート,ハート,ハート,ハート,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
heart-shaped_pupils,ハート形の瞳孔,ハート形の瞳孔,ハート形の瞳孔,ハート形の瞳孔,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
helmet,ヘルメット,ヘルメット,ヘルメット,ヘルメット,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
heterochromia,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
high-waist_skirt,ハイウエストスカート,ハイウエストスカート,ハイウエストスカート,ハイウエストスカート,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
high_collar,ハイカラー,ハイカラー,ハイカラー,ハイカラー,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
high_heel_boots,ハイヒールブーツ,ハイヒールブーツ,ハイヒールブーツ,ハイヒールブーツ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
high_ponytail,ハイポニーテール,ハイポニーテール,ハイポニーテール,ハイポニーテール,STRICT_ACCEPT,CARRY_FORWARD,PRIOR_CAMPAIGN_READY_CARRY_FORWARD,PRIOR_CAMPAIGN_READY_CARRY_FORWARD,LOW
holding_cup,,,カップを持つ,カップを持つ,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,CRITICAL
holding_staff,,,杖を持つ,杖を持つ,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,CRITICAL
hood,フード,フード,フード,フード,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hood_up,フードをかぶる,フードをかぶる,フードをかぶる,フードをかぶる,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hoodie,パーカー,パーカー,パーカー,パーカー,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
horns,角,角,角,角,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
horse_ears,馬耳,馬耳,馬耳,馬耳,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
horse_girl,馬娘,馬娘,馬娘,馬娘,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
hug,抱擁,抱擁,抱擁,抱擁,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
index_finger_raised,人差し指を立てる,人差し指を立てる,人差し指を立てる,人差し指を立てる,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
indoors,屋内,屋内,屋内,屋内,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
interlocked_fingers,指を組む,指を組む,指を組む,指を組む,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
japanese_clothes,和服,和服,和服,和服,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
jingle_bell,鈴,鈴,鈴,鈴,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
juliet_sleeves,ジュリエットスリーブ,ジュリエットスリーブ,ジュリエットスリーブ,ジュリエットスリーブ,STRICT_ACCEPT,CARRY_FORWARD,PRIOR_CAMPAIGN_READY_CARRY_FORWARD,PRIOR_CAMPAIGN_READY_CARRY_FORWARD,LOW
kemonomimi_mode,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
kimono,着物,着物,着物,着物,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
knee_up,片膝を上げる,片膝を上げる,片膝を上げる,片膝を上げる,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
kneehighs,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
knees_up,両膝を上げる,両膝を上げる,両膝を上げる,両膝を上げる,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
knife,ナイフ,ナイフ,ナイフ,ナイフ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
lace_trim,レース飾り,レース飾り,レース飾り,レース飾り,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
large_pectorals,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
leaf,葉,葉,葉,葉,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
leg_up,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
lens_flare,レンズフレア,レンズフレア,レンズフレア,レンズフレア,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
licking,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
lifting_own_clothes,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
light_blush,薄い赤面,薄い赤面,薄い赤面,薄い赤面,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
light_particles,光の粒,光の粒,光の粒,光の粒,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
light_smile,かすかな笑顔,かすかな笑顔,かすかな笑顔,かすかな笑顔,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
lips,唇,唇,唇,唇,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
lipstick,口紅,口紅,口紅,口紅,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
loafers,ローファー,ローファー,ローファー,ローファー,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
long_dress,ロングドレス,ロングドレス,ロングドレス,ロングドレス,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
long_fingernails,長い爪,長い爪,長い爪,長い爪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
looking_up,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
low_ponytail,低いポニーテール,低いポニーテール,低いポニーテール,低いポニーテール,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
low_twintails,低いツインテール,低いツインテール,低いツインテール,低いツインテール,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
magical_girl,魔法少女,魔法少女,魔法少女,魔法少女,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
