identity_key,is_general,is_special,general_canonical,general_status,general_primary_path,general_secondary_paths,general_confidence,special_id,special_tag,generation_family,generation_role,promotion_status,meaning_status,issue104_reviewed,issue104_review_source,issue104_product_fit_decision,issue104_adult_domains,issue104_post_count,sample_stratum,sample_rank,candidate_class,candidate_status,reviewed_class,review_reason,signal_conflict
breast_implants,YES,YES,breast_implants,PROPOSED,BODY_PART,[],HIGH,3084,breast_implants,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,62,ISSUE104_REVIEWED_RISK,9cfc6f574cffd48ddecefb0d530b12ae81e830ac313832ea921699bd2540a5e7,,,,,
knee_boobs,YES,NO,knee_boobs,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,88,ISSUE104_REVIEWED_RISK,9d5a9ee18159c26e8a4ca99a344b95ff0fd87405830a93e1c856dbbfc9c6d415,,,,,
breast_conscious,YES,NO,breast_conscious,PROPOSED,EXPRESSION_EMOTION,"[""BODY_PART""]",MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,2305,ISSUE104_REVIEWED_RISK,9fd132636d0ee24e44713bcc655a07144c97e7993961fcaea072276b2d76ddcc,,,,,
breast_punch,YES,YES,breast_punch,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3082,breast_punch,DAMAGE_STATE_ACTION,state_or_action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,64,ISSUE104_REVIEWED_RISK,9fe56b45bcac988806bc6a22915a21d61f2d761679946337cecb512f0ac2a289,,,,,
microphone_between_breasts,YES,NO,microphone_between_breasts,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,57,ISSUE104_REVIEWED_RISK,a0faad2f59bbc74880265e5e410bcae6523893be543a51bfb830cfea685f790d,,,,,
breast_strap,YES,NO,breast_strap,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,1175,ISSUE104_REVIEWED_RISK,a369cb2ba8adc87f05fcd96e8f2c904970caf69eecd500988c45b544f4623fe6,,,,,
heart-shaped_boob_challenge,YES,NO,heart-shaped_boob_challenge,UNRESOLVED,,[],LOW,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,1147,ISSUE104_REVIEWED_RISK,a39f44017dd5e957c362912c226060acfbe87d9bde3f0a2560e3eed408f0ec0d,,,,,
breast_contest,YES,NO,breast_contest,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,585,ISSUE104_REVIEWED_RISK,a4daab7111f22843c0ddd0f885036b50a0dc3d0d7f8ab82dbc90fb783f9bc581,,,,,
gun_between_breasts,YES,NO,gun_between_breasts,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,154,ISSUE104_REVIEWED_RISK,a8adc340a58b6fa7c72556528e67138b17df8deb788e001f89513ffb1a2699f2,,,,,
rope_marks,YES,YES,rope_marks,PROPOSED,BODY_PART,[],HIGH,3020,rope_marks,BODY_STATE,body_state,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,515,ISSUE104_REVIEWED_RISK,a9c8eb0efef31c66d7da9479392f5691ac459f4e0008395a446d9d115abf9553,,,,,
female_fertilization,YES,YES,female_fertilization,PROPOSED,BODY_PART,[],HIGH,3065,female_fertilization,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,REPRODUCTION_PREGNANCY,109,ISSUE104_REVIEWED_RISK,aa04c3a107542c4c3837d99d6275383e736c225ff8dade4744f7e1250a646744,,,,,
oppai_mochi,YES,NO,oppai_mochi,PROPOSED,ACTION_CONTACT/INTIMATE,[],MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA;OPAQUE_ADULT_SURFACE,406,ISSUE104_REVIEWED_RISK,aa31f82771c5a455e21aca8f6be1fb045b7254846c0bf1104c6adfd0357f1df5,,,,,
goggles_around_breasts,YES,NO,goggles_around_breasts,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,135,ISSUE104_REVIEWED_RISK,ace3f7c2b8f1287b767d0ee9cff5413b7f92ffbda4baf0cc4acaebd657d73689,,,,,
electrostimulation,YES,YES,electrostimulation,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3031,electrostimulation,RESTRAINT_ACTION,restraint_action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,SEX_DEVICE_IMPLEMENT,327,ISSUE104_REVIEWED_RISK,ad51e57c73a5c9b0eff03b3a0d7abd971a9dfa20f2784339208a9c64696056c9,,,,,
breast_massage,YES,YES,breast_massage,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3049,breast_massage,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,178,ISSUE104_REVIEWED_RISK,adae81462fb94abb125adf339d3108e900f2228c11d6a2f21e945ad3c455572f,,,,,
large_breasts,YES,NO,large_breasts,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,2245881,ISSUE104_REVIEWED_RISK,af0f8a5850b755d509309728ea28fc57c4e3380ba7510ff64e59a2473956a292,,,,,
buttjob_under_clothes,YES,YES,buttjob_under_clothes,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3051,buttjob_under_clothes,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,SEX_ACT_RELATION,171,ISSUE104_REVIEWED_RISK,b1fa44bc4224aeeb89749c45099fa9bc730c81f4bfabc8ad40f864ac8a5e34ae,,,,,
pink_leash,YES,NO,pink_leash,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,68,ISSUE104_REVIEWED_RISK,b2255eb9bea565352f9a09341a3eec33675c2b330e986a3191f0726f63af8353,,,,,
breast_pile,YES,NO,breast_pile,PROPOSED,ACTION_CONTACT/INTERACTION,"[""BODY_PART""]",MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,82,ISSUE104_REVIEWED_RISK,b35431d4c2d3759638dfb08c69b2c194f53c5533407220df617b5c0269195b61,,,,,
long-tailed_tit,YES,NO,long-tailed_tit,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA,799,ISSUE104_REVIEWED_RISK,b3a2285d6f339e23e6fb7de3b8b600ca13f82ec37179abf929b9bae5191170e1,,,,,
putting_on_condom,YES,YES,putting_on_condom,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3072,putting_on_condom,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,90,ISSUE104_REVIEWED_RISK,b41c37887dabccfc92833bdbca181825ce4236cc2a286710fc8edb7bfce4b67b,,,,,
breast_padding,YES,NO,breast_padding,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,1662,ISSUE104_REVIEWED_RISK,b4fd4f062fbb1553349214e47f321cd9a0a4ed6ae876994d743150f672ded99d,,,,,
blood_from_forehead,YES,NO,blood_from_forehead,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,R18G_INJURY,1583,ISSUE104_REVIEWED_RISK,b5ff65fae824df2b6f54de3ab77dbe15979900f07e9120c7716aba3200454613,,,,,
oppai_oppai,YES,NO,oppai_oppai,PROPOSED,ACTION_CONTACT/INTIMATE,[],MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA;OPAQUE_ADULT_SURFACE,86,ISSUE104_REVIEWED_RISK,b6c4f72245db6f5f82e5a2d6e43b57b9e27d9240f4a217f6705b6983bee310de,,,,,
hand_in_another's_panties,YES,YES,hand_in_another's_panties,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,3000,hand_in_another's_panties,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,2174,ISSUE104_REVIEWED_RISK,b7605e40a07193102f8d35bdb6f4303f5002feb443b7b3fa2333513d11791aa3,,,,,
compressed_breasts,YES,YES,compressed_breasts,PROPOSED,BODY_PART,[],HIGH,3077,compressed_breasts,BODY_STATE,body_state,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,69,ISSUE104_REVIEWED_RISK,b767091b4a46e152190fc66a718912885812bccef33a5af2fcfc805a946c10d8,,,,,
oppai_hoodie,YES,NO,oppai_hoodie,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA;OPAQUE_ADULT_SURFACE,77,ISSUE104_REVIEWED_RISK,ba23cda6236741291bfa958eaa17d32e4690afa1dc3fddf6df4f90585edf301d,,,,,
animal_between_breasts,YES,NO,animal_between_breasts,PROPOSED,ACTION_CONTACT/INTERACTION,"[""LIVING_NATURE/CREATURE""]",MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,280,ISSUE104_REVIEWED_RISK,bb230a802c7df8c8c2fda240241c81dc9c3e1648be1f18f48dc34a2501b7cb44,,,,,
stethoscope_between_breasts,YES,NO,stethoscope_between_breasts,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,143,ISSUE104_REVIEWED_RISK,bc2db19409f355d5b8aa34ed1e6947ef6888b19d3bbdf449b4e6b8813b82a21c,,,,,
sword_between_breasts,YES,NO,sword_between_breasts,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,423,ISSUE104_REVIEWED_RISK,bcf7839a1dabb096bad9d3a555ede7b7e0d61d1cdb67d09a1cdaceafe73e535b,,,,,
yaoi_(object),YES,NO,yaoi_(object),PROPOSED,OBJECT_PROP/DAILY,[],MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,OPAQUE_ADULT_SURFACE,310,ISSUE104_REVIEWED_RISK,bdb4226a44631035942b6a246d103f05d578deddfdf53980b94f53becbb94495,,,,,
card_between_breasts,YES,NO,card_between_breasts,PROPOSED,ACTION_CONTACT/INTERACTION,"[""OBJECT_PROP/DAILY""]",HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,470,ISSUE104_REVIEWED_RISK,beb4831b6533bf627e44aa06a92efba2584481912c92b67726a30c10f791cd17,,,,,
ink_on_breast,YES,NO,ink_on_breast,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,87,ISSUE104_REVIEWED_RISK,bec5937dfe62ae38fd60da5147515779594730b0b1c293960aa4d8f3b6294737,,,,,
extended_downblouse,YES,YES,extended_downblouse,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,3015,extended_downblouse,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,EXPOSURE_FETISH_CLOTHING,680,ISSUE104_REVIEWED_RISK,beea7fdee0735b98954965c2c594b5acd43d9ef7d457b362d4d356450bbdca3b,,,,,
surrounded_by_breasts,YES,NO,surrounded_by_breasts,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,69,ISSUE104_REVIEWED_RISK,bfcc524f56602c3084f4ccba154ecc11af0159d19b631167cfd3fb4fd43f9ffe,,,,,
extended_upskirt,YES,YES,extended_upskirt,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,3050,extended_upskirt,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,EXPOSURE_FETISH_CLOTHING,178,ISSUE104_REVIEWED_RISK,c135fd8d34f2c7485e653924f7f072459c27b11ba38242949b3edeec7ebbad77,,,,,
yuri,YES,NO,yuri,PROPOSED,ACTION_CONTACT/INTIMATE,[],MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,OPAQUE_ADULT_SURFACE,327728,ISSUE104_REVIEWED_RISK,c3a605d7ae9a5469da667ad10c6b58126cbf9220cc3740703ca6777999b51da5,,,,,
single_handcuff,YES,NO,single_handcuff,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,517,ISSUE104_REVIEWED_RISK,c542e6dce160110dfc369c66ccfba371220675e64a6988f919acd58123169eec,,,,,
mouth_drool,YES,NO,mouth_drool,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,14647,ISSUE104_REVIEWED_RISK,c6eb35abd2fed6a09613ce7895d889a9704f603312336d94f7ba69ba391e04b9,,,,,
sweaty_breasts,YES,YES,sweaty_breasts,PROPOSED,BODY_PART,[],HIGH,2993,sweaty_breasts,BODY_STATE,body_state,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,3394,ISSUE104_REVIEWED_RISK,c7519514548a360792ff263d9f56e6127496feee3b89884cc7419b382ff7f124,,,,,
food_between_breasts,YES,NO,food_between_breasts,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,747,ISSUE104_REVIEWED_RISK,c7965d1dc718abbe8cb6cd5b9e0a4da9d9ef6950ad5b579b72be7e446f9cba92,,,,,
viewer_holding_leash,YES,YES,viewer_holding_leash,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,2996,viewer_holding_leash,RESTRAINT_ACTION,restraint_action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BDSM_RESTRAINT,3055,ISSUE104_REVIEWED_RISK,c8f356f2c3d988b3901a2939ad7cbbce5ea5f2c7e04cfd1f0900d58ba6667dc0,,,,,
breasts_on_tray,YES,NO,breasts_on_tray,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,640,ISSUE104_REVIEWED_RISK,c90f65d86b2a0cfc0ac9f67437019670eea30bff2db001754ca4cfe4089fa633,,,,,
covering_one_breast,YES,YES,covering_one_breast,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,3006,covering_one_breast,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,1485,ISSUE104_REVIEWED_RISK,c9b924ba402ef885765d29200fc556521b9f4cff132d33e3635f7300346ea7b6,,,,,
looking_at_breasts,YES,NO,looking_at_breasts,PROPOSED,GAZE_ORIENTATION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,3123,ISSUE104_REVIEWED_RISK,c9daa21e59392528fad9027b140ddd2cf342d326c882ee8323744fdf1f0f7d83,,,,,
inconvenient_breasts,YES,NO,inconvenient_breasts,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,1055,ISSUE104_REVIEWED_RISK,ca593311f6aabbcf6267d7ea6f0966ca5fc94e0c0fefa3498ef469f2117e8bf8,,,,,
light_areolae,YES,YES,light_areolae,PROPOSED,BODY_PART,[],HIGH,3002,light_areolae,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,1998,ISSUE104_REVIEWED_RISK,ca59ada16852a6e91bd2482315b38f1c990a3b4bd160f8010805df56a5eea1b4,,,,,
medium_breasts,YES,NO,medium_breasts,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,1209874,ISSUE104_REVIEWED_RISK,ca60b1acfba86d472f125828625d0009c75f3fc2ec1b90498ce96034e2323986,,,,,
breast_zipper,YES,YES,breast_zipper,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,3013,breast_zipper,RESTRAINT_IMPLEMENT,restraint_implement,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,968,ISSUE104_REVIEWED_RISK,ca6cacba103ff19f16fa53907d2ee2e0387de254a1e3bc9f04a64f312cb27dfd,,,,,
cooperative_buttjob,YES,YES,cooperative_buttjob,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3041,cooperative_buttjob,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,SEX_ACT_RELATION,263,ISSUE104_REVIEWED_RISK,cca15fd263f825ae256c4cc6ea0b3b16cf3b71d34b6f97ad5621dfed914453a9,,,,,
condom_on_tongue,YES,YES,condom_on_tongue,PROPOSED,ACTION_CONTACT/INTIMATE,[],MEDIUM,3081,condom_on_tongue,DIRECT_COMPOSITE,spatial_relation,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,65,ISSUE104_REVIEWED_RISK,cf5a953efcab995e6a6e0dc9a7b14d5c62f6961f82bc6575eb902346ecd61835,,,,,
male_with_breasts,YES,YES,male_with_breasts,PROPOSED,BODY_PART,[],HIGH,3009,male_with_breasts,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,1088,ISSUE104_REVIEWED_RISK,d03f17c59247ef02239044ceb0e800e46e4300ef2039fc24f9668ad36a8e030e,,,,,
slapping_breasts,YES,YES,slapping_breasts,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3055,slapping_breasts,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,161,ISSUE104_REVIEWED_RISK,d0750b2e6ae726932656c55f068f23e43987737f80ddff22a8aa77695199db9d,,,,,
daijoubu?_oppai_momu?_(meme),YES,NO,daijoubu?_oppai_momu?_(meme),UNRESOLVED,,[],LOW,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA;OPAQUE_ADULT_SURFACE,470,ISSUE104_REVIEWED_RISK,d15941c569b0d4350165d6ed6f550aaa18c699a292dfe228a1efd8affe642d9f,,,,,
used_condom_in_clothes,YES,YES,used_condom_in_clothes,PROPOSED,CLOTHING,[],HIGH,3025,used_condom_in_clothes,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,354,ISSUE104_REVIEWED_RISK,d20e6cd2e4a1f0b2daa84cf8624ef30aaf44644891e216b75319aa0d9b1f82e0,,,,,
armpit_focus,YES,YES,armpit_focus,PROPOSED,COMPOSITION_CAMERA,[],HIGH,2991,armpit_focus,POSE_COMPOSITION,pose_camera,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,4263,ISSUE104_REVIEWED_RISK,d3c8683a6fc9982a6f486bf1fe63e92e6632053c12cd22ea965be7d2853e3a09,,,,,
implied_egg_laying,YES,YES,implied_egg_laying,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,3087,implied_egg_laying,CONTEXT_MODIFIER,temporal_or_implied_context,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,NONHUMAN_TENTACLE,50,ISSUE104_REVIEWED_RISK,d4d825718e3d04205d4b2eaa2385eeaf8296d1fe7a9eb7cbd6f99962a2059f0b,,,,,
hose_between_breasts,YES,NO,hose_between_breasts,PROPOSED,OBJECT_PROP/DAILY,[],MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,119,ISSUE104_REVIEWED_RISK,d5295b97e11d5de6849ede3c23d6cce70b3a7ade0e3342417a10b6df761522ed,,,,,
futa_without_balls,YES,YES,futa_without_balls,PROPOSED,BODY_PART,[],HIGH,3001,futa_without_balls,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,OPAQUE_ADULT_SURFACE,2021,ISSUE104_REVIEWED_RISK,d57d99ea793e4db666215333372c5647cbd9c0141fd728b1078f646ed7a3a6cc,,,,,
breast_drop,YES,YES,breast_drop,PROPOSED,CLOTHING_STATE_EXPOSURE,"[""BODY_PART""]",HIGH,3027,breast_drop,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,341,ISSUE104_REVIEWED_RISK,d7a791d65c47e522dab3e90bb9571d36c8086f76626c258e3cbe3b97b6b9298a,,,,,
uterus_pose,YES,YES,uterus_pose,PROPOSED,POSE_MOVEMENT,[],HIGH,3059,uterus_pose,POSE_COMPOSITION,pose_camera,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,REPRODUCTION_PREGNANCY,140,ISSUE104_REVIEWED_RISK,d8889bb106d514caa7a3c6087e35435b8986f57a064fa0c17d85d0d5f38e1f22,,,,,
black_saliva,YES,NO,black_saliva,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,121,ISSUE104_REVIEWED_RISK,d8e8d41fd51f03c390246b9084ddccab7e15bb9fa6b6e34e99c1118f09114aae,,,,,
money_between_breasts,YES,NO,money_between_breasts,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,137,ISSUE104_REVIEWED_RISK,d93ac8ccffa277cdeeeb8253bd7c376e65c4188ab7ea369069542a041d26c852,,,,,
dark_areolae,YES,YES,dark_areolae,PROPOSED,BODY_PART,[],HIGH,3012,dark_areolae,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,1012,ISSUE104_REVIEWED_RISK,d9e420409cd1d6938c9aa35f80a6bb44f1116ebba1ebac58c7ae8062e0bf5762,,,,,
weighing_breasts,YES,YES,weighing_breasts,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,3075,weighing_breasts,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,72,ISSUE104_REVIEWED_RISK,dc26353d4c2b57bb304847240a6acf05487b4fe7e112b4c9b37dbd5975bb97f7,,,,,
saliva_swap,YES,YES,saliva_swap,PROPOSED,BODY_PART,[],HIGH,3034,saliva_swap,FLUID_STATE_ACTION,effect_or_action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,FLUID_EXCRETION,321,ISSUE104_REVIEWED_RISK,dc570c6b8ff5ee7273997e996a062a7d4115ce1480e3a97b9ff50f4e95983bf6,,,,,
