global_row,canonical,classification_status,primary_path,secondary_paths,confidence,classification_reason,source_batch,source_global_row,correction_ids
11471,halftone_outline,PROPOSED,STYLE_QUALITY_META,[],HIGH,画風・加工・画面表現そのものを示すidentity。,16,11471,[]
11472,hallelujah_essaim,UNRESOLVED,,[],LOW,名称だけでは初心者向け実用経路を安全に確定できないため未解決。,16,11472,[]
11473,halloween,PROPOSED,LIGHT_TIME_WEATHER,[],MEDIUM,時間・季節・光/気象としての発見経路を優先。,16,11473,[]
11474,halloween_bucket,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11474,[]
11475,halloween_costume,PROPOSED,CLOTHING/COSTUME,[],MEDIUM,衣服・衣装identityを主経路とする。,16,11475,[]
11476,hallucination,PROPOSED,EXPRESSION_EMOTION,[],HIGH,表情・感情・顔の状態を主経路とする。,16,11476,[]
11477,hallway,PROPOSED,PLACE_BACKGROUND,[],HIGH,場所・背景identityを主経路とする。,16,11477,[]
11478,halo,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11478,[]
11479,halo_around_horn,PROPOSED,CLOTHING/ACCESSORY,[],MEDIUM,halo装身具の配置として衣装アクセサリ経路を主とする。,16,11479,[]
11480,halo_behind_head,PROPOSED,CLOTHING/ACCESSORY,[],MEDIUM,halo装身具の配置として衣装アクセサリ経路を主とする。,16,11480,[]
11481,halo_ornament,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,着用する衣服・装身具identityを主経路とする。,16,11481,[]
11482,halo_removed,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,衣服・装身具の着脱・位置状態を主経路とする。,16,11482,[]
11483,halter_dress,PROPOSED,CLOTHING/EVERYDAY,[],MEDIUM,衣服・衣装identityを主経路とする。,16,11483,[]
11484,halter_leotard,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服identityを主経路とする。,16,11484,[]
11485,halter_shirt,PROPOSED,CLOTHING/EVERYDAY,[],MEDIUM,衣服・衣装identityを主経路とする。,16,11485,[]
11486,halterneck,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服のネック形状identityを主経路とする。,16,11486,[]
11487,ham,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物identityを主経路とする。,16,11487,[]
11488,hamakaze_(kancolle)_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,コスプレ衣装identityを主経路とする。,16,11488,[]
11489,hamaya,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具identityを主経路とする。,16,11489,[]
11490,hamayumi_(genshin_impact),PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具identityを主経路とする。,16,11490,[]
11491,hamburger_hat,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,着用する衣服・装身具identityを主経路とする。,16,11491,[]
11492,hamburger_steak,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物identityを主経路とする。,16,11492,[]
11493,hamedoori_template_(meme),UNRESOLVED,,[],LOW,名称だけでは初心者向け実用経路を安全に確定できないため未解決。,16,11493,[]
11494,hameru-type_asacoco,UNRESOLVED,,[],LOW,名称だけでは初心者向け実用経路を安全に確定できないため未解決。,16,11494,[]
11495,hammer,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具identityを主経路とする。,16,11495,[]
11496,hammer_and_sickle,PROPOSED,TEXT_SYMBOL/SYMBOL,[],HIGH,文字・記号・マークidentityを主経路とする。,16,11496,[]
11497,hammerhead_shark,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,生物・空想生物identityを主経路とする。,16,11497,[]
11498,hammock,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11498,[]
11499,hamon_(jojo),UNRESOLVED,,[],LOW,名称だけでは初心者向け実用経路を安全に確定できないため未解決。,16,11499,[]
11500,hamster,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,生物・空想生物identityを主経路とする。,16,11500,[]
11501,hamster_boy,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,生物・空想生物identityを主経路とする。,16,11501,[]
11502,hamster_costume,PROPOSED,CLOTHING/COSTUME,[],MEDIUM,衣服・衣装identityを主経路とする。,16,11502,[]
11503,hamster_ears,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,生物・空想生物identityを主経路とする。,16,11503,[]
11504,hamster_girl,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,生物・空想生物identityを主経路とする。,16,11504,[]
11505,hamster_hood,PROPOSED,CLOTHING/EVERYDAY,[],MEDIUM,衣服・衣装identityを主経路とする。,16,11505,[]
11506,hamster_on_head,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,生物・空想生物identityを主経路とする。,16,11506,[]
11507,hamster_on_shoulder,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,生物・空想生物identityを主経路とする。,16,11507,[]
11508,hamster_wheel,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,生物・空想生物identityを主経路とする。,16,11508,[]
11509,han'ei_no_chocolate_gardens_of_valentine,UNRESOLVED,,[],LOW,名称だけでは初心者向け実用経路を安全に確定できないため未解決。,16,11509,[]
11510,han'eri,UNRESOLVED,,[],LOW,名称だけでは初心者向け実用経路を安全に確定できないため未解決。,16,11510,[]
11511,han_juri_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,コスプレ衣装identityを主経路とする。,16,11511,[]
11512,hanafuda,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11512,[]
11513,hanafuda_earrings,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,着用する衣服・装身具identityを主経路とする。,16,11513,[]
11514,hanako_(blue_archive)_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,コスプレ衣装identityを主経路とする。,16,11514,[]
11515,hanamaru,UNRESOLVED,,[],LOW,名称だけでは初心者向け実用経路を安全に確定できないため未解決。,16,11515,[]
11516,hanami,UNRESOLVED,,[],LOW,名称だけでは初心者向け実用経路を安全に確定できないため未解決。,16,11516,[]
11517,hanamiya_nina_(style),PROPOSED,STYLE_QUALITY_META,[],HIGH,画風・加工・画面表現そのものを示すidentity。,16,11517,[]
11518,hanasakigawa_school_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームidentityを主経路とする。,16,11518,[]
11519,hanbok,PROPOSED,CLOTHING/COSTUME,[],HIGH,民族衣装identityを主経路とする。,16,11519,[]
11520,hand_between_own_legs,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11520,[]
11521,hand_blush,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態identityを主経路とする。,16,11521,[]
11522,hand_chains,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11522,[]
11523,hand_cursor,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11523,[]
11524,hand_drill,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11524,[]
11525,hand_eye,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態identityを主経路とする。,16,11525,[]
11526,hand_fan,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11526,[]
11527,hand_fan_writing,PROPOSED,TEXT_SYMBOL/TEXT,[],HIGH,文字・記号・マークidentityを主経路とする。,16,11527,[]
11528,hand_focus,PROPOSED,COMPOSITION_CAMERA,[],HIGH,写る範囲・画面上の焦点/構図を主経路とする。,16,11528,[]
11529,hand_gagged,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11529,[]
11530,hand_glasses,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,手で眼鏡形を作るしぐさidentityとして扱う。,16,11530,[]
11531,hand_grab,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11531,[]
11532,hand_grabbing_both_breasts,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11532,[]
11533,hand_grip,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11533,[]
11534,hand_guard,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11534,[]
11535,hand_hair,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11535,[]
11536,hand_in_another's_clothes,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11536,[]
11537,hand_in_another's_glove,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11537,[]
11538,hand_in_another's_hair,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11538,[]
11539,hand_in_another's_panties,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11539,[]
11540,hand_in_another's_pants,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11540,[]
11541,hand_in_another's_pantyhose,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11541,[]
11542,hand_in_another's_pocket,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11542,[]
11543,hand_in_another's_shirt,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11543,[]
11544,hand_in_bikini,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11544,[]
11545,hand_in_bra,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11545,[]
11546,hand_in_clothes,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11546,[]
11547,hand_in_jacket,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11547,[]
11548,hand_in_mouth,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11548,[]
11549,hand_in_own_bra,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11549,[]
11550,hand_in_own_hair,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11550,[]
11551,hand_in_own_panties,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11551,[]
11552,hand_in_own_pantyhose,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11552,[]
11553,hand_in_pants,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11553,[]
11554,hand_in_pantyhose,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11554,[]
11555,hand_in_pocket,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11555,[]
11556,hand_in_thighhighs,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11556,[]
11557,hand_in_underwear,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11557,[]
11558,hand_jewel,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,着用する衣服・装身具identityを主経路とする。,16,11558,[]
11559,hand_milking,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11559,[]
11560,hand_mirror,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11560,[]
11561,hand_mouth,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態identityを主経路とする。,16,11561,[]
11562,hand_net,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11562,[]
11563,hand_on_animal,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11563,[]
11564,hand_on_another's_arm,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11564,[]
11565,hand_on_another's_ass,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11565,[]
11566,hand_on_another's_back,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11566,[]
11567,hand_on_another's_cheek,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11567,[]
11568,hand_on_another's_chest,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11568,[]
11569,hand_on_another's_chin,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11569,[]
11570,hand_on_another's_crotch,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11570,[]
11571,hand_on_another's_ear,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11571,[]
11572,hand_on_another's_face,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11572,[]
11573,hand_on_another's_foot,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11573,[]
11574,hand_on_another's_forehead,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11574,[]
11575,hand_on_another's_hand,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11575,[]
11576,hand_on_another's_hat,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11576,[]
11577,hand_on_another's_head,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11577,[]
11578,hand_on_another's_headwear,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11578,[]
11579,hand_on_another's_hip,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11579,[]
11580,hand_on_another's_knee,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11580,[]
11581,hand_on_another's_leg,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11581,[]
11582,hand_on_another's_nape,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11582,[]
11583,hand_on_another's_neck,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11583,[]
11584,hand_on_another's_shoulder,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11584,[]
11585,hand_on_another's_stomach,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11585,[]
11586,hand_on_another's_thigh,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11586,[]
11587,hand_on_another's_waist,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11587,[]
11588,hand_on_another's_wrist,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11588,[]
11589,hand_on_bed,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11589,[]
11590,hand_on_belt,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11590,[]
11591,hand_on_blade,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11591,[]
11592,hand_on_book,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11592,[]
11593,hand_on_cane,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11593,[]
11594,hand_on_chair,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11594,[]
11595,hand_on_eyewear,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11595,[]
11596,hand_on_floor,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11596,[]
11597,hand_on_glass,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11597,[]
11598,hand_on_goggles,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11598,[]
11599,hand_on_ground,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11599,[]
11600,hand_on_handle,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11600,[]
11601,hand_on_headphones,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11601,[]
11602,hand_on_headset,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11602,[]
11603,hand_on_headwear,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11603,[]
11604,hand_on_helmet,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11604,[]
11605,hand_on_hilt,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11605,[]
11606,hand_on_lap,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11606,[]
11607,hand_on_mask,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11607,[]
11608,hand_on_mirror,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11608,[]
11609,hand_on_own_ankle,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11609,[]
11610,hand_on_own_arm,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11610,[]
11611,hand_on_own_ass,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11611,[]
11612,hand_on_own_back,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11612,[]
11613,hand_on_own_cheek,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11613,[]
11614,hand_on_own_chest,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11614,[]
11615,hand_on_own_chin,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11615,[]
11616,hand_on_own_crotch,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11616,[]
11617,hand_on_own_ear,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11617,[]
11618,hand_on_own_elbow,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11618,[]
11619,hand_on_own_face,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11619,[]
11620,hand_on_own_foot,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11620,[]
11621,hand_on_own_forehead,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11621,[]
11622,hand_on_own_hat,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11622,[]
11623,hand_on_own_head,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11623,[]
11624,hand_on_own_hip,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11624,[]
11625,hand_on_own_knee,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11625,[]
11626,hand_on_own_leg,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11626,[]
11627,hand_on_own_neck,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11627,[]
11628,hand_on_own_opposite_hip,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11628,[]
11629,hand_on_own_penis,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11629,[]
11630,hand_on_own_shoulder,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11630,[]
11631,hand_on_own_stomach,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11631,[]
11632,hand_on_own_tail,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11632,[]
11633,hand_on_own_tentacles,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11633,[]
11634,hand_on_own_thigh,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11634,[]
11635,hand_on_own_wrist,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11635,[]
11636,hand_on_railing,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11636,[]
11637,hand_on_sheath,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11637,[]
11638,hand_on_shield,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11638,[]
11639,hand_on_table,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11639,[]
11640,hand_on_wall,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11640,[]
11641,hand_on_weapon,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11641,[]
11642,hand_on_window,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11642,[]
11643,hand_over_another's_eyes,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11643,[]
11644,hand_over_another's_mouth,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11644,[]
11645,hand_over_eye,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11645,[]
11646,hand_over_heart,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11646,[]
11647,hand_over_own_mouth,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11647,[]
11648,hand_puppet,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11648,[]
11649,hand_rest,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11649,[]
11650,hand_saw,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具identityを主経路とする。,16,11650,[]
11651,hand_shadow_covering_breasts_(meme),PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11651,[]
11652,hand_size_difference,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態identityを主経路とする。,16,11652,[]
11653,hand_sonic,UNRESOLVED,,[],LOW,名称だけでは17分類の実用経路を安全に確定できないため未解決。,16,11653,[]
11654,hand_tail,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態identityを主経路とする。,16,11654,[]
11655,hand_tattoo,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態identityを主経路とする。,16,11655,[]
11656,hand_to_blade,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11656,[]
11657,hand_to_forehead,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11657,[]
11658,hand_to_hand,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11658,[]
11659,hand_to_head,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11659,[]
11660,hand_to_own_mouth,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11660,[]
11661,hand_to_weapon,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11661,[]
11662,hand_towel,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,道具・小物identityを主経路とする。,16,11662,[]
11663,hand_under_clothes,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11663,[]
11664,hand_under_dress,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11664,[]
11665,hand_under_pillow,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11665,[]
11666,hand_under_shirt,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11666,[]
11667,hand_under_shorts,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・しぐさidentityを主経路とする。,16,11667,[]
