identity_key,general_path,cluster_key,old_lex_flags,redteam_flags,candidate_state
knee_blush,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
knot_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
koge_donbo_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
koi_(koisan)_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
kojitsunagi_(pattern),COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
komatsuzaki_rui_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
komino_masahiko_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
kozaki_yuusuke_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
kubo_tite_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
kubrick_stare,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
kurokw_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
kurumada_masami_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
kuudere,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lace_border,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lace_trim,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lane_line,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lat_model_(mikumikudance),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lattice,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lattice_mast,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
laughing,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lazy,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
leaf_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
leather,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
left-to-right_manga,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lemon_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lenny_face,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,learned_risk_token:face,REDTEAM_REVIEW
leopard_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
letter_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
letterboxed,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lichtenberg_figure,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
light_censor,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lightning_bolt_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
ligne_claire,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
like_an_ero-doujin,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lily_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
limited_palette,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
linear_hatching,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lineart,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lineart_zoom_layer,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lion_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lipstick_mark,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:lipstick,REDTEAM_REVIEW
lipstick_mark_on_arm,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:lipstick,REDTEAM_REVIEW
lipstick_mark_on_chest,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:lipstick,REDTEAM_REVIEW
lipstick_mark_on_face,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,"learned_risk_token:face,lipstick",REDTEAM_REVIEW
lipstick_mark_on_forehead,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:lipstick,REDTEAM_REVIEW
lipstick_mark_on_hand,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:lipstick,REDTEAM_REVIEW
lipstick_mark_on_leg,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,"learned_risk_token:leg,lipstick",REDTEAM_REVIEW
lipstick_mark_on_neck,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:lipstick,REDTEAM_REVIEW
lipstick_mark_on_shoulder,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:lipstick,REDTEAM_REVIEW
lipstick_mark_on_stomach,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,"learned_risk_token:lipstick,stomach",REDTEAM_REVIEW
lipstick_mark_tattoo,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,learned_risk_token:lipstick,REDTEAM_REVIEW
liquid,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
liquid_gold,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
liquid_metal,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
livestream,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
loading_screen,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
logo_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lolita_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lonely,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_ahead,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_animal,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_another,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,learned_risk_token:another,REDTEAM_REVIEW
looking_at_ass,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,learned_risk_token:ass,REDTEAM_REVIEW
looking_at_bulge,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_creature,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_cup,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_doll,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_flowers,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_hands,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,learned_risk_token:hands,REDTEAM_REVIEW
looking_at_map,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_pectorals,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_reflection,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_self,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_at_watch,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_back,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_down,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_over_eyewear,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
looking_past_viewer,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,learned_risk_token:viewer,REDTEAM_REVIEW
looking_through_magnifying_glass,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,learned_risk_token:through,REDTEAM_REVIEW
looking_through_own_legs,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,"learned_risk_token:legs,own,through",REDTEAM_REVIEW
looking_through_window,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,learned_risk_token:through,REDTEAM_REVIEW
looking_to_the_side,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lopsided_border,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lotus_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
lovestruck,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
loving_aura,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
low_poly,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
magazine_cover,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
making_faces,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mamimi_(mamamimi)_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
manga_cover,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
manly_tears,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
map_(medium),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
maple_leaf_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
marble_(stone),COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
markings,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
markings_on_cheeks,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
masanori_sato_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
matsumoto_leiji_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
matt_groening_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
maximal,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mcbling,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
meandros,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
meandros_border,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
meandros_trim,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
media_player_interface,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
medieval,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
meme,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
meme_combination,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
meme_inset,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:meme,REDTEAM_REVIEW
menacing,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
menacing_(jojo),EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mesh,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
meta,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
metal_arm_cuffs,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
metal_baseball_bat,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
metal_gear_(robot),COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
metal_sand,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
metal_wire,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
metal_wrist_cuffs,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mifune_takashi_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mika_pikazo_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mikimoto_haruhiko_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mikumikudance,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
minecraft_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
miniature,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
minimalism,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
miserable_fate,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
misleading_thumbnail,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mismatched_arm_warmers,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mismatched_footwear,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mismatched_sleeves,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
missing_poster,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
misunderstanding,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mitsu_uroko,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mitsudomoe_(shape),COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mixed_martial_arts,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mixed_signals,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
moaning,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mobius_strip,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mochi_trail,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mochizuki_kei_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mocking,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
model_clipping,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
moire,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
molten_metal,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
monochrome,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
montage,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mood_swing,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
moon_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mosaic_art,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mosaic_background,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mosaic_censoring,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mosaic_pattern,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
motherly,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
motion_blur,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
motion_lines,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
motion_slit,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mourning,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mouse_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
movie_poster_(medium),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
movie_reference,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
moving_background,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
multicolored_border,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
multicolored_polka_dots,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
multiple_4koma,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
multiple_crossover,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
multiple_drawing_challenge,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,learned_risk_token:challenge,REDTEAM_REVIEW
multiple_expressions,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
multiple_forms,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
multiple_fusions,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
multiple_monochrome,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
multiple_style_parody,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
multiple_theme_colors,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mundane_made_awesome,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mural,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
muscle_awe,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
muscle_envy,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
mushroom_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
musical_note_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT
