lane_local_index,review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
552,1655,fuck-me_clothes,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
553,1658,red_bandana,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
554,1661,lowered_eyelids,YES,表情・視線に関するタグ,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,表情・視線として探すのが自然,,,,,,,"[""GAZE_ORIENTATION/""]",[],[],NO,,CHECKED,[],
555,1664,double_bun,YES,髪・顔・目などの外観に関するタグ,BROWSE_WORTHY,HAIR_FACE,CORE,髪・顔・目などの外観として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
556,1667,distant,YES,構図・カメラ表現に関するタグ,BROWSE_WORTHY,COMPOSITION_CAMERA,CORE,構図・カメラ表現として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
557,1670,\n/,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
558,1673,capotain,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
559,1676,torn_sarong,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
560,1679,cave_interior,YES,場所・背景に関するタグ,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,場所・背景として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
561,1682,stuffed_winged_unicorn,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
562,1685,checkered_apron,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
563,1688,type-1_energy_sword,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
564,1691,vertical-striped_gloves,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
565,1694,golf_club,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
566,1697,plaid_arm_warmers,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
567,1700,pillion,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,RESEARCHED,"[""https://en.wikipedia.org/wiki/Pillion""]",
568,1703,exhaling_smoke,YES,液体・分泌・排泄表現に関するタグ,BROWSE_WORTHY,FLUID_EXCRETION,CORE,液体・分泌・排泄表現として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
569,1706,erect_nipple,YES,身体部位・身体特徴に関するタグ,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・身体特徴として探すのが自然,,,,,,,[],"[""BREAST_NIPPLE""]",[],NO,,CHECKED,[],
570,1709,oran_berry,YES,物体・道具・小物に関するタグ,MIXED,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
571,1712,horse_penis,YES,身体部位・身体特徴に関するタグ,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・身体特徴として探すのが自然,,,,,,,[],"[""MALE_GENITAL""]",[],NO,,CHECKED,[],
572,1715,pornstar,YES,人物関係・役割に関するタグ,BROWSE_WORTHY,RELATION_ROLE,CORE,人物同士の関係・役割として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
573,1718,kourindou_tengu_costume,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
574,1721,theodolite,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
575,1724,deerstalker,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
576,1727,holding_sarong,YES,サロン（腰布）を手に持っている状態,BROWSE_WORTHY,ACTION_CONTACT,CORE,衣服を手で保持する動作から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
577,1730,courtroom,YES,法廷・裁判室,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,法廷という場所・背景から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
578,1733,painterly,YES,絵画的な筆致・塗りを強調した表現,BROWSE_WORTHY,STYLE_PROCESSING,CORE,描画・仕上げの様式から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
579,1736,crumbs,YES,食べ物などの細かなかけら・くず,BROWSE_WORTHY,TOOL_OBJECT,CORE,小さな物体・食べかすとして探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
580,1739,feather_choker,YES,羽根をあしらったチョーカー,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,首飾り・装身具から探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
581,1742,miku_day,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
582,1745,mace,YES,打撃武器のメイス,BROWSE_WORTHY,TOOL_OBJECT,CORE,武器という物体から探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,RESEARCHED,"[""https://safebooru.donmai.us/wiki_pages/list_of_weapons""]",Danbooruの武器一覧でmaceが武器として列挙されることを確認
583,1748,panties_over_leggings,YES,レギンスの上にパンティーを重ねて着用した状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の重ね着状態から探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
584,1751,hammock,YES,ハンモック,BROWSE_WORTHY,TOOL_OBJECT,CORE,家具・生活用品として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
585,1754,blue_leaf,YES,青色の葉,BROWSE_WORTHY,LIVING,CORE,植物の葉として探すのが自然,,,,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
586,1757,nearly_naked_shirt,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
587,1760,candlelight,YES,ろうそくの光による照明,BROWSE_WORTHY,LIGHT_TIME_WEATHER,CORE,光源・照明条件から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
588,1763,holding_head_wreath,YES,頭飾り用の花輪・リースを手に持っている状態,BROWSE_WORTHY,ACTION_CONTACT,CORE,装身具を手で保持する動作から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
589,1766,hand_in_own_hair,YES,自分の髪の中に手を入れている仕草,BROWSE_WORTHY,POSE_POSITION,CORE,手と髪の位置関係を伴うポーズから探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
590,1769,steaming_food,YES,湯気が立っている食べ物,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物という物体から探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
591,1772,dish_rack,YES,食器を置いたり乾かしたりするラック,BROWSE_WORTHY,TOOL_OBJECT,CORE,台所・生活用品として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
592,1775,panty_straps,YES,パンティーに付いたストラップ状の部分,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,下着の構造・装飾から探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
593,1778,tied_jacket,YES,前部などを結んで腹部を露出させるように着たジャケット,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,ジャケットの着用・露出状態から探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,RESEARCHED,"[""https://tags.latent.moe/en/t/tied_jacket""]",Danbooruタグwiki転記で、tied shirtに類似し腹部を露出するジャケットの着方と確認
594,1781,honda_motocompo,YES,ホンダ・モトコンポ（小型オートバイ）,MIXED,TOOL_OBJECT,CORE,特定車種だが乗り物という物体から探す入口が有用,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
595,1784,shuka_high_school_uniform,YES,朱夏高校の固有学校制服,MIXED,CLOTHING_EXPOSURE,CORE,学校制服という衣服から探す入口が自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
596,1787,hand_on_another's_back,YES,他者の背中に手を置いている状態,BROWSE_WORTHY,ACTION_CONTACT,CORE,他者への接触動作から探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
597,1790,candy_wrapper,YES,キャンディーの包み紙,BROWSE_WORTHY,TOOL_OBJECT,CORE,菓子の包装物という小物から探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
598,1793,hair_around_horn,YES,角の周囲に髪が巻き付く・沿う状態,BROWSE_WORTHY,HAIR_FACE,CORE,髪の配置・形状から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
599,1796,fox_statue,YES,狐をかたどった像,BROWSE_WORTHY,TOOL_OBJECT,CORE,像・置物という物体から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
600,1799,white_shrug,YES,白色のシュラッグ（肩・腕を覆う短い上着）,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,上着という衣服から探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
601,1802,misaki_municipal_high_school_uniform,YES,美咲市立高校の固有学校制服,MIXED,CLOTHING_EXPOSURE,CORE,学校制服という衣服から探す入口が自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
602,1805,tiger_ii,YES,ドイツの重戦車ティーガーII,MIXED,TOOL_OBJECT,CORE,特定車種だが車両・兵器という物体から探す入口が有用,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
603,1808,nintendo_switch_pro_controller,YES,Nintendo Switch Proコントローラー,MIXED,TOOL_OBJECT,CORE,ゲーム用コントローラーという物体から探す入口が有用,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
604,1811,internet_cafe,YES,インターネットカフェ,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,店舗・室内環境として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
605,1814,zastava_m21,YES,ザスタバM21小銃,MIXED,TOOL_OBJECT,CORE,特定型式の銃器として探す入口が有用,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
606,1817,fat,YES,太った・体脂肪の多い体型,BROWSE_WORTHY,BODY_SITE,CORE,身体の体型特徴から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
607,1820,wii,YES,任天堂の家庭用ゲーム機Wii,MIXED,TOOL_OBJECT,CORE,ゲーム機という物体から探す入口が有用,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
608,1823,vehicle_name,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
609,1826,pimple,YES,皮膚にできたニキビ・吹き出物,BROWSE_WORTHY,BODY_SITE,CORE,身体表面の特徴から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
610,1829,breastfeeding,YES,乳房から乳を与えて授乳する行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,授乳という身体接触行為から探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]","[""BREAST_NIPPLE""]","[""REPRO_PREGNANCY_LACTATION""]",NO,,CHECKED,[],
611,1832,maxim_tomato,YES,『星のカービィ』の回復アイテム「マキシムトマト」,MIXED,TOOL_OBJECT,CORE,食べ物型のゲーム内アイテムとして探す入口が有用,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
612,1835,photo_inset,YES,画像内に別の写真を小窓・挿入枠として配置した構成,BROWSE_WORTHY,COMPOSITION_CAMERA,CORE,写真の挿入配置という画面構成から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
613,1838,fake_phone_screenshot,YES,スマートフォン画面のスクリーンショット風に作られた画像,BROWSE_WORTHY,COMPOSITION_CAMERA,CORE,画面表示を模した構成・加工から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
614,1841,azure_(armor),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
615,1844,east-west_crossover,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
616,1847,bolt_action,YES,ボルトを手動操作して装填・排莢する銃器機構,BROWSE_WORTHY,TOOL_OBJECT,CORE,銃器の機構・武器要素として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
617,1850,urine_play,YES,尿を用いた性的なプレイ,BROWSE_WORTHY,FLUID_EXCRETION,CORE,尿という排泄物を中心に探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
618,1853,contract,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
619,1856,ancient_dragon_(elden_ring),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
620,1859,raw_egg,YES,生卵,BROWSE_WORTHY,TOOL_OBJECT,CORE,食材・食べ物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
621,1862,skin_fangs,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
622,1865,broom_guitar,YES,ほうきをギターのように構えて演奏を真似る行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,物を楽器に見立てて扱う動作から探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
623,1868,wolf_paws,YES,狼のような足先・肉球を持つ獣の肢,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,人外・獣性の身体特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
624,1871,type_99_cannon,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
625,1874,beach,YES,砂浜・海辺,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,場所・背景として海辺から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
626,1877,ass_worship,YES,動作・接触に関するタグ,BROWSE_WORTHY,ACTION_CONTACT,CORE,動作・接触として探すのが自然,BODY_SITE,SUPPORTING,身体部位・身体特徴として探すのが自然,,,,"[""ACTION_CONTACT/INTIMATE""]","[""BUTTOCK_ANAL""]",[],NO,,CHECKED,[],
627,1880,trinity_general_school_sportswear,YES,衣服・装身具・露出状態に関するタグ,MIXED,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
628,1883,strawberry_print,YES,色・模様・形状に関するタグ,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,色・模様・形状として独立に探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
629,1886,splattershot_jr._(splatoon),YES,物体・道具・小物に関するタグ,MIXED,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
630,1889,mihoshi_academy_school_uniform,YES,衣服・装身具・露出状態に関するタグ,MIXED,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
631,1892,front_and_back,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
632,1895,f-lags_(idolmaster),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
633,1898,cum_in_gloves,YES,液体・分泌・排泄表現に関するタグ,BROWSE_WORTHY,FLUID_EXCRETION,CORE,液体・分泌・排泄表現として探すのが自然,TOOL_OBJECT,SUPPORTING,物体・道具・小物として探すのが自然,,,,[],[],[],NO,,CHECKED,[],
634,1901,flandre_scarlet_(cosplay),YES,衣服・装身具・露出状態に関するタグ,MIXED,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
635,1904,sword_to_throat,YES,動作・接触に関するタグ,BROWSE_WORTHY,ACTION_CONTACT,CORE,動作・接触として探すのが自然,TOOL_OBJECT,SUPPORTING,物体・道具・小物として探すのが自然,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
636,1907,cooperative_testicle_sucking,YES,動作・接触に関するタグ,BROWSE_WORTHY,ACTION_CONTACT,CORE,動作・接触として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE"",""ACTION_CONTACT/INTERACTION""]","[""MALE_GENITAL"",""MOUTH_ORAL""]",[],NO,,CHECKED,[],
637,1910,fourze_driver,YES,物体・道具・小物に関するタグ,MIXED,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
638,1913,shake_shake_fries,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
639,1916,vine_on_leg,YES,生物・植物に関するタグ,BROWSE_WORTHY,LIVING,CORE,生物・植物として探すのが自然,ACTION_CONTACT,SUPPORTING,動作・接触として探すのが自然,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
640,1919,madeleine,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
641,1922,nissin_cup_noodle,YES,物体・道具・小物に関するタグ,MIXED,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
642,1925,chesto_(phrase),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
643,1928,french_cruller,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
644,1931,border_collie,YES,生物・植物に関するタグ,BROWSE_WORTHY,LIVING,CORE,生物・植物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
645,1934,chili_pepper,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,LIVING,SUPPORTING,生物・植物として探すのが自然,,,,"[""OBJECT_PROP/FOOD"",""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
646,1937,crotch_focus,YES,構図・カメラ表現に関するタグ,BROWSE_WORTHY,COMPOSITION_CAMERA,CORE,構図・カメラ表現として探すのが自然,BODY_SITE,SUPPORTING,身体部位・身体特徴として探すのが自然,,,,[],[],[],NO,,CHECKED,[],
647,1940,dual_drum_magazine,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
648,1943,dogfight,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
649,1946,unworn_ribbon,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
650,1949,sitting_on_branch,YES,姿勢・位置関係に関するタグ,BROWSE_WORTHY,POSE_POSITION,CORE,姿勢・位置関係として探すのが自然,LIVING,SUPPORTING,生物・植物として探すのが自然,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,RESEARCHED,"[""https://safebooru.donmai.us/wiki_pages/sitting_in_tree""]",
651,1952,rimming,YES,動作・接触に関するタグ,BROWSE_WORTHY,ACTION_CONTACT,CORE,動作・接触として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""MOUTH_ORAL"",""BUTTOCK_ANAL""]",[],NO,,CHECKED,[],
652,1955,bouquet,YES,生物・植物に関するタグ,BROWSE_WORTHY,LIVING,CORE,生物・植物として探すのが自然,TOOL_OBJECT,SUPPORTING,物体・道具・小物として探すのが自然,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
653,1958,mercedes-benz_amg_gt,YES,物体・道具・小物に関するタグ,MIXED,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
654,1961,knights_of_the_round_uniform,YES,衣服・装身具・露出状態に関するタグ,MIXED,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
655,1964,hole_in_head,YES,身体部位・身体特徴に関するタグ,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・身体特徴として探すのが自然,,,,,,,[],[],"[""INJURY_R18G""]",NO,,CHECKED,[],
656,1967,ryegrass_for_haru_urara,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
657,1970,pirate_ship,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
658,1973,pink_tattoo,YES,身体部位・身体特徴に関するタグ,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・身体特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
659,1976,checkered_flag,YES,文字・記号・レイアウトに関するタグ,BROWSE_WORTHY,TEXT_SYMBOL,CORE,文字・記号・レイアウトとして探すのが自然,TOOL_OBJECT,SUPPORTING,物体・道具・小物として探すのが自然,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
660,1979,cum_bath,YES,液体・分泌・排泄表現に関するタグ,BROWSE_WORTHY,FLUID_EXCRETION,CORE,液体・分泌・排泄表現として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
661,1982,blue_bikini,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
662,1985,carry_me,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
663,1988,disembodied_penis,YES,身体部位・身体特徴に関するタグ,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・身体特徴として探すのが自然,NONHUMAN_TRANSFORM,SUPPORTING,非人間的特徴・変身要素として探すのが自然,,,,[],"[""MALE_GENITAL""]",[],NO,,CHECKED,[],
664,1991,episode_number,YES,文字・記号・レイアウトに関するタグ,BROWSE_WORTHY,TEXT_SYMBOL,CORE,文字・記号・レイアウトとして探すのが自然,,,,,,,"[""TEXT_SYMBOL/TEXT""]",[],[],NO,,CHECKED,[],
665,1994,stuffed_toy,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
666,1997,nijigasaki_track_jacket,YES,衣服・装身具・露出状態に関するタグ,MIXED,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
667,2000,stuffed_chicken,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
668,2003,nissan_silvia_s14,YES,物体・道具・小物に関するタグ,MIXED,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
669,2006,philippines,YES,検索向けタグとして確認,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
670,2009,spiked_collar,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
671,2012,rigby_the_cat_(meme),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
672,2015,stuffed_fish,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
673,2018,noel_vermillion_(cosplay),YES,衣服・装身具・露出状態に関するタグ,MIXED,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
674,2021,hoshi_no_tsue,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
675,2024,tribal_tattoo,YES,身体部位・身体特徴に関するタグ,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・身体特徴として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,色・模様・形状として独立に探すのが自然,,,,[],[],[],NO,,CHECKED,[],
676,2027,looking_at_self,YES,表情・視線に関するタグ,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,表情・視線として探すのが自然,,,,,,,"[""GAZE_ORIENTATION/SELF""]",[],[],NO,,CHECKED,[],
677,2030,escape_ad,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
678,2033,rubber_duck_hair_ornament,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
