canonical_tag,v2_home,v2_resolution_route,authority_scope,authority_type,source_provenance,evidence_url,evidence_claim,family,base_character,pre_repair_rejection_reason,primary_migration_loss_reason,repair_status,current_v3_rejection_reason,difference_class,v3_home,evidence_path
julia_(the_coffin_of_andy_and_leyley),the_coffin_of_andy_and_leyley,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,the_coffin_of_andy_and_leyley,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,the_coffin_of_andy_and_leyley,"[{""home"":""the_coffin_of_andy_and_leyley"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-fff33957269d1dbb3be500f9"",""ev3-7873bc36dd4ebb2e1a1f70e9""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""julia_(the_coffin_of_andy_and_leyley)"",""object_key"":""the_coffin_of_andy_and_leyley"",""evidence_id"":""ev3-fff33957269d1dbb3be500f9""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""the_coffin_of_andy_and_leyley"",""object_key"":""the_coffin_of_andy_and_leyley"",""evidence_id"":""ev3-7873bc36dd4ebb2e1a1f70e9""}]}]"
juliana_(pokemon),pokemon,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,pokemon,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,pokemon,"[{""home"":""pokemon"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-0fff1bff89400064111fc22f"",""ev3-2f4019a15e26846d874d27ae""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""juliana_(pokemon)"",""object_key"":""pokemon"",""evidence_id"":""ev3-0fff1bff89400064111fc22f""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""pokemon"",""object_key"":""pokemon"",""evidence_id"":""ev3-2f4019a15e26846d874d27ae""}]}]"
julius_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,fire_emblem,"[{""home"":""fire_emblem"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-a4113ed5a1bc6b20181c3289"",""ev3-c6c2da53f5e916b25e5824a5""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""julius_(fire_emblem)"",""object_key"":""fire_emblem"",""evidence_id"":""ev3-a4113ed5a1bc6b20181c3289""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""fire_emblem"",""object_key"":""fire_emblem"",""evidence_id"":""ev3-c6c2da53f5e916b25e5824a5""}]}]"
july_(darker_than_black),darker_than_black,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,darker_than_black,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,darker_than_black,"[{""home"":""darker_than_black"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-3c7b2fdc3407047b35f1f2c0"",""ev3-7e73644ce20e82a55747f4f7""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""july_(darker_than_black)"",""object_key"":""darker_than_black"",""evidence_id"":""ev3-3c7b2fdc3407047b35f1f2c0""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""darker_than_black"",""object_key"":""darker_than_black"",""evidence_id"":""ev3-7e73644ce20e82a55747f4f7""}]}]"
jumbo_(yotsubato!),yotsubato!,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,yotsubato!,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,yotsubato!,"[{""home"":""yotsubato!"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-75dd74d277e9059dd526dc5f"",""ev3-84af2690a6d7c0d5e0580627""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""jumbo_(yotsubato!)"",""object_key"":""yotsubato!"",""evidence_id"":""ev3-75dd74d277e9059dd526dc5f""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""yotsubato!"",""object_key"":""yotsubato!"",""evidence_id"":""ev3-84af2690a6d7c0d5e0580627""}]}]"
jun'iku_(koihime_musou),koihime_musou,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,koihime_musou,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,koihime_musou,"[{""home"":""koihime_musou"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-a579ab73844845b4049b24fa"",""ev3-cfbf9c9f90b0cfec2fdc2890""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""jun'iku_(koihime_musou)"",""object_key"":""koihime_musou"",""evidence_id"":""ev3-a579ab73844845b4049b24fa""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""koihime_musou"",""object_key"":""koihime_musou"",""evidence_id"":""ev3-cfbf9c9f90b0cfec2fdc2890""}]}]"
jun_(arknights),arknights,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,arknights,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,arknights,"[{""home"":""arknights"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-43761794c1f5a4159d83e626"",""ev3-2f3eba53f3683b07f640d3e4""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""jun_(arknights)"",""object_key"":""arknights"",""evidence_id"":""ev3-43761794c1f5a4159d83e626""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""arknights"",""object_key"":""arknights"",""evidence_id"":""ev3-2f3eba53f3683b07f640d3e4""}]}]"
jun_(princess_connect!),princess_connect!,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,princess_connect!,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,princess_connect!,"[{""home"":""princess_connect!"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-17205cc78e77238136412228"",""ev3-57b964f845f285c0a1b4252b""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""jun_(princess_connect!)"",""object_key"":""princess_connect!"",""evidence_id"":""ev3-17205cc78e77238136412228""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""princess_connect!"",""object_key"":""princess_connect!"",""evidence_id"":""ev3-57b964f845f285c0a1b4252b""}]}]"
junah_(metaphor:_refantazio),metaphor:_refantazio,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,metaphor:_refantazio,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,metaphor:_refantazio,"[{""home"":""metaphor:_refantazio"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-ca0202253233ed63bc11af24"",""ev3-5944f6bec084f292b715c96c""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""junah_(metaphor:_refantazio)"",""object_key"":""metaphor:_refantazio"",""evidence_id"":""ev3-ca0202253233ed63bc11af24""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""metaphor:_refantazio"",""object_key"":""metaphor:_refantazio"",""evidence_id"":""ev3-5944f6bec084f292b715c96c""}]}]"
juneau_(azur_lane),azur_lane,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,azur_lane,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,azur_lane,"[{""home"":""azur_lane"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-19af9b48387f8c29732e598c"",""ev3-e1e539e304b89721cf84d557""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""juneau_(azur_lane)"",""object_key"":""azur_lane"",""evidence_id"":""ev3-19af9b48387f8c29732e598c""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""azur_lane"",""object_key"":""azur_lane"",""evidence_id"":""ev3-e1e539e304b89721cf84d557""}]}]"
jungle_cat_(kemono_friends),kemono_friends,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://kemono-friends.jp/,Reviewed reusable qualifier-family authority,kemono_friends,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,kemono_friends,"[{""home"":""kemono_friends"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-fddddfc4c1dee0d27a11b37e"",""ev3-4911768f434027147c9ca2a9""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""jungle_cat_(kemono_friends)"",""object_key"":""kemono_friends"",""evidence_id"":""ev3-fddddfc4c1dee0d27a11b37e""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""kemono_friends"",""object_key"":""kemono_friends"",""evidence_id"":""ev3-4911768f434027147c9ca2a9""}]}]"
jungle_crow_(kemono_friends),kemono_friends,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://kemono-friends.jp/,Reviewed reusable qualifier-family authority,kemono_friends,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,kemono_friends,"[{""home"":""kemono_friends"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-1c00c6f02cf02f2348ebca82"",""ev3-4911768f434027147c9ca2a9""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""jungle_crow_(kemono_friends)"",""object_key"":""kemono_friends"",""evidence_id"":""ev3-1c00c6f02cf02f2348ebca82""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""kemono_friends"",""object_key"":""kemono_friends"",""evidence_id"":""ev3-4911768f434027147c9ca2a9""}]}]"
jungle_pocket_(umamusume),umamusume,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,umamusume,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,umamusume,"[{""home"":""umamusume"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-9c4a9d4a258381aaef5dff46"",""ev3-8b9ad4732d6543192a33f3da""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""jungle_pocket_(umamusume)"",""object_key"":""umamusume"",""evidence_id"":""ev3-9c4a9d4a258381aaef5dff46""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""umamusume"",""object_key"":""umamusume"",""evidence_id"":""ev3-8b9ad4732d6543192a33f3da""}]}]"
juni_(street_fighter),street_fighter,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://www.streetfighter.com/6/ja-jp/character,Reviewed reusable qualifier-family authority,street_fighter,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,street_fighter,"[{""home"":""street_fighter"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-bb5359916bd1f404182cbcc8"",""ev3-2c90b705bd98d3b4624770c4""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""juni_(street_fighter)"",""object_key"":""street_fighter"",""evidence_id"":""ev3-bb5359916bd1f404182cbcc8""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""street_fighter"",""object_key"":""street_fighter"",""evidence_id"":""ev3-2c90b705bd98d3b4624770c4""}]}]"
junker_queen_(overwatch),overwatch,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://overwatch.blizzard.com/ja-jp/heroes/,Reviewed reusable qualifier-family authority,overwatch,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,overwatch,"[{""home"":""overwatch"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-8781f3d6d074b00f2f92aef9"",""ev3-58b4c9c7c9a8d7e606360720""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""junker_queen_(overwatch)"",""object_key"":""overwatch"",""evidence_id"":""ev3-8781f3d6d074b00f2f92aef9""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""overwatch"",""object_key"":""overwatch"",""evidence_id"":""ev3-58b4c9c7c9a8d7e606360720""}]}]"
junko_(blue_archive),blue_archive,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,blue_archive,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,blue_archive,"[{""home"":""blue_archive"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-431b2ff11fe32d4c2e7fe2d5"",""ev3-1f7dc210668ab84307909189""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""junko_(blue_archive)"",""object_key"":""blue_archive"",""evidence_id"":""ev3-431b2ff11fe32d4c2e7fe2d5""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""blue_archive"",""object_key"":""blue_archive"",""evidence_id"":""ev3-1f7dc210668ab84307909189""}]}]"
junko_(touhou),touhou,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,touhou,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,touhou,"[{""home"":""touhou"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-1d48a175ad7ecd2eee90b40c"",""ev3-38177f0db65471dd9bb8cbfa""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""junko_(touhou)"",""object_key"":""touhou"",""evidence_id"":""ev3-1d48a175ad7ecd2eee90b40c""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""touhou"",""object_key"":""touhou"",""evidence_id"":""ev3-38177f0db65471dd9bb8cbfa""}]}]"
junkrat_(overwatch),overwatch,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://overwatch.blizzard.com/ja-jp/heroes/,Reviewed reusable qualifier-family authority,overwatch,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,overwatch,"[{""home"":""overwatch"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-8d2863ce686dd4ebf2b036a1"",""ev3-58b4c9c7c9a8d7e606360720""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""junkrat_(overwatch)"",""object_key"":""overwatch"",""evidence_id"":""ev3-8d2863ce686dd4ebf2b036a1""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""overwatch"",""object_key"":""overwatch"",""evidence_id"":""ev3-58b4c9c7c9a8d7e606360720""}]}]"
juno_(azur_lane),azur_lane,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,azur_lane,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,azur_lane,"[{""home"":""azur_lane"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-cd77078b3edd0c38d2d4611f"",""ev3-e1e539e304b89721cf84d557""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""juno_(azur_lane)"",""object_key"":""azur_lane"",""evidence_id"":""ev3-cd77078b3edd0c38d2d4611f""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""azur_lane"",""object_key"":""azur_lane"",""evidence_id"":""ev3-e1e539e304b89721cf84d557""}]}]"
juno_(beastars),beastars,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,beastars,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,beastars,"[{""home"":""beastars"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-1dc3801f424f334dd1609617"",""ev3-24217487449ab5a4c1851275""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""juno_(beastars)"",""object_key"":""beastars"",""evidence_id"":""ev3-1dc3801f424f334dd1609617""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""beastars"",""object_key"":""beastars"",""evidence_id"":""ev3-24217487449ab5a4c1851275""}]}]"
juno_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,fire_emblem,"[{""home"":""fire_emblem"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-6eb03933b4a42ce298e6b74f"",""ev3-c6c2da53f5e916b25e5824a5""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""juno_(fire_emblem)"",""object_key"":""fire_emblem"",""evidence_id"":""ev3-6eb03933b4a42ce298e6b74f""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""fire_emblem"",""object_key"":""fire_emblem"",""evidence_id"":""ev3-c6c2da53f5e916b25e5824a5""}]}]"
juno_(overwatch),overwatch,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://overwatch.blizzard.com/ja-jp/heroes/,Reviewed reusable qualifier-family authority,overwatch,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,overwatch,"[{""home"":""overwatch"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-9f2fbc8800e843d8116ba41a"",""ev3-58b4c9c7c9a8d7e606360720""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""juno_(overwatch)"",""object_key"":""overwatch"",""evidence_id"":""ev3-9f2fbc8800e843d8116ba41a""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""overwatch"",""object_key"":""overwatch"",""evidence_id"":""ev3-58b4c9c7c9a8d7e606360720""}]}]"
junon_(pripara),pripara,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,pripara,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,pripara,"[{""home"":""pripara"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-e29e2b496afef885f99beeb0"",""ev3-3da673932bf3b0df496d4ea9""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""junon_(pripara)"",""object_key"":""pripara"",""evidence_id"":""ev3-e29e2b496afef885f99beeb0""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""pripara"",""object_key"":""pripara"",""evidence_id"":""ev3-3da673932bf3b0df496d4ea9""}]}]"
junpei_(kyokugen_dasshutsu),kyokugen_dasshutsu,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,kyokugen_dasshutsu,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,kyokugen_dasshutsu,"[{""home"":""kyokugen_dasshutsu"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-682d130b233a2a5ff75b2ef2"",""ev3-b022a49bf2783e392b24eacd""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""junpei_(kyokugen_dasshutsu)"",""object_key"":""kyokugen_dasshutsu"",""evidence_id"":""ev3-682d130b233a2a5ff75b2ef2""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""kyokugen_dasshutsu"",""object_key"":""kyokugen_dasshutsu"",""evidence_id"":""ev3-b022a49bf2783e392b24eacd""}]}]"
