unit_id,member_ids_sha256,classification,examined_paths,candidate_roots,rejection_reason,terminal_reason
ru3-cfeaa97d658aa841d552,dfdb31ad55969521f5eef46ff73436bdb6f041163e8e32c965ac4fb8a251e5e8,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rilakkuma_(series)""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-09df7330284c3fe209c3,461e7253340bee98d20b67d6ae4791abb33a55a3bfab8375afc16571ad4a02df,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rinne_no_lagrange""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-a8b403ddd0c56e2db195,bf3ca4404eb28aa47535c7dc198f0c0fe06f2744d284e8e01b0d158684cb19ae,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""riot_music""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-0f83d01b28f974ee002d,21c8db3a1452fbdb938c7d62652b755e12e8bdc44bef4fdfa63486e5880f0111,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""robotics;notes""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-37f29495d19a119783d9,d9722603af10df531d27351d01b041fb1c177fc32a26e2d5a934a967a8256152,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rock_wa_lady_no_tashinami_deshite""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-726b5fa42b22ed11104b,f5c8cd5f89f800eaf5c9ca4c5a12cbea4e9725f963319277358c1cdea431df14,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rokka_no_yuusha""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-47e50a0b6e38d613fe68,49a88376175ad1db7bf65d7fb374ef95a755cfa3e812b0a2098f14883085c836,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rokudenashi_majutsu_koushi_to_akashic_record""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-5531f818851de33a69d9,8a03eae34756ae97cb81909efe54e66c790ec7cc8d2fe7efb9a31987920fffde,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""romeo_and_juliet""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-d5f348707826d7411558,6c97617728173932799354e0ea0a47f547116d7a4e9305fada0bcb29d843a8ae,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rosario+vampire""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-e6ee788164b8d9acee93,c861916e5453ebfd7692cf5dbfeba3a3f8b92997440f0f96832b63debc33751a,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""roshutsu-kei_mahou_shoujo""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-c12ddb103350433f17c8,095bc10ef2e3fbea24a019d18a588299275d1635e4bb60e25d9c44240aac6703,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""roskomnadzor""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-5e7273cf139f66149756,9778b32f813984f1e91bda7f4dfe19cf9dcff9bec1338d39d54e5adfbf3f3c3d,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rou-kyuu-bu!""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-42a4c5c63913eba96cec,6abcf5b0473493c1d328a7a7d485ca55050279f337823b3997067ba874a3a160,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rozen_maiden""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-1554f944e2222981f82b,a891b66fd5b7c85b3b308dd034a04ac25c7929d2599eea5b6c201f89344cd856,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rta_in_japan""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-9081ace6f8960babfbc9,89d4a072ab3448e80ea561e46b97270587808d740602745d3bf5fae4ed7eeb03,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rumble_roses""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-ce4d5926b873dcebc280,ce5eec61a484acfd232600aaa916fdec4abb8161e5cd10086be02d6e460e52b0,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rune_factory""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-9cad64fd33d3e58edb89,662e5d32dced10acf1899645de8d03e77d7b26920980796210935c6ddeed33e3,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ruri_no_houseki""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-e04c5bfb4b9ceb543d4f,827beec579b3fe8ce775bb97f535929cdb64d729c3a71aa187cfdef14eedef1e,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ruridragon""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-79ff9f7485b22622104d,38f66d183ab4976e73cbc091200ebf17a42739112616bfe95242fb3661498ef9,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rurouni_kenshin""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-529d46d09b59e8d48c1d,d0226a1b5191adf1e362e8b30b3579f579389bdaf4191da42f8fdd537bf50715,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""rwby""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-841cc8a497f5ec5f5e8b,8446c48de4c06a10d069ea2e416f75aa15de5ba0ffe4032bb48f54d4b73dc039,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ryoujoku_gakuen""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-2115efee5bb960d51e15,971fe1202ed28c19228c7a96d7b7f4aa69b8dcbbff2cc6bdb74a7c996133eb81,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ryoushin_no_shakkin""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-29279a75f9a5c3860011,e2120458d384f402c14868a52e4b3b1484e5c6467baa0d27d5060720c8db43fc,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ryuu_ga_gotoku_(series)""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-69048ad62c0648f921eb,0258fc796735480f157acda4cd11806f4b3331903fe6f82c4680d9c5d14442dc,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ryuuko_no_ken""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-aec0b2b42640621211ea,6d68c5d33aae95a42fd8ae34db40a557a15847fca9fe99b5224a54d7ed5977cb,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ryuuou_no_oshigoto!""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-b9452c68ec8839a2b743,052c5f3bc018f4d22d0d350d0b28cb3bc428767d4ec9267619a436cfa7556588,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saber_marionette_j""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-0bf1f6a8bfbdac18ce9d,d005db6fd9ae3a428994e9e921189d008ce427a1c69eb1d436994f46909cb094,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sabrina_to_muryoku_na_tamashii""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-127c428bbadf64a41340,35df5b9ddeb41fe1e232369fe63e42aad8dc701362fc66121c6f7fbdbdc497a4,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sachiiro_hanamizuki""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-f95cd6084ad5dc330cf3,ffaf0b49da778ac244064866c3278bb01ed0175295d988e505806a4c2585c1b3,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saenai_heroine_no_sodatekata""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-ec3b8f3fb3fce06e9b8b,60281f5d76b477cfcd3acbdf152bc34f6d057a493933a23ae39a54cd15102340,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saga""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-6394f4c159f620ce196a,bd06f2bab046c3b205b063ba0a523f1610c103584482a4069016441c7c95ee8e,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sagara-san'chi_no_etsuraku_life""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-39a322d94d5ec8ad433a,87e1e8365010ee5245afa7db7ab5f512eceb677de3e91718038acc855b7e06d3,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saibou_shinkyoku""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-e538f4976c4f5572b086,07ac4933dc4dd116924a940f4327d20bb990fae77f1a2132af1921f0496e486e,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saigo_ni_hitotsu_dake_onegai_shite_mo_yoroshii_deshou_ka""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-10edd5ae34a0fe4d7286,40688f2b24ebfc9f57e343ee90bbc5ec61ae383c78fff094b42afe0642d41cb4,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saihate_eki""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-3f9d362b10c5cca7acfe,0bdc0ee60c7a559183060c63c3bebff15a75a041991b7b13fff786baa19b715d,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saiki_kusuo_no_psi_nan""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-d4736392c7542d924abb,f1d9c55812e778bfcdd23a8e83cca65d2466dfcbbbb02a9c692d7f4685139413,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saikyou_tenshi_to_baito_senshi""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-c755f0ad678febe43d1d,bbf18ebe572921ff2a44edb1b2aef3dd82782aa27488698e22d135c6e54823c8,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sailor_element""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-5994851304db1908eaf1,9b423250273c1c31db17c3717729ab61d224771675f937202b451ee58a883dbb,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saint_october""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-f47beb4034a93dce39f0,77b697c4546f6df9c117f8f83a5ca23c5631734181778bc3a7c33a77ae2b9a4e,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saint_seiya""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-85fe121a8bb3e6f6e053,548ad67f70d2c0d851c35ac55d64fcde798d2142baff987f94daaf185984e15c,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saishuu_chikan_densha""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-5904852727ae9263bb8b,56dadd9dd58a1749950b132645bcc14bab717e860ce326059e0c9efd3b556073,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sakamichi_no_apollon""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-dda5e51472a6a7b03a0d,e84301a826a33b3ce53cdf1943b66fd970cc04992d13b9190de96f8cb8c8d7e9,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sakamoto_days""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-e3e4c0cde646f2dd728e,87199333e12a798bbf7d43ba38767801877b915027dd23e9da675bb94fc3ff6c,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""saki_(manga)""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-cd1d067b7582faff28a2,56c65f16fa81a129bd6497d1f2c8e47417ed46a52798a39be447a0a61de9e03b,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sakigake!!_cromartie_koukou""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-026520f476e4d7999816,302e488198183887d47ee726c3629d4ee70d9e95cee38fe0c2e3368360f5a23d,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sakura-sou_no_pet_na_kanojo""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-97e265e7e81e9ee68ccd,14fe45b8a07bdec6a292cb3a15ff814ed88c188a5927428801a97856d55dfbe7,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sakura_musubi""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-baedbb158774bc46c5d7,1e25bfe6810c9c6dcabb4b86610e26b63a11cd1c804b0492c63b7efdaaa31463,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sakura_no_sekai""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-0b605228a0ccf1cfe607,cf0b17b6ab661db3ab5e5fc7377e46bf4725a45686ef2664b5b9361ad8fe7566,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sakura_no_uta""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-b062bb19cb2a9af4b7c8,e8b017d058f389193ea1dc0320a411ac2c5f7cc97894bd1a0f91769e58884dd1,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sakura_quest""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-c6a91666b8fe0470cb91,105e673cd6a129de7660c202036c904503d565592847e45872d9ba8a15f3f968,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sakura_taisen""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-891a54a144832cf5cded,ec469ba6e4659e937e80ec64cf15586b598db5167b5b1c51a34289abcb81ea87,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sakura_trick""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-318797d6cd88fc380b17,34af96141f6d6d08177147a90b8b26bb0a08776b04646f2d78c1f0c50819a62b,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""samsung""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-2ea723b393a6a1a60f40,e77a4706429cb2105a5428fb02a80cca8082ca9d112c70d4b7b3413e4809235c,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""samurai_champloo""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-8b7881aa356a6a406e4f,869e7702534677449d6e92e6b0b43f51fb49547d58f7e15d56258945a01fa72c,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""samurai_spirits""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-1dd5452a3b6c14cf56e1,ed0b06aecb863f020a121c1403f598e844740636496ff38857b4f08af80628f4,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""san-x""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-15408b4d6b87b66a1bda,6587df54d2e6653588ceef3999d4e07366949c60647e15ad6b661f6f8ec33b7a,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sana_channel""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-67ed9026793d94e78a92,11322968c47a98cec2d53d6a1c5a3ef2a94b08e35e5d31ba31ac056bf47ae87b,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sangatsu_no_lion""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-77dd5a8f9e4f45ff4dfb,55b36e2f8a459b72103cabf3b1ccc1b79d81d94a2862f449b2a3ded9af29a189,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sangokushi_taisen""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-e3ad7b1676a6f8775538,3032384920ae172e91c4fc3fac6fab5eb11ee979986f4ce8f7974bf89be1055a,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sankarea""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-7b6b48ed2b06e417b85c,59db3670a8b846317c2bbf96f614aae6a73e39e13fc6cbf93be60d264180a3cb,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""sankyuu_pitch""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
