proposed_special_id,canonical_tag,post_count,proposed_layer,canonical_aliases,concept_area,nearest_existing_special,issue94_reason,kind_id,body_site_ids,theme_ids,display_ja,search_ja,browse_status,duplicate_guard,validation_status,source_issue94_commit,source_candidate_blob,notes
2922,removing_bra_under_shirt,256,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,bra (SpecialID 2081; score=0.500),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2923,blood_on_shoulder,249,Extended,,SPECIAL_R18G_BODY_STATE,penis on shoulder (SpecialID 1011; score=0.651),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2924,public_urination,244,Extended,,GENERAL_OTHER,urination (SpecialID 1993; score=0.774),specific excretion + public-scene relation distinct from generic urination,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2925,spread_eagle_position,236,Extended,,SPECIAL_NAMED_POSE,spread vagina (SpecialID 1301; score=0.516),specific pose identity useful for deep pose/BDSM discovery,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2926,hands_on_own_crotch,232,Extended,,SPECIAL_BODY_RELATION_STATE,crotch (SpecialID 2361; score=0.616),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2927,biting_breast,231,Extended,breast_biting|boob_chomp,SPECIAL_BODY_RELATION_STATE,breast (SpecialID 2632; score=0.734),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2928,male_pregnancy,225,Extended,pregnant_man|mpreg|pregnancy_(male),SPECIAL_REPRODUCTION_FLUID,male ryona (SpecialID 1445; score=0.542),specific reproductive identity distinct from generic pregnant; strongly niche/discovery-oriented,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2929,unworn_butt_plug,224,Extended,,SPECIAL_SEX_DEVICE,butt plug (SpecialID 268; score=0.807),specific device-state variant in an already deep Special butt-plug family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2930,pregnancy_halo,223,Extended,fetus_halo,SPECIAL_REPRODUCTION_FLUID,cooperative handjob (SpecialID 17; score=0.191),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2931,imminent_breast_grab,222,Extended,,SPECIAL_BODY_RELATION_STATE,breast grab (SpecialID 2647; score=0.803),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2932,mole_under_breast,220,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,breast (SpecialID 2632; score=0.651),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2933,licking_leg,214,Extended,leg_licking|leg_lick,SPECIAL_BODY_RELATION_STATE,licking nipple (SpecialID 751; score=0.602),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2934,blood_on_stomach,211,Extended,,SPECIAL_R18G_BODY_STATE,vibrator on stomach (SpecialID 1500; score=0.668),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2935,bloomers_around_one_leg,211,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,skirt around one leg (SpecialID 2249; score=0.717),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2936,holding_gag,209,Extended,,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.643),BDSM/restraint/device relation is a deep Special discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2937,underwear_around_one_leg,199,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,skirt around one leg (SpecialID 2249; score=0.710),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2938,breast_sucking_through_clothes,196,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,breast sucking (SpecialID 2026; score=0.736),specific sexual action + clothing barrier relation; breast sucking alone does not cover it,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2939,leash_in_mouth,189,Extended,,GENERAL_OTHER,cumshot in mouth (SpecialID 1606; score=0.663),specific BDSM device/body-site relation distinct from generic leash,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2940,thigh_peek,182,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,thigh sex (SpecialID 60; score=0.573),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2941,wraparound_tape_gag,179,Extended,,SPECIAL_BDSM_RESTRAINT,tape gag (SpecialID 1841; score=0.750),BDSM/restraint/device relation is a deep Special discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2942,pregnancy_mark,172,Extended,,SPECIAL_REPRODUCTION_FLUID,strangle mark (SpecialID 2778; score=0.508),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2943,poking_own_breast,171,Extended,,SPECIAL_BODY_RELATION_STATE,grabbing own breast (SpecialID 2030; score=0.683),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2944,blood_on_back,169,Extended,,SPECIAL_R18G_BODY_STATE,blood (SpecialID 2164; score=0.667),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2945,sports_bra_peek,167,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,bra peek (SpecialID 2522; score=0.796),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2946,licking_thigh,163,Extended,thigh_licking,SPECIAL_BODY_RELATION_STATE,licking foot (SpecialID 46; score=0.566),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2947,scar_on_ass,155,Extended,,SPECIAL_INTIMATE_ADORNMENT_STATE,cum on ass (SpecialID 347; score=0.676),site-specific intimate mark/adornment is more specialized than ordinary General appearance,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2948,licking_ass,151,Extended,,SPECIAL_BODY_RELATION_STATE,ass (SpecialID 2359; score=0.643),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2949,blood_from_neck,144,Extended,,SPECIAL_R18G_BODY_STATE,blood from vagina (SpecialID 1174; score=0.671),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2950,wings_through_clothes,141,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,cunnilingus through clothes (SpecialID 843; score=0.708),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2951,gag_chinstrap,139,Extended,gag_chin_strap,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.619),BDSM/restraint/device relation is a deep Special discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2952,after_birth,130,Extended,,SPECIAL_REPRODUCTION_FLUID,after urethral (SpecialID 216; score=0.566),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2953,cumdrip_through_panties,128,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,fingering through panties (SpecialID 176; score=0.671),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2954,sucking_on_multiple_breasts,126,Extended,,SPECIAL_BODY_RELATION_STATE,sucking breasts (SpecialID 2673; score=0.771),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2955,implied_breast_milk,116,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,breast (SpecialID 2632; score=0.633),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2956,cumdrip_through_clothes,114,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,cum through clothes (SpecialID 382; score=0.740),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2957,bruise_on_ass,107,Extended,,SPECIAL_INTIMATE_ADORNMENT_STATE,penis on ass (SpecialID 692; score=0.657),site-specific intimate mark/adornment is more specialized than ordinary General appearance,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2958,pants_around_thighs,106,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,bound thighs (SpecialID 1907; score=0.544),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2959,mutual_breast_sucking,103,Extended,,SPECIAL_BODY_RELATION_STATE,breast sucking (SpecialID 2026; score=0.843),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2960,heart_butt_plug,102,Extended,,SPECIAL_SEX_DEVICE,butt plug (SpecialID 268; score=0.821),specific device subtype in an already deep Special butt-plug family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2961,ovulation,102,Extended,,SPECIAL_REPRODUCTION_FLUID,fellatio (SpecialID 104; score=0.265),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2962,excessive_lactation,101,Extended,,SPECIAL_REPRODUCTION_FLUID,lactation (SpecialID 2194; score=0.739),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2963,leash_between_breasts,98,Extended,,SPECIAL_BDSM_RESTRAINT,alcohol between breasts (SpecialID 2710; score=0.702),BDSM/restraint/device relation is a deep Special discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2964,biting_ass,97,Extended,ass_biting|ass_bite|assbiting,SPECIAL_BODY_RELATION_STATE,ass (SpecialID 2359; score=0.658),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2965,bikini_top_peek,96,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,untied bikini top (SpecialID 2061; score=0.615),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2966,fake_pregnancy,96,Extended,,SPECIAL_REPRODUCTION_FLUID,fake penis shadow (SpecialID 1117; score=0.486),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2967,multiple_pregnancy,92,Extended,,SPECIAL_REPRODUCTION_FLUID,multiple tentacles (SpecialID 1856; score=0.567),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2968,tattoo_between_breasts,92,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,alcohol between breasts (SpecialID 2710; score=0.713),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2969,implied_lactation,91,Extended,,SPECIAL_REPRODUCTION_FLUID,lactation (SpecialID 2194; score=0.762),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2970,head_between_legs,89,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,between testicles (SpecialID 1108; score=0.516),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2971,holding_own_leg_back,80,Extended,,SPECIAL_BODY_RELATION_STATE,holding tentacle (SpecialID 1868; score=0.490),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2972,holding_another's_legs_back,69,Extended,,SPECIAL_BODY_RELATION_STATE,grabbing another's penis (SpecialID 687; score=0.514),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2973,v_over_crotch,69,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,crotch (SpecialID 2361; score=0.701),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2974,touching_another's_crotch,68,Extended,,SPECIAL_BODY_RELATION_STATE,touching another's chastity cage (SpecialID 1194; score=0.710),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2975,implied_male_pregnancy,65,Extended,,SPECIAL_REPRODUCTION_FLUID,implied erection (SpecialID 2751; score=0.509),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2976,framed_crotch,64,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,crotch (SpecialID 2361; score=0.734),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2977,tail_between_breasts,63,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,tentacle between breasts (SpecialID 2459; score=0.722),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2978,holding_butt_plug,62,Extended,,SPECIAL_SEX_DEVICE,butt plug (SpecialID 268; score=0.795),specific device interaction distinct from butt plug identity alone,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2979,swimsuit_around_one_leg,60,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,skirt around one leg (SpecialID 2249; score=0.759),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2980,pantyhose_around_legs,54,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,pantyhose down (SpecialID 2677; score=0.534),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2981,highleg_shorts,52,Extended,,SPECIAL_GARMENT_SUBTYPE,crotchless shorts (SpecialID 2463; score=0.532),named garment subtype/state is harder to discover than an ordinary base garment,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2982,hand_grabbing_both_breasts,50,Extended,,SPECIAL_BODY_RELATION_STATE,grabbing breasts (SpecialID 2649; score=0.793),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2983,muzzle_gag,50,Extended,,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.658),BDSM/restraint/device relation is a deep Special discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
