special_id,special_term_snapshot,review_decision,review_reason_ja,evidence_ref,review_batch_id,note
664,zenra,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
665,nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
666,topless female,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
667,areola slip,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
668,breast slip,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
669,breasts out,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
670,nipple slip,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
671,nip slip,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
672,breast out one,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
673,bare breasts,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
674,exposed breasts,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
675,exposed nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
676,visible nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
677,breeding sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
678,impregnation sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
679,female masturbation,SUPPORT_DEFINED,Stage8C Phase1 Pilot001の限定scopeでsupport relationを定義済み。,STAGE8C_PILOT001_SPECIAL_679,STAGE8C_PHASE1_PILOT001,
680,autocunnilingus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
681,cunnilingus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
682,implied cunnilingus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
683,covered penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
684,erection,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
685,caressing testicles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
686,testicle grab,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
687,grabbing another's penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
688,licking penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
689,kissing penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
690,saliva on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
691,penis on face,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
692,penis on ass,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
693,penis on pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
694,small penis humiliation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
695,penis grab,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
696,licking testicle,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
697,multiple penis fellatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
698,testicle sucking,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
699,male penetrated,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
700,guided pectoral grab,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
701,pecjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
702,pectoral grab,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
703,prostate milking,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
704,autofellatio,SUPPORT_DEFINED,Stage8C Phase1 Pilot001の限定scopeでsupport relationを定義済み。,STAGE8C_PILOT001_SPECIAL_704,STAGE8C_PHASE1_PILOT001,
705,male masturbation,SUPPORT_DEFINED,Stage8C Phase1 Pilot001の限定scopeでsupport relationを定義済み。,STAGE8C_PILOT001_SPECIAL_705,STAGE8C_PHASE1_PILOT001,
706,penis sheath,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
707,bulges touching,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
708,penises touching,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
709,testicles touching,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
710,covering anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
711,futa without pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
712,futanari,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
713,newhalf,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
714,female on futa,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
715,futa on male,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
716,male on futa,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
717,cuntboy with cuntboy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
718,cuntboy with female,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
719,futa with cuntboy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
720,toddlercon,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
721,sexualized,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
722,loli,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
723,used condom on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
724,shota,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
725,covered nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
726,puffy nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
727,nipple stimulation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
728,partially visible vulva,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
729,orgasm,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
730,surrounded by penises,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
731,nipple piercing,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
732,inverted nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
733,onee-shota,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
734,female orgasm,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
735,looking at penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
736,oppai loli,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
737,dark nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
738,animal penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
739,no nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
740,huge nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
741,bandaids on nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
742,no pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
743,gloved handjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
744,nipple rings,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
745,fellatio gesture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
746,nipple bar,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
747,condom on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
748,censored nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
749,onee-loli,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
750,holding sex toy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
751,licking nipple,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
752,horse penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
753,bandaid on pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
754,covering nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
755,penis size difference,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
756,dark anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
757,puckered anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
758,impaled,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
759,imminent fellatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
760,spread pussy under clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
761,colored nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
762,nipple indents,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
763,anal hair,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
764,forced orgasm,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
765,long labia,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
766,dark penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
767,emotionless sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
768,half-spread pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
769,covered testicles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
770,nipple rub,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
771,lipstick mark on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
772,penis over eyes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
773,onii-shota,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
774,mouth insertion,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
775,anal fluid,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
776,nipple jewelry,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
777,dog penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
778,spreading own anus,SUPPORT_DEFINED,Stage8C Phase1 Pilot001の限定scopeでsupport relationを定義済み。,STAGE8C_PILOT001_SPECIAL_778,STAGE8C_PHASE1_PILOT001,
779,tweaking own nipple,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
780,reverse fellatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
781,implied after sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
782,simulated fellatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
783,tucked penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
784,they had lots of sex afterwards (meme),UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
785,dark labia,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
786,small chastity cage,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
787,spreading another's anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
788,penis shadow,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
789,penis to breast,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
790,handjob gesture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
791,mole on pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
792,covered clitoris,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
793,piledriver (sex),UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
794,shared object insertion,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
795,covered anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
796,censored with cum,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
797,hand on own penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
798,penis under another's clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
799,tape on nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
800,sexual coaching,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
801,penis in panties,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
802,blue nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
803,smelling penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
804,nipple-to-nipple,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
805,paizuri invitation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
806,penis on stomach,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
807,cum bubble,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
808,oyakodon (sex),UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
809,implied incest,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
810,flat chastity cage,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
811,unusual insertion,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
812,cleanup fellatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
813,lipstick mark on testicles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
814,precum through clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
815,penis on head,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
816,fingering from behind,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
817,mutual orgasm,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
818,sucking male nipple,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
819,colored pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
820,implied paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
821,small nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
822,onahole handjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
823,penis over one eye,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
824,onahole job,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
825,penetration gesture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
826,milking handjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
827,bouncing penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
828,ofuda on pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
829,chocolate on nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
830,spiked penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
831,ofuda on nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
832,foot pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
833,imminent gangbang,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
834,precum string,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
835,brown egyptian cat-eared loli (trend),UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
836,standing cunnilingus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
837,clitoris ring,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
838,sexual harassment,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
839,presenting own anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
840,reverse nursing fingering,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
841,reverse grip handjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
842,sex toy pull,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
843,cunnilingus through clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
844,panties on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
845,bouncing testicles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
846,purple nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
847,penis ribbon,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
848,between labia,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
849,orgasm denial,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
850,cum in panties,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
851,foreskin pull,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
852,nipple tweak through clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
853,fellatio under mask,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
854,after cunnilingus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
855,colored penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
856,chastity cage emission,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
857,censored anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
858,foreskin insertion,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
859,long nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
860,sex with insects,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
861,implied handjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
862,ageplay,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
863,footjob over clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
864,imminent paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
865,labia piercing,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
866,multiple vaginal,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
867,penis out of frame,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
868,nipple tag,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
869,assisted object insertion,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
870,small testicles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
871,handjob over clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
872,nipple bells,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
873,simulated paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
874,single nipple piercing,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
875,sex ed,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
876,slave gear (tsmg nao!),UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
877,x anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
878,penetration through clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
879,wireless sex toy controller,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
880,penis milking,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
881,reverse paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
882,tube chastity cage,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
883,cunnilingus gesture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
884,pussy sandwich,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
885,sexual exercising,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
886,sagging testicles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
887,intravaginal futanari,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
888,used onahole,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
889,chocolate on pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
890,nipple tassels,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
891,slime sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
892,imminent cunnilingus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
893,nipple press,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
894,standing anilingus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
895,green nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
896,blue pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
897,mutual fingering,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
898,stealth fellatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
899,nipples pressed together,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
900,after handjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
901,biting nipple,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
902,slave brand,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
903,angry sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
904,tail anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
905,cum in footwear,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
906,unwanted creampie,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
907,fuck-me shirt,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
908,standing double penetration,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
909,condom on nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
910,masturbating together,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
911,colored anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
912,veiny testicles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
913,implied after fellatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
914,guy tired after sex (meme),UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
915,nipple stimulation (female on male),UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
916,two-finger handjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
917,pussy jewelry,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
918,group incest,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
919,blue penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
920,male spitroast,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
921,padlocked chastity cage,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
922,spread anus under clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
923,ass-to-ass penetration,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
924,green penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
925,cum in bowl,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
926,assisted fellatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
927,covered fellatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
928,hands on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
929,nub chastity cage,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
930,pussy press,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
931,two-handed masturbation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
932,dildo reveal,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
933,light nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
934,penetrating while penetrated,UNRESOLVED,現support vocabularyではactor/targetの同時二重roleを意味損失なく表現できないため未解決として保持。,STAGE8C_EXIT_PILOT_SPECIAL_934,STAGE8C_EXIT_PILOT_001,0 rows by design; do not map to generic multiple_penetration
935,deformed anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
936,ball insertion,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
937,tribadism through clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
938,masturbating while watching,SUPPORT_DEFINED,Stage8C Phase1 Pilot001の限定scopeでsupport relationを定義済み。,STAGE8C_PILOT001_SPECIAL_938,STAGE8C_PHASE1_PILOT001,
939,bad vulva,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
940,guided footjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
941,imminent irrumatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
942,penis under mask,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
943,imminent vore,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
944,cum on gloves,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
945,brother and sister threesome,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
946,cum on testicles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
947,cum on figure,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
948,no anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
949,revealing chastity cage,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
950,slave crest (shield hero),UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
951,chastity cage strap,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
952,clitoris tweak,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
953,paizuri day,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
954,squirting liquid,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
955,tickling pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
956,implied penetration,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
957,penis and testicles touching,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
958,navel insertion,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
959,cum on headwear,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
960,testicles on face,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
961,looking at pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
962,blue anus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
963,single inverted nipple,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
964,cum on object,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
965,testicle hair,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
966,penis rest,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
967,telepathic sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
968,sex battle,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
969,sideboob paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
970,imminent fingering,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
971,covering one nipple,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
972,labia ring,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
973,simulated bukkake,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
974,colored chastity cage,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
975,nipple sleeves,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
976,nipple flick,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
977,punishment sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
978,fuck-me clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
979,nursing fingering,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
980,tickling nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
981,black nipples,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
982,scary sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
983,smelling pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
984,spread nipple,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
985,vibrator over clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
986,implied object insertion,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
987,purple pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
988,stealth handjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
989,no penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
990,object insertion from behind,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
991,penis in glove,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
992,assisted masturbation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
993,three-finger handjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
994,nipples out of frame,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
995,reverse penetration,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
996,sword-swallowing fellatio,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
997,cum on crotch,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
998,navel fingering,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
999,penis in unworn legwear,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
1000,nipple hair,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
1001,implied after masturbation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
1002,after anilingus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
1003,slapping with penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
