row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-047501,sin_mal0909,1,sin mal0909,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047949,zaofeng,1,zaofeng,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047950,aikome_(haikome),1,aikome（haikome）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047951,hazuki_natsu,1,natsu hasu,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047952,hiyuu_(hiyualice),1,hiyuu（hiyualice）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047953,lufi_ays,1,lufi ays,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047954,moribuden,1,モリブデン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047955,namako_daibakuhatsu,1,namako daibakuhatsu,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047956,powerlesssong,1,Powerlesssong,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047957,rafaelaaa,1,ラファエラア,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047958,ryunnu,1,リュンヌ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047959,suppainu,1,suppainu,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047960,yampa,1,yampa,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047961,547th_sy,1,547th sy,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047962,cipher4109,1,cipher4109,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047963,incase,1,万一に備えて,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047964,junkpuyo,1,junkpuyo,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047965,matanukinuki,1,マタヌキ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047966,mile_(off8mile),1,マイル（8mileオフ）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047967,nagi_ryou,1,ナギ・リョウ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047968,nanahime,1,ナナヒメ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047969,rimuu,1,リムー,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047970,sama_samasa,1,サマサマサ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047971,yamaguchi_yuu,1,山口ユー,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047972,bomber_grape,1,爆撃機のブドウ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047973,brikot,1,ブリコット,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047974,doradorakingyo,1,doradorakingyo,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047975,gzei,1,gzei,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047976,hatoyama_itsuru,1,ハトヤマituru,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047977,junpaku_karen,1,Junpaku Karen,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047978,man_(man-room),1,男（男室）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047979,maruma_(maruma_gic),1,マルマ（マルマGIC）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047980,mizuhara_yuu,1,ミズハラユー,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047981,momoji_(lobolobo2010),1,モモジ（lobolobo2010）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047982,murakami_yuichi,1,村上ゆみ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047983,nanana_(nanana_iz),1,ナナナ（ナナナIZ）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047984,ponsuke_(pon00000),1,ポンセ（pon00000）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047985,ruteko_(ruko220),1,ruteko（ruko220）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047986,tonbi,1,トンビ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047987,yagi_(ningen),1,Yagi（Ningen）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047988,yuasan,1,Yuasan,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047989,agetama,1,アジェタマ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047990,aohashi_ame,1,八田ame,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047991,arimura_yuu,1,Arimura Yuu,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047992,can_(canzume),1,缶（canzume）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047993,domo_(domo_kizusuki),1,Domo（Domo kizusuki）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047994,eibon,1,eibon,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047995,hitowa,1,ヒトワ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047996,ichika_(ichika87),1,Ichika（Ichika87）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047997,maiqo,1,マイコ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047998,mizukikushou,1,Mizukikushou,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047999,nokoppa,1,ノコッパ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-048000,qing_wu,1,清ウー,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
