identity_key,general_path,cluster_key,old_lex_flags,redteam_flags,candidate_state,v10_boundary_flags,v10_state
knot_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
koge_donbo_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
koi_(koisan)_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
kojitsunagi_(pattern),COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
komatsuzaki_rui_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
komino_masahiko_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
kozaki_yuusuke_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
kubo_tite_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
kubrick_stare,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
kurokw_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
kurumada_masami_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
kuudere,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lace_border,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lace_trim,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lane_line,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lat_model_(mikumikudance),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lattice,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lattice_mast,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
laughing,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lazy,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
leaf_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
leather,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
left-to-right_manga,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lemon_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
leopard_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
letter_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
letterboxed,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lichtenberg_figure,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
light_censor,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lightning_bolt_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
ligne_claire,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
like_an_ero-doujin,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lily_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
limited_palette,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
linear_hatching,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lineart,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lineart_zoom_layer,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lion_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
liquid,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
liquid_gold,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
liquid_metal,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
livestream,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
loading_screen,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
logo_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lolita_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lonely,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_ahead,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_animal,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_bulge,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_creature,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_cup,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_doll,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_flowers,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_map,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_pectorals,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_reflection,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_self,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_at_watch,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_back,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_down,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_over_eyewear,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
looking_to_the_side,GAZE_ORIENTATION,GENERAL_ONLY|GAZE_ORIENTATION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lopsided_border,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lotus_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
lovestruck,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
loving_aura,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
low_poly,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
magazine_cover,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
making_faces,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mamimi_(mamamimi)_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
manga_cover,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
manly_tears,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
map_(medium),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
maple_leaf_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
marble_(stone),COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
markings,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
markings_on_cheeks,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
masanori_sato_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
matsumoto_leiji_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
matt_groening_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
maximal,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mcbling,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
meandros,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
meandros_border,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
meandros_trim,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
media_player_interface,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
medieval,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
menacing,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
menacing_(jojo),EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mesh,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
meta,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
metal_arm_cuffs,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
metal_baseball_bat,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
metal_gear_(robot),COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
metal_sand,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
metal_wire,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
metal_wrist_cuffs,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mifune_takashi_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mika_pikazo_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mikimoto_haruhiko_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mikumikudance,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
minecraft_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
miniature,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
minimalism,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
miserable_fate,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
misleading_thumbnail,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mismatched_arm_warmers,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mismatched_footwear,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mismatched_sleeves,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
missing_poster,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
misunderstanding,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mitsu_uroko,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mitsudomoe_(shape),COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mixed_martial_arts,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mixed_signals,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
moaning,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mobius_strip,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mochi_trail,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mochizuki_kei_(style),STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mocking,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
model_clipping,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
moire,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
molten_metal,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
monochrome,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
montage,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mood_swing,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
moon_print,COLOR_APPEARANCE,GENERAL_ONLY|COLOR_APPEARANCE|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mosaic_art,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mosaic_background,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mosaic_censoring,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
mosaic_pattern,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
motherly,EXPRESSION_EMOTION,GENERAL_ONLY|EXPRESSION_EMOTION|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
motion_blur,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
motion_lines,STYLE_QUALITY_META,GENERAL_ONLY|STYLE_QUALITY_META|NONE,NONE,,CLEAN_FOR_FRESH_HOLDOUT,,CLEAN_FOR_FRESH_HOLDOUT_V10
