row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,risk_flags,audit_bucket,impact_tier,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top1,related_copyright_top1_coverage,family_base_canonical,family_base_display_ja
I70-005186,morgan_le_fay_(queen_of_winter)_(fate),619,モルガン（冬の女王）,モルガン（冬の女王）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,冬の女王,,fate/grand_order,1.0,,
I70-005191,shuten_douji_(first_ascension)_(fate),619,酒呑童子（第一再臨）,酒呑童子（第一再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,Shoten Douji（最初の昇天）（運命）,,fate/grand_order,1.0,,
I70-005203,aika_granzchesta,617,藍華・S・グランチェスタ,藍華・S・グランチェスタ,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,藍華·S·グランチェスタ,,,aria_(manga),1.0,,
I70-005239,nero_claudius_(bride)_(second_ascension)_(fate),613,ネロ・クラウディウス〔ブライド〕（第二再臨）,ネロ・クラウディウス〔ブライド〕（第二再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ジュエル・ブライド,,fate_(series),1.0,nero_claudius_(fate),ネロ・クラウディウス
I70-005240,utage_(summer_flowers)_(arknights),613,ウタゲ（夏の花弁FA661）,ウタゲ（夏の花弁FA661）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,utage_(xia_hui)_(arknights),utage (xia hui) (arknights),,夏の花弁FA661,夏卉FA661,SummerFlowersFA661,arknights,1.0,utage_(arknights),ウタゲ
I70-005243,cernunnos_(fate),612,ケルヌンノス,ケルヌンノス,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ケルヌンノス(Fate),,,fate/grand_order,1.0,,
I70-005253,ripple_star_queen,611,リップルスター女王,リップルスター女王,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,,リップルスター女王,,kirby_(series),1.0,,
I70-005258,chaos_marie_(grimms_notes),610,カオス・マリー,カオス・マリー,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,カオス・マリー(グリムノーツ),,grimms_notes,1.0,,
I70-005273,axel_(kingdom_hearts),608,アクセル（キングダム ハーツ）,アクセル（キングダム ハーツ）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,アクセル（キングダムハーツ）,,kingdom_hearts,1.0,,
I70-005278,frankenstein's_monster_(swimsuit_saber)_(fate),607,フランケンシュタイン（水着セイバー）,フランケンシュタイン（水着セイバー）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,フランケンシュタイン(水着),,,fate_(series),1.0,frankenstein's_monster_(fate),フランケンシュタイン
I70-005295,argalia_(project_moon),605,アルガリア,アルガリア,,DISAMBIGUATOR_NOT_VISIBLE,ACCEPTED_CLEAN_SAMPLE,REST,argalia_(library_of_ruina),argalia (library of ruina),,アルガリア,,,project_moon,1.0,,
I70-005318,lain_paterson_(1st_costume),603,レイン・パターソン（通常衣装）,レイン・パターソン（通常衣装）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,レイン・パターソン(通常),,,nijisanji,1.0,lain_paterson,レイン・パターソン
I70-005384,ereshkigal_(swimsuit_beast)_(fate),594,スペース・エレシュキガル（第一再臨）,スペース・エレシュキガル（第一再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,space_ereshkigal_(first_ascension)_(fate),space ereshkigal (first ascension) (fate),,,エレシュキガル(水着),,fate/grand_order,1.0,,
I70-005405,tamamo_no_mae_(swimsuit_lancer)_(third_ascension)_(fate),592,玉藻の前（水着ランサー・第三再臨）,玉藻の前（水着ランサー・第三再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,Tamamo no Mae（水着ランサー）（3回目の昇天）（運命）,,fate_(series),0.998211,tamamo_no_mae_(fate),玉藻の前（Fate）
I70-005422,seele_vollerei_(stygian_nymph),589,ゼーレ・フェレライ（双生の彼岸花）,ゼーレ・フェレライ（双生の彼岸花）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,双生の彼岸花,彼岸双生 | 彼岸雙生,,honkai_(series),1.0,seele_vollerei,ゼーレ・フェレライ
I70-005425,takamachi_nanoha_(sacred_mode),589,高町なのは（セイクリッドモード）,高町なのは（セイクリッドモード）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,セイクリッドモード,,,lyrical_nanoha,1.0,takamachi_nanoha,高町なのは
I70-005432,kirito_(sao-ggo),587,キリト（GGO）,キリト（GGO）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,,,,キリコ | 男の娘キリト,,,sword_art_online,0.998239,kirito,桐ヶ谷和人
I70-005457,shimushu_(kancolle),584,占守,占守,,DISAMBIGUATOR_NOT_VISIBLE,ACCEPTED_CLEAN_SAMPLE,REST,shimushu_(kantai_collection),shimushu (kantai collection),,占守(艦これ) | 占守(艦隊これくしょん),占守,,kantai_collection,1.0,,
I70-005477,gold_city_(authentic/1928)_(umamusume),581,ゴールドシチー（オーセンティック/1928）,ゴールドシチー（オーセンティック/1928）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,オーセンティック/1928,,umamusume,1.0,gold_city_(umamusume),ゴールドシチー
I70-005534,kuma_(human)_(persona_4),575,クマ（人間）,クマ（人間） | 熊田,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,熊田(ペルソナ4),,persona,1.0,kuma_(persona_4),クマ
I70-005545,koizumi_itsuki_(female),574,古泉一姫,古泉一姫,,DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,koizumi_itsuko,koizumi itsuko,,,古泉一姫,,suzumiya_haruhi_no_yuuutsu,1.0,koizumi_itsuki,古泉一樹
I70-005591,mukaido_manaka,568,向井戸まなか,向井戸まなか,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,向井戸まなか,,,nagi_no_asukara,1.0,,
I70-005652,arcee,561,アーシー,アーシー,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,アーシー,,,transformers,1.0,,
I70-005659,alcremie_(vanilla_cream),560,マホイップ（ミルキィバニラ）,マホイップ（ミルキィバニラ） | ミルキィバニラ,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ミルキィバニラマホイップ,,pokemon,1.0,alcremie,マホイップ
I70-005756,angel_dust,549,エンジェル・ダスト,エンジェル・ダスト | Angel Dust,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ハスエン,猫蛛,Angel_Dust | HazbinHotelAngelDust | huskerdust,hazbin_hotel,1.0,,
I70-005784,yukihana_lamy_(roomwear),547,雪花ラミィ（部屋着）,雪花ラミィ（部屋着）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,"yukihana_lamy_(loungewear),yukihana_lamy_(4th_costume)",yukihana lamy (4th costume) | yukihana lamy (loungewear),,,雪花ラミィ(部屋着衣装),,hololive,1.0,yukihana_lamy,雪花ラミィ
I70-005785,aang,546,アン（アバター 伝説の少年アン）,アン（アバター 伝説の少年アン） | アン,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,アン(アバター伝説の少年アン),安昂,,avatar_legends,1.0,,
I70-005839,mori_calliope_(sleepwear),540,森カリオペ（部屋着）,森カリオペ（部屋着）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,mori_calliope_(6th_costume),mori calliope (6th costume),,森カリオペ(お部屋着),,oyasumori,hololive,1.0,mori_calliope,森カリオペ
I70-005875,finn_the_human,536,フィン（アドベンチャー・タイム）,フィン（アドベンチャー・タイム）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,フィン(アドベンチャータイム),,,adventure_time,0.995305,,
I70-005892,hoozuki_(hoozuki_no_reitetsu),535,鬼灯,鬼灯,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,鬼灯の冷徹1000users入り,,hoozuki_no_reitetsu,1.0,,
I70-005906,saegusa_akina,534,三枝明那,三枝明那,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,さ絵ぐさ,,nijisanji,1.0,,
I70-005927,dog_(mixed_breed)_(kemono_friends),531,イエイヌ（けものフレンズ）,イエイヌ（けものフレンズ）,,DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,REST,,,,イエイヌ(けものフレンズ),,,kemono_friends,1.0,,
I70-005969,lethe_(fire_emblem),525,レテ,レテ,,DISAMBIGUATOR_NOT_VISIBLE,ACCEPTED_CLEAN_SAMPLE,REST,,,,レテ,,,fire_emblem,1.0,,
I70-006009,selen_tatsuki_(1st_costume),521,セレン・龍月（通常衣装）,セレン・龍月（通常衣装）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,セレン・龍月(通常),,,nijisanji,1.0,selen_tatsuki,セレン・龍月
I70-006091,spider-man_(miles_morales),513,スパイダーマン（マイルズ・モラレス）,スパイダーマン（マイルズ・モラレス） | マイルズ・モラレス,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,スパイダーマン（マイルズモラレス）,,marvel,1.0,spider-man,スパイダーマン
I70-006099,roxanne_(pokemon),512,ツツジ,ツツジ | ツツジ（トレーナー）,,,ACCEPTED_CLEAN_SAMPLE,REST,tsutsuji_(pokemon),tsutsuji (pokemon),,ツツジ | ツツジ(トレーナー),,,pokemon,1.0,,
I70-006101,tenshouin_eichi,512,天祥院英智,天祥院英智,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,英つむ,,ensemble_stars!,1.0,,
I70-006107,sasaki_kojirou_(fate),511,佐々木小次郎,佐々木小次郎 | アサシン,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,assassin_(fate/stay_night),assassin (fate/stay night),,アサシン(Fate/staynight),,,fate_(series),1.0,,
I70-006147,anubis_(mythology),507,アヌビス,アヌビス,,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,REST,,,,アヌビス,阿努比斯,Anubis,egyptian_mythology,0.706009,,
I70-006208,shy_(character),502,シャイ,シャイ | SHY,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,SHY-シャイ,,SHY,shy_(series),1.0,,
I70-006230,liberalio_(nikke),500,リバーレリオ,リバーレリオ | リバーレリオ（NIKKE）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,リバーレリオ(勝利の女神:NIKKE),,goddess_of_victory:_nikke,1.0,,
I70-006239,allelujah_haptism,498,アレルヤ・ハプティズム,アレルヤ・ハプティズム,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,アレルヤのハプティズム,,gundam,1.0,,
I70-006247,sena_izumi_(ensemble_stars!),498,瀬名泉,瀬名泉,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ライハ組,,ensemble_stars!,1.0,,
I70-006311,vlad_iii_(fate/apocrypha),492,ヴラド三世,ヴラド三世 | 黒のランサー,,DISAMBIGUATOR_NOT_VISIBLE | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_CLEAN_SAMPLE,REST,,,,ヴラド三世(Fate) | 黒のランサー,,,fate_(series),1.0,,
I70-006339,light_dragon_(zelda),489,白龍,白龍 | 白龍（ティアーズ オブ ザ キングダム）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,白龍(ティアーズオブザキングダム),,the_legend_of_zelda,1.0,,
I70-006350,ana_coppola,488,アナ・コッポラ,アナ・コッポラ,,,ACCEPTED_CLEAN_SAMPLE,REST,ana_copolla,ana copolla,,アナ・コッポラ,,,ichigo_mashimaro,1.0,,
I70-006400,yuudachi_kai_ni_(swimsuit)_(kancolle),485,夕立改二（水着）,夕立改二（水着） | 夕立（水着）,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,,夕立(水着) | 夕立改二(水着),,kantai_collection,1.0,yuudachi_kai_ni_(kancolle),夕立改二
I70-006440,pomu_rainpuff_(1st_costume),482,ぽむ・れいんぱふ（通常衣装）,ぽむ・れいんぱふ（通常衣装）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ぽむ・れいんぱふ(通常),,,nijisanji,1.0,pomu_rainpuff,ぽむ・れいんぱふ
I70-006522,muten_roushi,475,亀仙人,亀仙人,,,ACCEPTED_CLEAN_SAMPLE,REST,"master_roshi,kame_sennin,muten_roshi",kame sennin | master roshi | muten roshi,,,亀仙人 | 武天老師,,dragon_ball,0.997429,,
I70-006543,katt_(breath_of_fire),473,リンプー,リンプー,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,rinpoo_chuan,rinpoo chuan,,,リンプーさん,,breath_of_fire,1.0,,
I70-006561,sae_(hidamari_sketch),472,沙英,沙英,,DISAMBIGUATOR_NOT_VISIBLE,ACCEPTED_CLEAN_SAMPLE,REST,sae,sae,,,沙英,,hidamari_sketch,1.0,,
I70-006566,kukulkan_(fate),471,ククルカン,ククルカン,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ククルカン(Fate),,,fate/grand_order,1.0,,
I70-006579,reticulated_giraffe_(kemono_friends),470,アミメキリン,アミメキリン,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,アミメキリン(けものフレンズ),,,kemono_friends,1.0,,
I70-006589,fate_testarossa_(true_sonic_form),469,フェイト・テスタロッサ（真・ソニックフォーム）,フェイト・テスタロッサ（真・ソニックフォーム）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,真ソニックフォーム | 真・ソニックフォーム,,,lyrical_nanoha,1.0,fate_testarossa,フェイト・テスタロッサ
I70-006590,hippopotamus_(kemono_friends),469,カバ,カバ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,カバ(けものフレンズ),,,kemono_friends,1.0,,
I70-006592,nakahara_chuuya_(bungou_stray_dogs),469,中原中也,中原中也,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,中原中也(文豪ストレイドッグス),,bungou_stray_dogs,0.997429,,
I70-006597,watarai_hibari,469,渡会雲雀,渡会雲雀,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,わたらいらすと,,nijisanji,1.0,,
I70-006606,grave_(nikke),468,グレイブ,グレイブ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,グレイブ(勝利の女神:NIKKE),,goddess_of_victory:_nikke,1.0,,
I70-006629,tamada_tamaki,467,玉田環,玉田環,,,ACCEPTED_CLEAN_SAMPLE,REST,tamada_(girls_und_panzer),tamada (girls und panzer),,,玉田 | 玉田(GuP) | 玉田環 | 知波単学園,,girls_und_panzer,1.0,,
I70-006636,mechty_(girls'_frontline_2),466,ミシュティ,ミシュティ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ミシュティ(ドールズフロントライン2),,girls'_frontline,1.0,,
I70-006638,petra_gurin_(1st_costume),466,ペトラ・グリン（通常衣装）,ペトラ・グリン（通常衣装）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ペトラ・グリン(制服) | ペトラ・グリン(通常),,,nijisanji,1.0,petra_gurin,ペトラ・グリン
I70-006640,rom_(neptunia),466,ロム,ロム,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,rom_(neptune_series),rom (neptune series),,ロム(ネプテューヌ),,,neptune_(series),1.0,,
I70-006646,flametail_(arknights),465,フレイムテイル,フレイムテイル,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,sona_(arknights),sona (arknights),,フレイムテイル(アークナイツ),焰尾,,arknights,1.0,,
I70-006655,bready_(nikke),464,ブレッディ,ブレッディ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ブレッディ(勝利の女神:NIKKE),,goddess_of_victory:_nikke,1.0,,
I70-006656,falulu,464,ファルル,ファルル,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,,ファルル,,pretty_series,0.997817,,
I70-006663,shigure_kai_san_(swimsuit)_(kancolle),464,時雨改三（水着）,時雨改三（水着）,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,,時雨改三(水着),,kantai_collection,1.0,shigure_kai_san_(kancolle),時雨改三
I70-006664,shiratori_aira_(ensemble_stars!),464,白鳥藍良,白鳥藍良,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ひいあい,,ensemble_stars!,1.0,,
I70-006687,estella_(arknights),462,エステーラ,エステーラ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,エステーラ(エンドフィールド),,arknights,1.0,,
I70-006695,aino_(genshin_impact),461,アイノ,アイノ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,アイノ(原神),,genshin_impact,1.0,,
I70-006699,sagiri_(swimsuit)_(kancolle),461,狭霧（水着）,狭霧（水着）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,sagiri_kai_(swimsuit_mode)_(kancolle),sagiri kai (swimsuit mode) (kancolle),,,狭霧の水着,,kantai_collection,1.0,sagiri_(kancolle),狭霧
I70-006701,thanatos_(persona),461,タナトス,タナトス,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,タナトス(ペルソナ),,persona,0.997743,,
I70-006704,emma_(yakusoku_no_neverland),460,エマ,エマ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,エマ(約ネバ) | エマ(約束のネバーランド),岛艾玛,,yakusoku_no_neverland,1.0,,
I70-006705,geoffroy's_cat_(kemono_friends),460,ジョフロイネコ,ジョフロイネコ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ジョフのお絵かきちょう | ジョフロイネコ(けものフレンズ),,,kemono_friends,1.0,,
I70-006707,hibiscus_(arknights),460,ハイビスカス,ハイビスカス,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ハイビスカス(アークナイツ),芙蓉,,arknights,1.0,,
I70-006709,seyren_windsor,460,セイレン・ウィンザー,セイレン・ウィンザー,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,セイレン,,ragnarok_online,1.0,,
I70-006733,salome_(one_piece),458,サロメ,サロメ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,サロメ(ONEPIECE),,,one_piece,1.0,,
I70-006736,volkner_(pokemon),458,デンジ,デンジ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,"denji_(pokemon),denzi_(pokemon)",denji (pokemon) | denzi (pokemon),,オデン | デンジ(トレーナー),,,pokemon,1.0,,
I70-006739,empoleon,457,エンペルト,エンペルト,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,エンペルト,,,pokemon,1.0,,
I70-006742,heinrike_prinzessin_zu_sayn-wittgenstein,457,ハインリーケ・プリンツェシン・ツー・ザイン＝ウィトゲンシュタイン,ハインリーケ・プリンツェシン・ツー・ザイン＝ウィトゲンシュタイン,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ハインリーケ・P・Z・ザイン・ウィトゲンシュタイン | ハインリーケ・プリンツェシン・ツー・ザイン・ウィトゲンシュタ | プリン姫,,,world_witches_series,1.0,,
I70-006747,roll.exe_(mega_man),457,ロール.EXE,ロール.EXE,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,roll_exe,roll exe,,ロール(ロックマンエグゼ) | ロールEXE | ロールエグゼ,,,mega_man_(series),1.0,,
I70-006757,lady_avalon_(second_ascension)_(fate),456,レディ・アヴァロン（第2再臨）,レディ・アヴァロン（第2再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,merlin_(fate/prototype)_(swimsuit_pretender)_(second_ascension),merlin (fate/prototype) (swimsuit pretender) (second ascension),,,レディ・アヴァロン,,fate/grand_order,0.995434,lady_avalon_(fate),レディ・アヴァロン
I70-006760,scar_(wuthering_waves),456,スカー,スカー,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,スカー(鳴潮),,wuthering_waves,1.0,,
I70-006782,senya_(dq11),455,セーニャ,セーニャ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,セーニャ(DQ11),,,dragon_quest,1.0,,
I70-006791,michelle_(bang_dream!),454,ミッシェル,ミッシェル,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ミッシェル(バンドリ),,,bang_dream!,1.0,,
