row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,reason_code,source_file,effective_source_file
I70-003062,doro_(nikke),,1101,ドロ,,,HIGH_IMPACT_RAW_ONLY_NO_BASE_EXTERNAL_CHECK,character_youkakunin_remaining_batch053.csv,character_youkakunin_remaining_batch053.csv
I70-037051,grandia,,1097,グランディア,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-003075,hebi_nyoubou_(fate),,1094,蛇女房,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-003078,yuu_(twisted_wonderland),,1094,ユウ,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-003086,abigail_williams_(third_ascension)_(fate),,1091,アビゲイル・ウィリアムズ（第3再臨）,アビゲイル・ウィリアムズ | 第3再臨,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,character_accepted_blank_batch057.csv,character_accepted_blank_batch057.csv
I70-003087,bomb_hybrid_(chainsaw_man),,1091,爆弾の悪魔,,,HIGH_IMPACT_RAW_ONLY_NO_BASE_EXTERNAL_CHECK,character_youkakunin_remaining_batch053.csv,character_youkakunin_remaining_batch053.csv
I70-003099,lamb_(league),,1086,ラム,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-003100,aijo_karen,,1085,愛城華恋,愛城華恋 | 華恋,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,character_accepted_blank_batch057.csv,character_accepted_blank_batch057.csv
I70-003102,randal_ivory,,1085,ランダル・アイボリー,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-037060,top_wo_nerae!_(series),,1083,トップをねらえ！,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-044964,sakurazawa_izumi,,1079,桜沢いづみ,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-003126,yorick_(shiori_novella),,1078,ヨリック,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-037065,virtuareal,,1075,VirtuaReal,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-037067,mazinger_(series),,1073,マジンガーシリーズ,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-037075,chromashift,,1067,ChromaShift,,Japanese rendering requires manual verification or source evidence is insufficient,HIGH_IMPACT_COPYRIGHT_NO_JA_EVIDENCE,copyright_no_trusted_ja_batch018.csv,copyright_no_trusted_ja_batch018.csv
I70-003163,sameko_saba_(1st_costume),,1066,さめこさば（通常衣装）,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-037077,shadowverse:_worlds_beyond,,1066,Shadowverse: Worlds Beyond,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-003170,mem_(honkai:_star_rail),,1065,ミュリオン,,,HIGH_IMPACT_RAW_ONLY_NO_BASE_EXTERNAL_CHECK,character_youkakunin_remaining_batch053.csv,character_youkakunin_remaining_batch053.csv
I70-044978,ominaeshi_(takenoko),,1064,オミナエシ,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-003176,male_byleth_(awakened)_(fire_emblem),,1062,ベレト（覚醒）,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-044991,nanao_naru,,1057,七尾奈留,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-003203,guoba_(genshin_impact),,1051,グゥオパァー,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-045000,shirabi,,1050,しらび,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-037087,esse_series,,1049,Esseシリーズ,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-037088,naruto:_the_last,,1049,THE LAST -NARUTO THE MOVIE-,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-003217,metroid_(creature),,1045,メトロイド,メトロイド | メトロイド(クリーチャー) | ベビーメトロイド,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,character_accepted_blank_batch057.csv,character_accepted_blank_batch057.csv
I70-045013,40hara,,1038,40原,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-003243,adventurer_(ff14),,1035,光の戦士,光の戦士 | メテオ | ひろし(FF14),,HIGH_IMPACT_DISPLAY_CONFLICTS_WITH_STRONG_JA_EVIDENCE,character_youkakunin_final_batch055.csv,character_youkakunin_final_batch055.csv
I70-003248,meltryllis_(swimsuit_lancer)_(second_ascension)_(fate),,1034,メルトリリス（水着ランサー・第2再臨）,メルトリリス | 水着メルトリリス | 第2再臨,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,character_accepted_blank_batch057.csv,character_accepted_blank_batch057.csv
I70-003258,rosa_(tears_of_themis),,1032,ローザ,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-037098,sengoku_musou,,1032,戦国無双,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-037102,pokemon_pokopia,,1028,ぽこ あ ポケモン,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-003286,crow_(la+_darknesss),,1023,カラス,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-003288,label_(nikke),,1022,レーベル,レーベル | レーベル(NIKKE),,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,character_accepted_blank_batch057.csv,character_accepted_blank_batch057.csv
I70-045040,nishieda,,1022,西E田,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-045054,murata_range,,1011,村田蓮爾,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-045057,muririn,,1008,むりりん,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-003328,pebble_(koseki_bijou),,1007,ペブル,,,HIGH_IMPACT_RAW_ONLY_NO_BASE_EXTERNAL_CHECK,character_youkakunin_remaining_batch053.csv,character_youkakunin_remaining_batch053.csv
I70-037112,bishoujo_senshi_sailor_moon_(first_season),,1006,美少女戦士セーラームーン,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-003352,miss_cloud,,1001,Miss Cloud,Miss Cloud | ミスクラウド,要確認,HIGH_IMPACT_NO_TRUSTED_JA_EVIDENCE,character_no_trusted_ja_batch010.csv,character_no_trusted_ja_batch010.csv
I70-037120,tolkien's_legendarium,,1001,トールキンの伝説体系,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-003358,mewo,,999,Mewo,Mewo | ミャオ,要確認,HIGH_IMPACT_NO_TRUSTED_JA_EVIDENCE,character_no_trusted_ja_batch010.csv,character_no_trusted_ja_batch010.csv
I70-003360,p-chan_(ranma_1/2),,999,Pちゃん,Pちゃん | Pちゃん(らんま1/2),,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,character_accepted_blank_batch057.csv,character_accepted_blank_batch057.csv
I70-003371,rieszverne_suzette_paladill,,995,リース,,,HIGH_IMPACT_RAW_ONLY_NO_BASE_EXTERNAL_CHECK,character_youkakunin_remaining_batch053.csv,character_youkakunin_remaining_batch053.csv
I70-003379,kamanosuke_(zenless_zone_zero),,994,かまのすけ,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-037126,sekiro:_shadows_die_twice,,994,SEKIRO: SHADOWS DIE TWICE,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-045092,sugimori_ken,,985,杉森建,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-037138,tamagotchi,,981,たまごっち,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-045098,wada_arco,,980,ワダアルコ,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-003441,magus_(zenless_zone_zero),,978,鬼火,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-037139,deadlock_(game),,978,Deadlock,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-003442,little_ica_(honkai:_star_rail),,977,イカルン,,,HIGH_IMPACT_RAW_ONLY_NO_BASE_EXTERNAL_CHECK,character_youkakunin_remaining_batch053.csv,character_youkakunin_remaining_batch053.csv
I70-003460,xie_lian,,973,謝憐,,,HIGH_IMPACT_UNSUPPORTED_JA_REQUIRES_EXTERNAL_CHECK,character_youkakunin_noevidence_batch052.csv,character_youkakunin_noevidence_batch052.csv
I70-003468,jingwei_(bird),,971,精衛鳥,,,HIGH_IMPACT_RAW_ONLY_NO_BASE_EXTERNAL_CHECK,character_youkakunin_remaining_batch053.csv,character_youkakunin_remaining_batch053.csv
I70-003470,jack_frost_(megami_tensei),,970,ジャックフロスト,ジャックフロスト | 妖精ジャックフロスト,,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,character_accepted_blank_batch057.csv,character_accepted_blank_batch057.csv
I70-003487,lida_(pokemon),,966,デウロ,,,HIGH_IMPACT_RAW_ONLY_NO_BASE_EXTERNAL_CHECK,character_youkakunin_remaining_batch053.csv,character_youkakunin_remaining_batch053.csv
I70-003488,puyo_(puyopuyo),,966,ぷよ,ぷよ | ぷよ(ぷよぷよ),,BLANK_ACCEPTED_HIGH_IMPACT_EVIDENCE_GAP,character_accepted_blank_batch057.csv,character_accepted_blank_batch057.csv
I70-037154,gameoverse,,965,Gameoverse,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-037158,witches_of_africa,,964,アフリカの魔女,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-003517,male_endministrator_(arknights),,956,男管理人,男管理人,日本語公式表記の追加確認が必要,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,character_review_final_batch061.csv,character_review_final_batch061.csv
I70-003543,enraku_tsubakura,,948,燕楽玄鳥,燕楽玄鳥,日本語表記と読みの追加確認が必要,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,character_review_final_batch061.csv,character_review_final_batch061.csv
I70-003614,fallenshadow,,929,Fallenshadow,Fallenshadow,日本語定着表記の追加確認が必要,HIGH_IMPACT_NO_TRUSTED_JA_EVIDENCE,character_no_trusted_ja_batch010.csv,character_no_trusted_ja_batch010.csv
