row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,risk_flags,related_copyright_top1,related_copyright_top1_coverage,copyright_display_context,duplicate_group_size,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-010634,gyaru_bulbasaur,260,ギャルフシギダネ,,single Japanese candidate with no conflicting evidence,DUPLICATE_DISPLAY_WITHIN_CATEGORY,pokemon,1.0,ポケットモンスター,2,FIX_DISPLAY,ギャルフシギダネ（ポケットモンスター）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-010659,asahi_rokka,259,ロック,,single Japanese candidate with no conflicting evidence,DUPLICATE_DISPLAY_WITHIN_CATEGORY,bang_dream!,1.0,BanG Dream!,2,FIX_DISPLAY,ロック（BanG Dream!）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-010707,rien_(project_moon),258,リアン,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,project_moon,1.0,Project Moon,2,FIX_DISPLAY,リアン（Project Moon）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-010990,miss_crane_(fate),249,ミス・クレーン,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,fate/grand_order,1.0,Fate/Grand Order,2,FIX_DISPLAY,ミス・クレーン（Fate/Grand Order）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011082,eizen_(tales),246,アイゼン,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,tales_of_(series),1.0,テイルズ オブ シリーズ,2,FIX_DISPLAY,アイゼン（テイルズ オブ シリーズ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011123,crusader_(ragnarok_online),245,クルセイダー,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,ragnarok_online,1.0,ラグナロクオンライン,2,FIX_DISPLAY,クルセイダー（ラグナロクオンライン）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011199,ein_(cowboy_bebop),243,アイン,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,cowboy_bebop,0.995238,カウボーイビバップ,5,FIX_DISPLAY,アイン（カウボーイビバップ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011247,vanitas_(kingdom_hearts),242,ヴァニタス,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,kingdom_hearts,1.0,キングダムハーツ,2,FIX_DISPLAY,ヴァニタス（キングダムハーツ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011260,hawkeye_(marvel),241,ホークアイ,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,marvel,1.0,マーベル,4,FIX_DISPLAY,ホークアイ（マーベル）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011282,ainchase_ishmael,240,アイン,,single Japanese candidate with no conflicting evidence,DUPLICATE_DISPLAY_WITHIN_CATEGORY,elsword,1.0,エルソード,5,FIX_DISPLAY,アイン（エルソード）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011471,nana_(girls_band_cry),235,ナナ,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,girls_band_cry,1.0,ガルクラ,3,FIX_DISPLAY,ナナ（ガルクラ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011618,io_(princess_connect!),231,イオ,イオ | イオ(プリコネ) | 支倉伊緒,AI監修：作品公式名・本名候補を確認,DUPLICATE_DISPLAY_WITHIN_CATEGORY,princess_connect!,1.0,プリンセスコネクト！,3,FIX_DISPLAY,イオ（プリンセスコネクト！）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011651,diana_(league),230,ダイアナ,ダイアナ,AI監修：日本語版公式名を確認,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,league_of_legends,1.0,リーグ・オブ・レジェンド,2,FIX_DISPLAY,ダイアナ（リーグ・オブ・レジェンド）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011665,lin_(breath_of_fire),230,リン,リン,AI監修：日本版キャラクター名を確認,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,breath_of_fire,1.0,ブレスオブファイア,6,FIX_DISPLAY,リン（ブレスオブファイア）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011671,nanami_(project_tokyo_dolls),230,ナナミ,ナナミ | ナナミ(プロジェクト東京ドールズ),AI監修：作品公式名を確認,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,project_tokyo_dolls,1.0,プロジェクト東京ドールズ,2,FIX_DISPLAY,ナナミ（プロジェクト東京ドールズ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011698,kaku_(one_piece),229,カク,カク,AI監修：作品公式名を確認,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,one_piece,1.0,ワンピース,2,FIX_DISPLAY,カク（ワンピース）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011790,reaper_(final_fantasy),227,リーパー,リーパー,AI監修：日本版ジョブ名を確認,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,final_fantasy,1.0,ファイナルファンタジー,2,FIX_DISPLAY,リーパー（ファイナルファンタジー）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011905,lulu_(bang_bravern),224,ルル,ルル | ルル(勇気爆発バーンブレイバーン),AI監修：作品公式名を確認,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,yuuki_bakuhatsu_bang_bravern,1.0,勇気爆発バーンブレイバーン,2,FIX_DISPLAY,ルル（勇気爆発バーンブレイバーン）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011938,coco_(precure),223,ココ,ココ,AI監修：作品公式名を確認,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,precure,1.0,プリキュア,3,FIX_DISPLAY,ココ（プリキュア）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-011981,jacq_(pokemon),222,ジニア,ジニア | ジニア先生,AI監修：日本版公式名を採用,DISAMBIGUATOR_NOT_VISIBLE | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,pokemon,1.0,ポケットモンスター,2,FIX_DISPLAY,ジニア（ポケットモンスター）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012004,siegfried_(granblue_fantasy),222,ジークフリート,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,granblue_fantasy,1.0,グランブルーファンタジー,2,FIX_DISPLAY,ジークフリート（グランブルーファンタジー）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012013,vayne_(league),222,ヴェイン,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,league_of_legends,1.0,リーグ・オブ・レジェンド,2,FIX_DISPLAY,ヴェイン（リーグ・オブ・レジェンド）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012019,butler_(zenless_zone_zero),221,バトラー,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,zenless_zone_zero,1.0,ゼンレスゾーンゼロ,2,FIX_DISPLAY,バトラー（ゼンレスゾーンゼロ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012227,reki_(haibane_renmei),217,レキ,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,haibane_renmei,1.0,灰羽連盟,2,FIX_DISPLAY,レキ（灰羽連盟）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012254,lana_(fire_emblem),216,ラナ,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,fire_emblem,1.0,ファイアーエムブレム,2,FIX_DISPLAY,ラナ（ファイアーエムブレム）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012269,sniper_(tf2),216,スナイパー,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,team_fortress_2,1.0,Team Fortress 2,3,FIX_DISPLAY,スナイパー（Team Fortress 2）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012284,gelgoog,215,ゲルググ,,single Japanese candidate with no conflicting evidence,DUPLICATE_DISPLAY_WITHIN_CATEGORY,gundam,1.0,ガンダム,2,FIX_DISPLAY,ゲルググ（ガンダム）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012308,silver_vanrouge,215,シルバー,,single Japanese candidate with no conflicting evidence,DUPLICATE_DISPLAY_WITHIN_CATEGORY,twisted_wonderland,1.0,ツイステ,2,FIX_DISPLAY,シルバー（ツイステ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012406,valkyrie_(jojo),213,ヴァルキリー,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,jojo_no_kimyou_na_bouken,0.995146,ジョジョの奇妙な冒険,2,FIX_DISPLAY,ヴァルキリー（ジョジョの奇妙な冒険）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012528,patty_(fire_emblem),210,パティ,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,fire_emblem,1.0,ファイアーエムブレム,2,FIX_DISPLAY,パティ（ファイアーエムブレム）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012563,phi_(kyokugen_dasshutsu),209,ファイ,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,kyokugen_dasshutsu,1.0,極限脱出,2,FIX_DISPLAY,ファイ（極限脱出）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012573,tiphereth_b_(project_moon),209,ティファレト,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,project_moon,1.0,Project Moon,2,FIX_DISPLAY,ティファレト（Project Moon）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012723,noiz_(dramatical_murder),206,ノイズ,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,dramatical_murder,1.0,DRAMAtical Murder,2,FIX_DISPLAY,ノイズ（DRAMAtical Murder）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012747,belphegor_(reborn),205,ベルフェゴール,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,katekyo_hitman_reborn!,1.0,家庭教師ヒットマンREBORN!,2,FIX_DISPLAY,ベルフェゴール（家庭教師ヒットマンREBORN!）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012769,male_protagonist_(live_a_hero),205,観測者,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,live_a_hero,0.995098,ライブ・ア・ヒーロー!,2,FIX_DISPLAY,観測者（ライブ・ア・ヒーロー!）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012841,coo_(kirby),203,クー,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,kirby_(series),1.0,擬カビ,2,FIX_DISPLAY,クー（擬カビ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012871,scathach_(fire_emblem),203,スカサハ,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,fire_emblem,1.0,ファイアーエムブレム,2,FIX_DISPLAY,スカサハ（ファイアーエムブレム）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-012924,normad,202,ノーマッド,,single Japanese candidate with no conflicting evidence,DUPLICATE_DISPLAY_WITHIN_CATEGORY,galaxy_angel,0.994652,ギャラクシーエンジェル,2,FIX_DISPLAY,ノーマッド（ギャラクシーエンジェル）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-013198,alice_(black_souls),196,アリス・リデル,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,black_souls,1.0,BLACKSOULS,3,FIX_DISPLAY,アリス・リデル（BLACKSOULS）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-013318,boney,194,ボニー,,single Japanese candidate with no conflicting evidence,DUPLICATE_DISPLAY_WITHIN_CATEGORY,mother_(series),1.0,MOTHERシリーズ,2,FIX_DISPLAY,ボニー（MOTHERシリーズ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-013324,dancer_(sekaiju),194,ダンサー,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,sekaiju_no_meikyuu,1.0,世界樹の迷宮,2,FIX_DISPLAY,ダンサー（世界樹の迷宮）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-013344,mint_(dewprism),194,ミント,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,dewprism,1.0,デュープリズム,2,FIX_DISPLAY,ミント（デュープリズム）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-013422,charon_(reverse:1999),192,卡戎,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,reverse:1999,1.0,リバース：1999,2,FIX_DISPLAY,卡戎（リバース：1999）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
I70-013442,lillia_(league),192,リリア,,single Japanese candidate with no conflicting evidence,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,league_of_legends,1.0,リーグ・オブ・レジェンド,2,FIX_DISPLAY,リリア（リーグ・オブ・レジェンド）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,full-baseline duplicate group + unique related_copyright_top1 + coverage >=0.80,日本語名自体はACCEPTED_AIを維持。同名Characterが存在するが、この行の作品関係は同名群内で一意なので作品名を表示へ付与して識別性だけを改善。,PROPOSED
