row_id,canonical_tag,post_count,display_ja,related_copyright_top1,copyright_display_context,translation_note,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-008150,rin_(inuyasha),361,りん,inuyasha,犬夜叉,確定,FIX_DISPLAY,りん（犬夜叉）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008151,rose_(street_fighter),361,ローズ,street_fighter,ストリートファイター,確定,FIX_DISPLAY,ローズ（ストリートファイター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008163,hakuhou_(azur_lane),360,白鳳,azur_lane,アズールレーン,確定,FIX_DISPLAY,白鳳（アズールレーン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008165,herlock_sholmes,360,シャーロック・ホームズ,ace_attorney,逆転裁判,確定,FIX_DISPLAY,シャーロック・ホームズ（逆転裁判）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008166,hildr_(fate),360,ヒルド,fate/grand_order,Fate/Grand Order,確定,FIX_DISPLAY,ヒルド（Fate/Grand Order）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008207,bullet_(blazblue),358,バレット,blazblue,ブレイブルー,確定,FIX_DISPLAY,バレット（ブレイブルー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008210,grim_(twisted_wonderland),358,グリム,twisted_wonderland,ツイステ,確定,FIX_DISPLAY,グリム（ツイステ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008212,lilya_(reverse:1999),358,リーリャ,reverse:1999,リバース：1999,確定,FIX_DISPLAY,リーリャ（リバース：1999）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008221,destroyer_(girls'_frontline),357,デストロイヤー,girls'_frontline,ドールズフロントライン,確定,FIX_DISPLAY,デストロイヤー（ドールズフロントライン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008226,laplace_(nikke),357,ラプラス,goddess_of_victory:_nikke,勝利の女神：NIKKE,確定,FIX_DISPLAY,ラプラス（勝利の女神：NIKKE）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008229,maylene_(pokemon),357,スモモ,pokemon,ポケットモンスター,確定,FIX_DISPLAY,スモモ（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008254,absinthe_(arknights),355,アブサント,arknights,アークナイツ,確定,FIX_DISPLAY,アブサント（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008260,janus_(azur_lane),355,ジェーナス,azur_lane,アズールレーン,確定,FIX_DISPLAY,ジェーナス（アズールレーン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008265,soleil_(fire_emblem),355,ソレイユ,fire_emblem,ファイアーエムブレム,確定,FIX_DISPLAY,ソレイユ（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008286,fi_(zelda),353,ファイ,the_legend_of_zelda,ゼルダの伝説,確定,FIX_DISPLAY,ファイ（ゼルダの伝説）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008292,mandricardo_(fate),353,マンドリカルド,fate/grand_order,Fate/Grand Order,確定,FIX_DISPLAY,マンドリカルド（Fate/Grand Order）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008293,monk_(ragnarok_online),353,モンク,ragnarok_online,ラグナロクオンライン,確定,FIX_DISPLAY,モンク（ラグナロクオンライン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008311,king_(snk),352,キング,ryuuko_no_ken,龍虎の拳,確定,FIX_DISPLAY,キング（龍虎の拳）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008332,nono_(top_wo_nerae_2!),351,ノノ,top_wo_nerae!_(series),トップをねらえ！,確定,FIX_DISPLAY,ノノ（トップをねらえ！）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008336,shionne_(tales),351,シオン,tales_of_(series),テイルズ オブ シリーズ,確定,FIX_DISPLAY,シオン（テイルズ オブ シリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008339,terra_(kingdom_hearts),351,テラ,kingdom_hearts,キングダムハーツ,確定,FIX_DISPLAY,テラ（キングダムハーツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008346,arf,350,アルフ,lyrical_nanoha,魔法少女リリカルなのは,確定,FIX_DISPLAY,アルフ（魔法少女リリカルなのは）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008348,crispin_(pokemon),350,アカマツ,pokemon,ポケットモンスター,確定,FIX_DISPLAY,アカマツ（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008355,hornet_(azur_lane),350,ホーネット,azur_lane,アズールレーン,確定,FIX_DISPLAY,ホーネット（アズールレーン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008367,paras,350,パラス,pokemon,ポケットモンスター,確定,FIX_DISPLAY,パラス（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008370,titania_(sao),350,ティターニア,sword_art_online,ソードアートオンライン,確定,FIX_DISPLAY,ティターニア（ソードアートオンライン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008373,fletcher_mk_ii_(kancolle),349,フレッチャーMk.II,kantai_collection,艦隊これくしょん,確定,FIX_DISPLAY,フレッチャーMk.II（艦隊これくしょん）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008377,indra_(fate),349,インドラ,fate/grand_order,Fate/Grand Order,確定,FIX_DISPLAY,インドラ（Fate/Grand Order）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008398,mint_(arknights),348,ミント,arknights,アークナイツ,確定,FIX_DISPLAY,ミント（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008403,strelizia,348,ストレリチア,darling_in_the_franxx,ダーリン・イン・ザ・フランキス,確定,FIX_DISPLAY,ストレリチア（ダーリン・イン・ザ・フランキス）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008413,lenna_(girls'_frontline_2),347,レナ,girls'_frontline,ドールズフロントライン,確定,FIX_DISPLAY,レナ（ドールズフロントライン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008414,lumen_(gunvolt),347,モルフォ,azure_striker_gunvolt,蒼き雷霆 ガンヴォルト,確定,FIX_DISPLAY,モルフォ（蒼き雷霆 ガンヴォルト）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008416,milk_(precure),347,ミルク,precure,プリキュア,確定,FIX_DISPLAY,ミルク（プリキュア）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008417,minneapolis_(azur_lane),347,ミネアポリス,azur_lane,アズールレーン,確定,FIX_DISPLAY,ミネアポリス（アズールレーン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008424,viola_(pokemon),347,ビオラ,pokemon,ポケットモンスター,確定,FIX_DISPLAY,ビオラ（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008427,guts_(kill_la_kill),346,ガッツ,kill_la_kill,キルラキル,確定,FIX_DISPLAY,ガッツ（キルラキル）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008431,lucy_(elfen_lied),346,ルーシー,elfen_lied,エルフェンリート,確定,FIX_DISPLAY,ルーシー（エルフェンリート）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008448,karin_(p&d),345,カリン,puzzle_&_dragons,パズル＆ドラゴンズ,確定,FIX_DISPLAY,カリン（パズル＆ドラゴンズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008453,peridot_(steven_universe),345,ペリドット,steven_universe,スティーブン・ユニバース,確定,FIX_DISPLAY,ペリドット（スティーブン・ユニバース）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008456,shampoo_(cat),345,シャンプー,ranma_1/2,らんま1/2,確定,FIX_DISPLAY,シャンプー（らんま1/2）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008471,may_(gundam_build_divers_re:rise),344,メイ,gundam,ガンダム,確定,FIX_DISPLAY,メイ（ガンダム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008496,linne_(under_night_in-birth),343,リンネ,under_night_in-birth,UNDER NIGHT IN-BIRTH,確定,FIX_DISPLAY,リンネ（UNDER NIGHT IN-BIRTH）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008498,moran_(nikke),343,モラン,goddess_of_victory:_nikke,勝利の女神：NIKKE,確定,FIX_DISPLAY,モラン（勝利の女神：NIKKE）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008500,sage_(ragnarok_online),343,セージ,ragnarok_online,ラグナロクオンライン,確定,FIX_DISPLAY,セージ（ラグナロクオンライン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008520,shalon,342,シャロン,quiz_magic_academy,クイズマジックアカデミー,selected from contextual Japanese search evidence,FIX_DISPLAY,シャロン（クイズマジックアカデミー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008554,add_(elsword),339,エド,elsword,エルソード,selected from contextual Japanese search evidence,FIX_DISPLAY,エド（エルソード）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008589,alisha_diphda,337,アリーシャ,tales_of_(series),テイルズ オブ シリーズ,selected from contextual Japanese search evidence,FIX_DISPLAY,アリーシャ（テイルズ オブ シリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008663,thief_(final_fantasy),334,シーフ,final_fantasy,ファイナルファンタジー,selected from contextual Japanese search evidence,FIX_DISPLAY,シーフ（ファイナルファンタジー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008788,sigurd_(fire_emblem),328,シグルド,fire_emblem,ファイアーエムブレム,selected from contextual Japanese search evidence,FIX_DISPLAY,シグルド（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008964,lilith_(saikin_yatotta_maid_ga_ayashii),320,リリス,saikin_yatotta_maid_ga_ayashii,最近雇ったメイドが怪しい,selected from contextual Japanese search evidence,FIX_DISPLAY,リリス（最近雇ったメイドが怪しい）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-008998,justin_(grandia),318,ジャスティン,grandia,グランディア,selected from contextual Japanese search evidence,FIX_DISPLAY,ジャスティン（グランディア）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009544,vanessa_(kof),297,ヴァネッサ,the_king_of_fighters,キングオブファイターズ,AI監修：既存日本語表記を確認,FIX_DISPLAY,ヴァネッサ（キングオブファイターズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009564,sara_(granblue_fantasy),296,サラ,granblue_fantasy,グランブルーファンタジー,AI監修：既存日本語表記を確認,FIX_DISPLAY,サラ（グランブルーファンタジー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009587,kouhai-chan_(douki-chan),295,後輩ちゃん,ganbare_douki-chan,がんばれ同期ちゃん,AI監修：既存日本語表記を確認,FIX_DISPLAY,後輩ちゃん（がんばれ同期ちゃん）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009618,valkyrie_(vnd),294,ワルキューレ,valkyrie_no_densetsu,ワルキューレの伝説,AI監修：既存日本語表記を確認,FIX_DISPLAY,ワルキューレ（ワルキューレの伝説）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009640,mousse_(arknights),293,ムース,arknights,アークナイツ,AI監修：既存日本語表記を確認,FIX_DISPLAY,ムース（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009658,ember_(selen_tatsuki),292,エンバー,nijisanji,にじさんじ,AI監修：既存日本語表記を確認,FIX_DISPLAY,エンバー（にじさんじ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009697,nana_(ice_climber),291,ナナ,ice_climber,アイスクライマー,AI監修：日本版公式名を確認,FIX_DISPLAY,ナナ（アイスクライマー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009708,cinnamon_(nekopara),290,シナモン,nekopara,ネコぱら,AI監修：既存日本語表記を確認,FIX_DISPLAY,シナモン（ネコぱら）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009710,ed_(street_fighter),290,エド,street_fighter,ストリートファイター,AI監修：日本版公式名を確認,FIX_DISPLAY,エド（ストリートファイター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009711,faust_(arknights),290,ファウスト,arknights,アークナイツ,AI監修：既存日本語表記を確認,FIX_DISPLAY,ファウスト（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009730,vivi_(ac8231),290,ヴィヴィ,original,オリジナル,AI監修：既存日本語表記を確認,FIX_DISPLAY,ヴィヴィ（オリジナル）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009745,lala_(monster_musume),289,ララ,monster_musume_no_iru_nichijou,モンスター娘のいる日常,AI監修：既存日本語表記を確認,FIX_DISPLAY,ララ（モンスター娘のいる日常）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009760,shiva_(final_fantasy),289,シヴァ,final_fantasy,ファイナルファンタジー,AI監修：日本版公式名を確認,FIX_DISPLAY,シヴァ（ファイナルファンタジー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009798,cerberus_(shingeki_no_bahamut),287,ケルベロス,shingeki_no_bahamut,神撃のバハムート,AI監修：既存日本語表記を確認,FIX_DISPLAY,ケルベロス（神撃のバハムート）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009812,minerva_(fire_emblem),287,ミネルバ,fire_emblem,ファイアーエムブレム,AI監修：日本版公式名を確認,FIX_DISPLAY,ミネルバ（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009851,sumomo_(blue_archive),286,スモモ,blue_archive,ブルーアーカイブ,AI監修：既存日本語表記を確認,FIX_DISPLAY,スモモ（ブルーアーカイブ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-009912,kokoro_(darling_in_the_franxx),284,ココロ,darling_in_the_franxx,ダーリン・イン・ザ・フランキス,AI監修：既存日本語表記を確認,FIX_DISPLAY,ココロ（ダーリン・イン・ザ・フランキス）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-010020,akatsuki_(log_horizon),280,アカツキ,log_horizon,ログ・ホライズン,確定,FIX_DISPLAY,アカツキ（ログ・ホライズン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-010024,bastet_(p&d),280,バステト,puzzle_&_dragons,パズル＆ドラゴンズ,確定,FIX_DISPLAY,バステト（パズル＆ドラゴンズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-010038,kayn_(league),280,ケイン,league_of_legends,リーグ・オブ・レジェンド,確定,FIX_DISPLAY,ケイン（リーグ・オブ・レジェンド）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-010044,loki_(fire_emblem),280,ロキ,fire_emblem,ファイアーエムブレム,確定,FIX_DISPLAY,ロキ（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-010046,medic_(tf2),280,メディック,team_fortress_2,Team Fortress 2,確定,FIX_DISPLAY,メディック（Team Fortress 2）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-010075,retoree_(show_by_rock!!),279,レトリー,show_by_rock!!,SHOW BY ROCK!!,確定,FIX_DISPLAY,レトリー（SHOW BY ROCK!!）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-010090,duke_of_york_(azur_lane),278,デューク・オブ・ヨーク,azur_lane,アズールレーン,確定,FIX_DISPLAY,デューク・オブ・ヨーク（アズールレーン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-010111,sakura_(nikke),278,サクラ,goddess_of_victory:_nikke,勝利の女神：NIKKE,確定,FIX_DISPLAY,サクラ（勝利の女神：NIKKE）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-010153,holstein_friesian_cattle_(kemono_friends),276,ホルスタイン,kemono_friends,けものフレンズ,確定,FIX_DISPLAY,ホルスタイン（けものフレンズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-010186,king_(one_piece),275,キング,one_piece,ワンピース,確定,FIX_DISPLAY,キング（ワンピース）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
