row_id,canonical_tag,post_count,display_ja,search_ja,translation_status,translation_note,risk_flags,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top1,related_copyright_top1_coverage,family_base_canonical,family_base_display_ja,has_stronger_ja_evidence
I70-026154,ex-rika,78,里香Ex,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,里香Ex,,touhou,1.0,,,false
I70-026161,gerbera_tetra,78,AGX-04ガーベラ・テトラ,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,AGX-04ガーベラ・テトラ,,gundam,1.0,,,false
I70-026163,gladiia_(return)_(arknights),78,グラディア（return）（arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,グラディア（return）（arknights）,,arknights,1.0,gladiia_(arknights),グレイディーア,false
I70-026166,gundam_age-1_titus,78,ガンダムAGE-1タイタス,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ガンダムAGE-1タイタス,,gundam,1.0,,,false
I70-026169,hakugei_(re:zero),78,hakugei（re：ゼロ）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,hakugei（re：ゼロ）,,re:zero_kara_hajimeru_isekai_seikatsu,1.0,,,false
I70-026207,lif_(fire_emblem),78,lif（火の紋章）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,lif（火の紋章）,,fire_emblem,1.0,,,false
I70-026222,mecha_umamusume_st-2_(umamusume),78,メカウマ娘ST-2,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,メカウマ娘ST-2,,umamusume,1.0,,,false
I70-026245,noh-p.u.n.k._ze_amin,78,No-P.U.N.K.セアミン,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,No-P.U.N.K.セアミン,,yu-gi-oh!,1.0,,,false
I70-026264,rta-chan,78,RTAちゃん,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,RTAちゃん,,rta_in_japan,1.0,,,false
I70-026413,gilzaren_iii_(1st_costume),77,ギルザレンIII世(通常),,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ギルザレンIII世(通常),,nijisanji,1.0,gilzaren_iii,ギルザレンIII世,false
I70-026481,mugi_(cookie),77,MG兄貴,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,MG兄貴,,cookie_(touhou),1.0,,,false
I70-026515,sawsbuck_(autumn),77,Sawsbuck（秋）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Sawsbuck（秋）,,pokemon,1.0,sawsbuck,メブキジカ,false
I70-026760,ruka_(cookie),76,RK姉貴,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,RK姉貴,,cookie_(touhou),1.0,,,false
I70-026809,warfarin_(the_feast)_(arknights),76,ワルファリン（feast）（arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ワルファリン（feast）（arknights）,,arknights,1.0,warfarin_(arknights),ワルファリン,false
I70-026810,wii_fit_trainer_(male),76,Wii Fitトレーナー（男性）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,male_trainer_(wii_fit),male trainer (wii fit),,,Wii Fitトレーナー（男性）,,wii_fit,1.0,,,false
I70-026836,azki_(yurufuwa_casual)_(hololive),75,AZKi生誕ライブ2025,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,azki_(7th_costume)_(hololive),azki (7th costume) (hololive),,,AZKi生誕ライブ2025,,hololive,1.0,azki_(hololive),AZKi,false
I70-026868,eve_(2nas)_(elsword),75,イブ（2NAS）（エルソード）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,イブ（2NAS）（エルソード）,,elsword,1.0,eve_(elsword),イヴ,false
I70-026894,iinchou_(trouble_spirit),75,iinchou（トラブルスピリット）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,iinchou（トラブルスピリット）,,original,0.973333,,,false
I70-027010,shiraishi_haruhi_(yugaa),75,あざとJK,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,azato_jk_(yugaa),azato jk (yugaa),,,あざとJK,,original,1.0,,,false
I70-027025,tamamo_cat_(lostroom_outfit)_(fate),75,タマモ猫（Lostroom Outfit）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,タマモ猫（Lostroom Outfit）（運命）,,fate/grand_order,1.0,,,false
I70-027030,the_baddest_ahri,75,最も悪いahri,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,最も悪いahri,,league_of_legends,1.0,,,false
I70-027067,annyui_(cookie),74,ANNYUI姉貴,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,ANNYUI姉貴,,cookie_(touhou),0.986111,,,false
I70-027105,doomfist_(overwatch),74,Doomfist（オーバーウォッチ）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,akande_ogundimu,akande ogundimu,,,Doomfist（オーバーウォッチ）,,overwatch,1.0,,,false
I70-027137,heavyrain_(tranquil_moss)_(arknights),74,Heavyrain（静かな苔）（Arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Heavyrain（静かな苔）（Arknights）,,arknights,1.0,heavyrain_(arknights),ヘビーレイン(アークナイツ),false
I70-027180,lily_artemis_ii_(stellar_blade),74,リリー・アルテミスII世,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,リリー・アルテミスII世,,stellar_blade,1.0,,,false
I70-027189,maria_tr,74,マリアtr,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,マリアtr,,dungeon_and_fighter,1.0,,,false
I70-027256,saileach_(appreciate_fragrance)_(arknights),74,Saileach（感謝の香り）（Arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Saileach（感謝の香り）（Arknights）,,arknights,1.0,saileach_(arknights),サイラッハ,false
I70-027299,unfezant_(female),74,Unfezant（女性）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Unfezant（女性）,,pokemon,1.0,unfezant,ケンホロウ,false
I70-027337,arnval_mk2,73,アーンヴァルMk.2,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,アーンヴァルMk.2,,busou_shinki,1.0,,,false
I70-027339,assistant_waddle_dee,73,ADワドルディ,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ADワドルディ,,kirby_(series),1.0,,,false
I70-027379,dr._crygor,73,Dr.クライゴア,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Dr.クライゴア,,warioware,1.0,,,false
I70-027412,hasumi_rain,73,hasumi雨,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,hasumi雨,,valkyrie_drive,1.0,,,false
I70-027630,hakumei_(hakumei_to_mikochi),72,hakumei（hakumeiからmikochi）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,hakumei（hakumeiからmikochi）,,hakumei_to_mikochi,1.0,,,false
I70-027713,miura_cat,72,MUR猫,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,MUR猫,,cookie_(touhou),1.0,,,false
I70-027791,takamachi_nanoha_(formula_ii),72,フォーミュラII,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,フォーミュラII,,lyrical_nanoha,1.0,takamachi_nanoha,高町なのは,false
I70-027793,takanashi_kiara_(phoenix),72,高野kiara（フェニックス）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,高野kiara（フェニックス）,,hololive,1.0,takanashi_kiara,小鳥遊キアラ,false
I70-027862,cagliostro_(halloween)_(granblue_fantasy),71,Cagliostro（Halloween）（Granblueファンタジー）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Cagliostro（Halloween）（Granblueファンタジー）,,granblue_fantasy,1.0,cagliostro_(granblue_fantasy),カリオストロ,false
I70-027888,echoes_act3,71,エコーズACT3,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,エコーズACT3,,jojo_no_kimyou_na_bouken,1.0,,,false
I70-027943,izmir_(summer)_(granblue_fantasy),71,izmir（夏）（グランブルーファンタジー）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,izmir（夏）（グランブルーファンタジー）,,granblue_fantasy,1.0,izmir,イシュミール,false
I70-028005,nagato_(meta)_(azur_lane),71,長門META,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,長門META,,azur_lane,1.0,nagato_(azur_lane),長門,false
I70-028021,ootsuki_makoto,71,松村ma,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,松村ma,,iyagatteru_kimi_ga_suki,0.826087,,,false
I70-028175,girl_dm,70,女の子DM,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,女の子DM,,indie_virtual_youtuber,0.982143,,,false
I70-028178,golden_bb_(fate),70,ゴールデンBB,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,ゴールデンBB,,fate_(series),1.0,,,false
I70-028192,ilsa_(summer)_(granblue_fantasy),70,ILSA（夏）（グランブルーファンタジー）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,ILSA（夏）（グランブルーファンタジー）,,granblue_fantasy,1.0,ilsa_(granblue_fantasy),イルザ,false
I70-028369,zaku_ii_s,70,指揮官用ザクII,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,指揮官用ザクII,,gundam,1.0,,,false
I70-028479,kabe_taijin,69,KABE太人,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,KABE太人,,paripi_koumei,1.0,,,false
I70-028524,manannan_mac_lir_(first_ascension)_(fate),69,Manannan Mac Lir（最初の昇天）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Manannan Mac Lir（最初の昇天）（運命）,,fate/grand_order,1.0,,,false
I70-028667,anise_azeat,68,アニスのazeat,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,アニスのazeat,,galaxy_angel,1.0,,,false
I70-028726,gaplant,68,ORX-005ギャプラン,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ORX-005ギャプラン,,gundam,1.0,,,false
I70-028759,iskandar_(sensha_otoko)_(fate),68,Iskandar（Sensha Otoko）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Iskandar（Sensha Otoko）（運命）,,fate_(series),1.0,iskandar_(fate),イスカンダル（Fate）,false
I70-028809,mayano_top_gun_(party_formation)_(umamusume),68,フォーメーション:PARTY,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,mayano_top_gun_(formation:_party)_(umamusume),mayano top gun (formation: party) (umamusume),,,フォーメーション:PARTY,,umamusume,1.0,mayano_top_gun_(umamusume),マヤノトップガン（ウマ娘）,false
I70-028829,mr._nicholai_(blue_archive),68,Mr.ニコライ,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,Mr.ニコライ,,blue_archive,1.0,,,false
I70-028856,parasister_(vtuber),68,草履虫para,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,草履虫para,,indie_virtual_youtuber,0.911765,,,false
I70-028857,penthesilea_(amazones_ceo)_(fate),68,アマゾネスCEO,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,アマゾネスCEO,,fate/grand_order,1.0,penthesilea_(fate),ペンテシレイア（Fate）,false
I70-028859,phainon_(anan)_(honkai:_star_rail),68,ファイノンanan表紙,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,ファイノンanan表紙,,honkai:_star_rail,1.0,,,false
I70-028879,ryu_(breath_of_fire_i),68,ryuu（火の呼吸i）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,ryuu_(breath_of_fire_i),ryuu (breath of fire i),,,ryuu（火の呼吸i）,,breath_of_fire,1.0,,,false
I70-028902,sugiyama_mio,68,杉山mio,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,杉山mio,,fault!!,1.0,,,false
I70-028907,tadashi_hamada,68,hamadaの田田,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,hamadaの田田,,big_hero_6,1.0,,,false
I70-028933,vf-1_strike,68,VF-1ストライク,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,VF-1ストライク,,macross,1.0,,,false
I70-028997,eahta_(granblue_fantasy),67,Eahta（Granblueファンタジー）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,okto,okto,,,Eahta（Granblueファンタジー）,,granblue_fantasy,1.0,,,false
I70-029012,gammei_(live_a_hero),67,gammei（ライブAヒーロー）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,gammei（ライブAヒーロー）,,live_a_hero,1.0,,,false
I70-029294,dj_sona,66,DJソナ,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,DJソナ,,league_of_legends,1.0,,,false
I70-029309,fire_valkyrie,66,VF-19改,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,VF-19改,,macross,1.0,,,false
I70-029332,hornet_ii_(azur_lane),66,ホーネットII(アズールレーン),,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ホーネットII(アズールレーン),,azur_lane,1.0,,,false
I70-029368,kroos_(the_mag)_(arknights),66,kroos（雑誌）（arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,kroos（雑誌）（arknights）,,arknights,1.0,kroos_(arknights),クルース,false
I70-029391,m3gan_(character),66,ミーガンM3GAN,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,ミーガンM3GAN,,m3gan,1.0,,,false
I70-029497,unova_mother_(pokemon_bw),66,BW主人公ママ,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,BW主人公ママ,,pokemon,1.0,,,false
I70-029507,wowaka,66,wowakaさん,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,wowakaさん,,vocaloid,0.967742,,,false
I70-029535,akane_(cookie),65,AKN姉貴,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,AKN姉貴,,cookie_(touhou),1.0,,,false
I70-029568,cardinal_armand,65,枢機Armand,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,枢機Armand,,last_origin,1.0,,,false
I70-029594,eska_(cookie),65,ESK姉貴,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,ESK姉貴,,cookie_(touhou),1.0,,,false
I70-029620,ham_na-bi,65,ハムna-bi,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ハムna-bi,,bural_chingu,1.0,,,false
I70-029621,hambrabi,65,RX-139ハンブラビ,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,RX-139ハンブラビ,,gundam,1.0,,,false
I70-029694,metal_gear_rex,65,メタルギアREX,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,メタルギアREX,,metal_gear_(series),0.983333,,,false
I70-029705,miyaguchi_kei,65,宮口kei,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,宮口kei,,original,1.0,,,false
I70-029774,scathach-skadi_(second_ascension)_(fate),65,Scathach Skadi（2回目の昇天）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,scathach_skadi_(second_ascension)_(fate),scathach skadi (second ascension) (fate),,,Scathach Skadi（2回目の昇天）（運命）,,fate/grand_order,1.0,scathach-skadi_(fate),スカサハ＝スカディ,false
I70-029962,kisaragi_chihaya_(oathone),64,如月千早武道館単独公演OathOne,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,如月千早武道館単独公演OathOne,,idolmaster,1.0,kisaragi_chihaya,如月千早,false
I70-030125,skyfire_(temperature_difference)_(arknights),64,Skyfire（温度差）（Arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Skyfire（温度差）（Arknights）,,arknights,1.0,skyfire_(arknights),スカイフレア,false
I70-030256,exusiai_(wild_operation)_(arknights),63,Exusiai（野生操作）（Arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Exusiai（野生操作）（Arknights）,,arknights,1.0,exusiai_(arknights),エクシア（アークナイツ）,false
I70-030260,fine_motion's_bodyguard_captain,63,SP隊長(ウマ娘),,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,SP隊長(ウマ娘),,umamusume,1.0,,,false
I70-030287,haohi_(less),63,haohi（より少ない）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,haohi（より少ない）,,original,1.0,,,false
I70-030328,kijo_kouyou_(third_ascension)_(fate),63,Kijo Kouyou（3番目の昇天）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Kijo Kouyou（3番目の昇天）（運命）,,fate/grand_order,1.0,,,false
I70-030354,lindwurm_(last_origin),63,lindwurm（最後の起源）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,p-29_lindwurm,p-29 lindwurm,,,lindwurm（最後の起源）,,last_origin,1.0,,,false
I70-030419,reu_daikon,63,RU大根,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,RU大根,,cookie_(touhou),1.0,,,false
I70-030421,rije_(ikeuchi_tanuma),63,rije（青木タヌマ）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,rije（青木タヌマ）,,original,1.0,,,false
I70-030435,shi_huang_di_(third_ascension)_(fate),63,Shi Huang di（3番目の昇天）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Shi Huang di（3番目の昇天）（運命）,,fate/grand_order,1.0,shi_huang_di_(fate),始皇帝,false
I70-030454,swordfish_ii,63,メカジキII,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,メカジキII,,cowboy_bebop,1.0,,,false
I70-030471,tokihara_sayuki,63,東海丸ki,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,東海丸ki,,kawaikereba_hentai_demo_suki_ni_natte_kuremasu_ka?,1.0,,,false
I70-030565,dobermann_(lieutenant)_(arknights),62,Dobermann（中Li）（Arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,dobermann_(ensign)_(arknights),dobermann (ensign) (arknights),,,Dobermann（中Li）（Arknights）,,arknights,1.0,dobermann_(arknights),ドーベルマン(アークナイツ),false
I70-030578,evil_twin's_trouble_sunny,62,Evil★Twin'sトラブル・サニー,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Evil★Twin'sトラブル・サニー,,yu-gi-oh!,1.0,,,false
I70-030582,fletcher_mk_ii_(swimsuit)_(kancolle),62,フレッチャーMk.II(水着),,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,フレッチャーMk.II(水着),,kantai_collection,1.0,fletcher_mk_ii_(kancolle),フレッチャーMk.II,false
I70-030666,liskarm_(overload)_(arknights),62,Liskarm（オーバーロード）（Arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Liskarm（オーバーロード）（Arknights）,,arknights,1.0,liskarm_(arknights),リスカム,false
I70-030759,scathach_(first_ascension)_(fate),62,Scathach（最初の昇天）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Scathach（最初の昇天）（運命）,,fate/grand_order,1.0,,,false
I70-030776,star_guardian_syndra,62,スターガーディアンsyndra,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,スターガーディアンsyndra,,league_of_legends,1.0,,,false
I70-030806,wall-e_(character),62,WALL・E,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,WALL・E,,wall-e,1.0,,,false
I70-030853,anre_(granblue_fantasy),61,Anre（Granblueファンタジー）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,uno_(granblue_fantasy),uno (granblue fantasy),,,Anre（Granblueファンタジー）,,granblue_fantasy,1.0,,,false
I70-030884,ce-tan,61,CEたん,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,ce,ce,,,CEたん,,os-tan,1.0,,,false
I70-030899,destiny_gundam_spec_ii,61,デスティニーガンダムSpecII,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,デスティニーガンダムSpecII,,gundam,1.0,,,false
I70-030928,fujimaru_ritsuka_(female)_(starlight_fest),61,藤原ritsuka（女性）（スターライトフェスト）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,藤原ritsuka（女性）（スターライトフェスト）,,fate/grand_order,1.0,,,false
I70-030930,fujiwara_no_mokou_(phoenix),61,藤原no mokou（フェニックス）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,藤原no mokou（フェニックス）,,touhou,1.0,fujiwara_no_mokou,藤原妹紅,false
I70-030937,gm_ii,61,ジムII,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ジムII,,gundam,0.982143,,,false
I70-030971,ichijo_daisuke,61,一生大suke,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,一生大suke,,resort_boin,0.981481,,,false
I70-031096,prototype_bulin_mkii_(azur_lane),61,試作型ブリMKII,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,trial_bullin_mkii_(azur_lane),trial bullin mkii (azur lane),,,試作型ブリMKII,,azur_lane,1.0,,,false
I70-031298,gundam_mk_v,60,ガンダムMk-V,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ガンダムMk-V,,gundam,1.0,,,false
I70-031368,komeiji_koishi_(cat),60,Komeiji Koishi（猫）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Komeiji Koishi（猫）,,touhou,1.0,komeiji_koishi,古明地こいし,false
I70-031411,marianne_vi_britannia,60,マリアンヌVIブリタニア,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,マリアンヌVIブリタニア,,code_geass,1.0,,,false
