row_id,canonical_tag,post_count,display_ja,family_base_canonical,family_base_display_ja,translation_note,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-024128,z11_(service_sincerity_and_insolvency)_(azur_lane),88,金策、奉仕、素直の姿,z11_(azur_lane),Z11(アズールレーン),variant/form rendering plausible but not independently verified,FIX_DISPLAY,Z11(アズールレーン)（金策、奉仕、素直の姿）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024129,z46_(her_first_summer)_(azur_lane),88,ファーストサマー,z46_(azur_lane),Z46,variant/form rendering plausible but not independently verified,FIX_DISPLAY,Z46（ファーストサマー）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024193,hindenburg_(dancer_of_the_deep_chamber)_(azur_lane),87,深閨の魅舞,hindenburg_(azur_lane),ヒンデンブルク,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ヒンデンブルク（深閨の魅舞）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024195,honoka_(summer_angel_on_the_shore)_(doa),87,岸辺のサマーエンジェル,honoka_(doa),ほのか,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ほのか（岸辺のサマーエンジェル）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024219,komeiji_koishi_(spontaneous_white_beauty),87,白貌の無為,komeiji_koishi,古明地こいし,variant/form rendering plausible but not independently verified,FIX_DISPLAY,古明地こいし（白貌の無為）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024317,tsurumaru_tsuyoshi_(dream_bold_stand_tall_tsuyoshi!)_(umamusume),87,志、高し、強し!,tsurumaru_tsuyoshi_(umamusume),ツルマルツヨシ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ツルマルツヨシ（志、高し、強し!）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024332,aerith_gainsborough_(bahamut_robe),86,バハムートローブ,aerith_gainsborough,エアリス・ゲインズブール,variant/form rendering plausible but not independently verified,FIX_DISPLAY,エアリス・ゲインズブール（バハムートローブ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024367,deoxys_(speed),86,スピードフォルム,deoxys,デオキシス,Japanese Pokemon form/name candidate consistent with franchise context,FIX_DISPLAY,デオキシス（スピードフォルム）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024444,murata_himeko_(arctic_kriegsmesser),86,極地の戦刃,murata_himeko,無量塔姫子,variant/form rendering plausible but not independently verified,FIX_DISPLAY,無量塔姫子（極地の戦刃）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024487,southern_italy_(female)_(hetalia),86,にょ子分,southern_italy_(hetalia),ロヴィーノ・ヴァルガス,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ロヴィーノ・ヴァルガス（にょ子分）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024533,aston_machan_(everlasting_candy)_(umamusume),85,溶けない砂糖菓子,aston_machan_(umamusume),アストンマーチャン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,アストンマーチャン（溶けない砂糖菓子）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024567,el_condor_pasa_(kukulkan_warrior)_(umamusume),85,ククルカン・モンク,el_condor_pasa_(umamusume),エルコンドルパサー,variant/form rendering plausible but not independently verified,FIX_DISPLAY,エルコンドルパサー（ククルカン・モンク）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024596,helena_(shimmering_triangle_wave)_(azur_lane),85,光輝のトライアングルウェーブ,helena_(azur_lane),ヘレナ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ヘレナ（光輝のトライアングルウェーブ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024604,indou_hikaru_(human),85,忌堂光,indou_hikaru,ヒカル,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ヒカル（忌堂光）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024615,kaname_madoka_(haregi_ver.),85,晴着まどか,kaname_madoka,鹿目まどか,variant/form rendering plausible but not independently verified,FIX_DISPLAY,鹿目まどか（晴着まどか）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024784,drake_(the_golden_hind's_respite)_(azur_lane),84,黄金鹿の無聊タイム,drake_(azur_lane),ドレイク,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ドレイク（黄金鹿の無聊タイム）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024807,germany_(female)_(hetalia),84,にょいつ‪,germany_(hetalia),ルートヴィッヒ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ルートヴィッヒ（にょいつ‪）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024833,kamen_rider_drive_(type_speed),84,タイプスピード,kamen_rider_drive,ドライブ(仮面ライダー),variant/form rendering plausible but not independently verified,FIX_DISPLAY,ドライブ(仮面ライダー)（タイプスピード）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024852,laffey_(white_rabbit's_oath)_(azur_lane),84,ウサウサブライド,laffey_(azur_lane),ラフィー,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ラフィー（ウサウサブライド）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024872,milla_maxwell_(tox2),84,分史ミラ,milla_maxwell,ミラ＝マクスウェル,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ミラ＝マクスウェル（分史ミラ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024876,miyamizu_mitsuha_(possessed),84,瀧入り三葉,miyamizu_mitsuha,宮水三葉,variant/form rendering plausible but not independently verified,FIX_DISPLAY,宮水三葉（瀧入り三葉）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024920,satono_crown_(sunny_island_splendor)_(umamusume),84,晴島花麗,satono_crown_(umamusume),サトノクラウン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,サトノクラウン（晴島花麗）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-024964,aerith_gainsborough_(sunny_robe),83,サンシャインローブ,aerith_gainsborough,エアリス・ゲインズブール,variant/form rendering plausible but not independently verified,FIX_DISPLAY,エアリス・ゲインズブール（サンシャインローブ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025006,chapayev_(the_captive_cavalier)_(azur_lane),83,縛られし白騎兵,chapayev_(azur_lane),チャパエフ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,チャパエフ（縛られし白騎兵）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025040,hatsune_miku_(regret),83,リグレット,hatsune_miku,初音ミク,variant/form rendering plausible but not independently verified,FIX_DISPLAY,初音ミク（リグレット）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025081,laffey_(bunny_idol_@unmotivated)_(azur_lane),83,ウサウサアイドル・てきとー,laffey_(azur_lane),ラフィー,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ラフィー（ウサウサアイドル・てきとー）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025102,marvelous_sunday_(kira_doki_waku_mabe)_(umamusume),83,☆キラ★ドキ☆ワク∞マベ∞,marvelous_sunday_(umamusume),マーベラスサンデー,variant/form rendering plausible but not independently verified,FIX_DISPLAY,マーベラスサンデー（☆キラ★ドキ☆ワク∞マベ∞）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025113,musashi_(violet_moonglow)_(azur_lane),83,月影の菫,musashi_(azur_lane),武蔵,variant/form rendering plausible but not independently verified,FIX_DISPLAY,武蔵（月影の菫）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025152,sakura_laurel_(oni_laurel)_(umamusume),83,鬼コスローレル,sakura_laurel_(umamusume),サクラローレル,variant/form rendering plausible but not independently verified,FIX_DISPLAY,サクラローレル（鬼コスローレル）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025176,tamamo_no_mae_(sexy_bikini)_(fate),83,せくすぃーびきに,tamamo_no_mae_(fate),玉藻の前（Fate）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,玉藻の前（Fate）（せくすぃーびきに）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025203,air_groove_(quercus_civilis)_(umamusume),82,クエルクス・キウィーリス,air_groove_(umamusume),エアグルーヴ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,エアグルーヴ（クエルクス・キウィーリス）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025211,august_von_parseval_(the_unhulde's_midday_respite)_(azur_lane),82,魔女の昼下がり,august_von_parseval_(azur_lane),アウグスト・フォン・パーセヴァル,variant/form rendering plausible but not independently verified,FIX_DISPLAY,アウグスト・フォン・パーセヴァル（魔女の昼下がり）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025241,fumizuki_(sleepy_fairy)_(azur_lane),82,ねぼけてフェアリー,fumizuki_(azur_lane),文月,variant/form rendering plausible but not independently verified,FIX_DISPLAY,文月（ねぼけてフェアリー）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025260,hyakumantenbara_salome_(casual),82,サロメのゴージャス新衣装,hyakumantenbara_salome,壱百満天原サロメ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,壱百満天原サロメ（サロメのゴージャス新衣装）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025263,inari_one_(fields_of_gold)_(umamusume),82,夢ノ金原,inari_one_(umamusume),イナリワン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,イナリワン（夢ノ金原）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025281,kallen_kaslana_(sundenjager),82,原罪猎人,kallen_kaslana,カレン・カスラナ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,カレン・カスラナ（原罪猎人）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025382,tar-21_(night_at_the_bar)_(girls'_frontline),82,夜更けのバー,tar-21_(girls'_frontline),TAR-21,variant/form rendering plausible but not independently verified,FIX_DISPLAY,TAR-21（夜更けのバー）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025436,cloud_strife_(ocean_chocobo),81,オーシャンチョコボ,cloud_strife,クラウド・ストライフ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,クラウド・ストライフ（オーシャンチョコボ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025481,ines_fujin_(melty_gift)_(umamusume),81,スイートメモリー・ティータイム,ines_fujin_(umamusume),アイネスフウジン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,アイネスフウジン（スイートメモリー・ティータイム）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025483,irisviel_von_einzbern_(halloween_princess),81,ハロウィン・プリンセス,irisviel_von_einzbern,アイリスフィール・フォン・アインツベルン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,アイリスフィール・フォン・アインツベルン（ハロウィン・プリンセス）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025495,kamen_rider_ooo_(tajador_combo),81,タジャドル,kamen_rider_ooo,仮面ライダーオーズ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,仮面ライダーオーズ（タジャドル）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025496,kamen_rider_ooo_(tatoba_combo),81,タトバコンボ,kamen_rider_ooo,仮面ライダーオーズ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,仮面ライダーオーズ（タトバコンボ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025571,rita_rossweisse_(spina_astera),81,繚乱のスタースピーナ,rita_rossweisse,リタ・ロスヴァイセ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,リタ・ロスヴァイセ（繚乱のスタースピーナ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025574,scylla_(a_maid's_judgment)_(azur_lane),81,熱砂のジャッジメント,scylla_(azur_lane),シラ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,シラ（熱砂のジャッジメント）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025642,ayanami_(nightfall_raiment)_(azur_lane),80,闇然礼装,ayanami_(azur_lane),綾波（アズールレーン）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,綾波（アズールレーン）（闇然礼装）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025661,cleopatra_(stars_and_roses)_(azur_lane),80,星辰と薔薇,cleopatra_(azur_lane),クレオパトラ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,クレオパトラ（星辰と薔薇）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025712,kagamine_rin_(black_star),80,ブラックスター,kagamine_rin,鏡音リン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,鏡音リン（ブラックスター）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025753,mogador_(diving_for_desire)_(azur_lane),80,スウェティ・ダイビング,mogador_(azur_lane),モガドール,variant/form rendering plausible but not independently verified,FIX_DISPLAY,モガドール（スウェティ・ダイビング）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025789,reisalin_stout_(late_night_alchemist),80,夜更かしアルケミスト,reisalin_stout,ライザリン・シュタウト,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ライザリン・シュタウト（夜更かしアルケミスト）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025892,cloud_strife_(official_festive_garb),79,祝賀の礼装,cloud_strife,クラウド・ストライフ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,クラウド・ストライフ（祝賀の礼装）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025899,cure_happy_(princess_form),79,プリンセスハッピー,cure_happy,キュアハッピー,variant/form rendering plausible but not independently verified,FIX_DISPLAY,キュアハッピー（プリンセスハッピー）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025900,cure_peace_(princess_form),79,プリンセスピース,cure_peace,キュアピース,variant/form rendering plausible but not independently verified,FIX_DISPLAY,キュアピース（プリンセスピース）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-025902,cygnet_(sea_star_on_shore)_(azur_lane),79,海辺の十字星,cygnet_(azur_lane),シグニット,variant/form rendering plausible but not independently verified,FIX_DISPLAY,シグニット（海辺の十字星）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-026025,rice_shower_(day_i_dreamed_of)_(umamusume),79,あこがれの景色,rice_shower_(umamusume),ライスシャワー（ウマ娘）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ライスシャワー（ウマ娘）（あこがれの景色）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-026064,tamamo_cross_(fierce_thunder_god)_(umamusume),79,猛ル鳴神,tamamo_cross_(umamusume),タマモクロス（ウマ娘）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,タマモクロス（ウマ娘）（猛ル鳴神）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-026102,aerith_gainsborough_(festive_crimson_attire),78,紅華の晴れ着,aerith_gainsborough,エアリス・ゲインズブール,variant/form rendering plausible but not independently verified,FIX_DISPLAY,エアリス・ゲインズブール（紅華の晴れ着）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-026132,brynhild_(cheer_for_master)_(fate),78,チア・フォー・マスター,brynhild_(fate),ブリュンヒルデ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ブリュンヒルデ（チア・フォー・マスター）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-026133,buena_vista_(old_design)_(umamusume),78,ゼッケン2番のウマ娘,buena_vista_(umamusume),ブエナビスタ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ブエナビスタ（ゼッケン2番のウマ娘）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
