row_id,canonical_tag,category_name,post_count,display_ja,search_ja,translation_note,risk_flags,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-026974,park_noah,Character,75,park noah,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-027586,bear_tsukasa,Character,72,bear tsukasa,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-027711,mishima_akane,Character,72,mishima akane,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-028224,let_me_solo_her,Character,70,let me solo her,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-028397,bloody_crow_of_cainhurst,Character,69,bloody crow of cainhurst,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-028610,shiriri_(cookie),Character,69,shiriri (cookie),,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-028648,winged_victory_mercy,Character,69,winged victory mercy,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-029015,geronimo_jr,Character,67,geronimo jr,,non-Japanese punctuation/orthography,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-029020,great_britain_(cyborg_009),Character,67,great britain (cyborg 009),,non-Japanese punctuation/orthography,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-029075,loly_aivirrne,Character,67,loly aivirrne,,non-Japanese punctuation/orthography,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-029567,call_e,Character,65,call e,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-029866,bye-bye_dust_(infinity_nikki),Character,64,bye-bye dust (infinity nikki),,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-030110,shadow_(fate/stay_night),Character,64,shadow (fate/stay night),,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-030115,shikai_yue,Character,64,shikai yue,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-030643,kawaii_voltage_wattson,Character,62,kawaii voltage wattson,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-031241,chained_sarkaz_girl_(arknights),Character,60,chained sarkaz girl (arknights),,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-031260,deep_current_wattson,Character,60,deep current wattson,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-031712,fujimoto_atsuko,Character,59,fujimoto atsuko,敦子さん,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_MISSING_FROM_SEARCH | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-033719,blue-haired_boy_(how_to_draw_manga),Character,54,blue-haired boy (how to draw manga),青い髪の少年,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_MISSING_FROM_SEARCH | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-034475,the_original_starwalker,Character,53,the original starwalker,,manual QA: candidate may be fan-made or mistransliterated; requires verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-034505,waitress_zundamon,Character,53,waitress zundamon,,manual QA: candidate may be fan-made or mistransliterated; requires verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-034537,alice_third_macy,Character,52,alice third macy,,non-Japanese punctuation/orthography,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-034600,date_wingfield_reiko,Character,52,date wingfield reiko,,manual QA: candidate may be fan-made or mistransliterated; requires verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-035121,hera-is_(p&d),Character,51,hera-is (p&d),,non-Japanese punctuation/orthography,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-035231,mike_ehrmantraut,Character,51,mike ehrmantraut,,manual QA: candidate may be fan-made or mistransliterated; requires verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-036011,science_adventure,Copyright,16914,science adventure,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-036058,rwby,Copyright,12800,rwby,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-036408,honkai_gakuen,Copyright,3102,honkai gakuen,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-036424,the_legend_of_luo_xiaohei,Copyright,2939,the legend of luo xiaohei,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-036452,brown_dust_(series),Copyright,2728,brown dust (series),,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-036524,lord_of_the_mysteries,Copyright,2365,lord of the mysteries,,conservative fallback; Japanese title evidence is absent or ambiguous,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-036672,little_nuns_(diva),Copyright,1853,little nuns (diva),,conservative fallback; Japanese title evidence is absent or ambiguous,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-036848,.hack//,Copyright,1462,.hack//,,conservative fallback; Japanese title evidence is absent or ambiguous,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-037576,aespa,Copyright,629,aespa,,Japanese rendering requires manual verification or source evidence is insufficient,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-037933,.flow,Copyright,481,.flow,,Japanese rendering requires manual verification or source evidence is insufficient,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
