row_id,canonical_tag,post_count,display_ja,related_copyright_top1,copyright_display_context,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-026505,rin_(princess_connect!),77,リン,princess_connect!,プリンセスコネクト！,FIX_DISPLAY,リン（プリンセスコネクト！）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026621,dahlia_(pokemon),76,ダリア,pokemon,ポケットモンスター,FIX_DISPLAY,ダリア（ポケットモンスター）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026635,fee_(fire_emblem),76,フィー,fire_emblem,ファイアーエムブレム,FIX_DISPLAY,フィー（ファイアーエムブレム）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026673,irem_(black_survival),76,イレム,black_survival,ブラックサバイバル,FIX_DISPLAY,イレム（ブラックサバイバル）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026684,kanon_(pripara),76,かのん,pretty_series,プリティーシリーズ,FIX_DISPLAY,かのん（プリティーシリーズ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026693,kolulu_(granblue_fantasy),76,コルル,granblue_fantasy,グランブルーファンタジー,FIX_DISPLAY,コルル（グランブルーファンタジー）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026716,merida_angel,76,メリダ,assassins_pride,アサシンズプライド,FIX_DISPLAY,メリダ（アサシンズプライド）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026745,preschooler_(pokemon),76,えんじ,pokemon,ポケットモンスター,FIX_DISPLAY,えんじ（ポケットモンスター）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026786,sugiru_(napoli_no_otokotachi),76,すぎる,napoli_no_otokotachi,ナポリの男たち,FIX_DISPLAY,すぎる（ナポリの男たち）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026858,dia_(shugo_chara!),75,ダイヤ,shugo_chara!,しゅごキャラ！,FIX_DISPLAY,ダイヤ（しゅごキャラ！）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026883,harie_(granblue_fantasy),75,ハリエ,granblue_fantasy,グランブルーファンタジー,FIX_DISPLAY,ハリエ（グランブルーファンタジー）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026927,lemo_(dragon_ball),75,レモ,dragon_ball,ドラゴンボール,FIX_DISPLAY,レモ（ドラゴンボール）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026935,lobco_(funamusea),75,ロブコ,funamusea,海底囚人,FIX_DISPLAY,ロブコ（海底囚人）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026936,loen_(shining_nikki),75,ロアン,nikki_(series),ニキシリーズ,FIX_DISPLAY,ロアン（ニキシリーズ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026942,meg_(bakuretsu_tenshi),75,メグ,bakuretsu_tenshi,爆裂天使,FIX_DISPLAY,メグ（爆裂天使）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-026988,ryme_(pokemon),75,ライム,pokemon,ポケットモンスター,FIX_DISPLAY,ライム（ポケットモンスター）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027006,shihoru_(grimgar),75,シホル,hai_to_gensou_no_grimgar,灰と幻想のグリムガル,FIX_DISPLAY,シホル（灰と幻想のグリムガル）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027092,celeste_(animal_crossing),74,フーコ,animal_crossing,どうぶつの森,FIX_DISPLAY,フーコ（どうぶつの森）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027168,kohaku_(rune_factory),74,コハク,rune_factory,ルンファク,FIX_DISPLAY,コハク（ルンファク）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027179,leona_(granblue_fantasy),74,レオナ,granblue_fantasy,グランブルーファンタジー,FIX_DISPLAY,レオナ（グランブルーファンタジー）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027193,merric_(fire_emblem),74,マリク,fire_emblem,ファイアーエムブレム,FIX_DISPLAY,マリク（ファイアーエムブレム）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027210,muimi_(princess_connect!),74,ムイミ,princess_connect!,プリンセスコネクト！,FIX_DISPLAY,ムイミ（プリンセスコネクト！）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027229,opera_(iruma-kun),74,オペラ,mairimashita!_iruma-kun,魔入りました！入間くん,FIX_DISPLAY,オペラ（魔入りました！入間くん）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027278,sue_(fire_emblem),74,スー,fire_emblem,ファイアーエムブレム,FIX_DISPLAY,スー（ファイアーエムブレム）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027290,teba_(zelda),74,テバ,the_legend_of_zelda,ゼルダの伝説,FIX_DISPLAY,テバ（ゼルダの伝説）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027317,ada_(iyowa),73,アダ,iyowa_girls,いよわガールズ,FIX_DISPLAY,アダ（いよわガールズ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027353,benny_(fire_emblem),73,ブノワ,fire_emblem,ファイアーエムブレム,FIX_DISPLAY,ブノワ（ファイアーエムブレム）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027354,benya_(tales_weaver),73,ベンヤ,tales_weaver,テイルズウィーバー,FIX_DISPLAY,ベンヤ（テイルズウィーバー）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027365,chise_(ichiri),73,チセ,boku_no_risou_no_isekai_seikatsu,ボクの理想の異世界生活,FIX_DISPLAY,チセ（ボクの理想の異世界生活）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027437,jo_(bakuretsu_tenshi),73,ジョウ,bakuretsu_tenshi,爆裂天使,FIX_DISPLAY,ジョウ（爆裂天使）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027456,kyumi_(mannack),73,キュミ,original,オリジナル,FIX_DISPLAY,キュミ（オリジナル）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027507,rapp_(grandia),73,ラップ,grandia,グランディア,FIX_DISPLAY,ラップ（グランディア）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027600,clala,72,クララ,quiz_magic_academy,クイズマジックアカデミー,FIX_DISPLAY,クララ（クイズマジックアカデミー）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027602,coola_(en_ciel_rena),72,クーラ,kourin_tenshi_en_ciel_rena,光臨天使エンシェル・レナ,FIX_DISPLAY,クーラ（光臨天使エンシェル・レナ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027644,holly_(monster_farm),72,ホリィ,monster_farm,モンスターファーム,FIX_DISPLAY,ホリィ（モンスターファーム）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027707,merida_(brave),72,メリダ,brave_(pixar),メリダとおそろしの森,FIX_DISPLAY,メリダ（メリダとおそろしの森）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027752,recri_(narumi_arata),72,レクリ,original,オリジナル,FIX_DISPLAY,レクリ（オリジナル）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027766,seira_(yuki_touko),72,せいら,original,オリジナル,FIX_DISPLAY,せいら（オリジナル）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027812,vika_(fire_emblem),72,ビーゼ,fire_emblem,ファイアーエムブレム,FIX_DISPLAY,ビーゼ（ファイアーエムブレム）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027845,azir_(league),71,アジル,league_of_legends,リーグ・オブ・レジェンド,FIX_DISPLAY,アジル（リーグ・オブ・レジェンド）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027855,bobo_(miracle_nikki),71,ポポ,miracle_nikki,ミラクルニキ,FIX_DISPLAY,ポポ（ミラクルニキ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027960,kiba_(wolf's_rain),71,キバ,wolf's_rain,ウルフズレイン,FIX_DISPLAY,キバ（ウルフズレイン）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027973,luca_(shironeko_project),71,ルカ,shironeko_project,白猫プロジェクト,FIX_DISPLAY,ルカ（白猫プロジェクト）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-027974,luna_(mujin_wakusei_survive),71,ルナ,mujin_wakusei_survive,無人惑星サヴァイヴ,FIX_DISPLAY,ルナ（無人惑星サヴァイヴ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028019,onia_(pokemon),71,コニア,pokemon,ポケットモンスター,FIX_DISPLAY,コニア（ポケットモンスター）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028110,zephia_(fire_emblem),71,セピア,fire_emblem,ファイアーエムブレム,FIX_DISPLAY,セピア（ファイアーエムブレム）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028112,zetta_(phantom_kingdom),71,ゼタ,phantom_kingdom,ファントムキングダム,FIX_DISPLAY,ゼタ（ファントムキングダム）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028159,doc_(rainbow_six_siege),70,ドック,rainbow_six_siege,レインボーシックス シージ,FIX_DISPLAY,ドック（レインボーシックス シージ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028180,greta_(pokemon),70,コゴミ,pokemon,ポケットモンスター,FIX_DISPLAY,コゴミ（ポケットモンスター）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028205,karui_(naruto),70,カルイ,naruto_(series),ナルト,FIX_DISPLAY,カルイ（ナルト）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028234,manuka_(vrchat),70,マヌカ,vrchat,VRChat,FIX_DISPLAY,マヌカ（VRChat）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028243,meia_(inazuma_eleven),70,メイア,inazuma_eleven_(series),イナイレ,FIX_DISPLAY,メイア（イナイレ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028250,misaki_(jonsun),70,ミサキ,original,オリジナル,FIX_DISPLAY,ミサキ（オリジナル）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028252,mitm_(arknights),70,ミトム,arknights,アークナイツ,FIX_DISPLAY,ミトム（アークナイツ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028273,nils_(fire_emblem),70,ニルス,fire_emblem,ファイアーエムブレム,FIX_DISPLAY,ニルス（ファイアーエムブレム）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028277,notte_(dragalia_lost),70,ナーム,dragalia_lost,ドラガリアロスト,FIX_DISPLAY,ナーム（ドラガリアロスト）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028278,odda_(arknights),70,オッダ,arknights,アークナイツ,FIX_DISPLAY,オッダ（アークナイツ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028314,rusk_(komado_booth),70,ラスク,vrchat,VRChat,FIX_DISPLAY,ラスク（VRChat）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028317,sandy_(eevee)_(pokemon),70,ナギサ,pokemon,ポケットモンスター,FIX_DISPLAY,ナギサ（ポケットモンスター）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028357,wight_(monster_girl_encyclopedia),70,ワイト,monster_girl_encyclopedia,魔物娘図鑑,FIX_DISPLAY,ワイト（魔物娘図鑑）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028428,fam_(ruin_explorers),69,ファム,hikyou_tanken_fam_&_ihrie,ファム&イーリー,FIX_DISPLAY,ファム（ファム&イーリー）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028457,hiei_(aoki_hagane_no_arpeggio),69,ヒエイ,aoki_hagane_no_arpeggio,蒼き鋼のアルペジオ,FIX_DISPLAY,ヒエイ（蒼き鋼のアルペジオ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
I70-028536,mirai_(agent_mirai),69,ミライ,agent_mirai,エージェントミライ,FIX_DISPLAY,ミライ（エージェントミライ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,current Japanese candidate + related_copyright_top1 + audited/frozen Copyright display,短い日本語名そのものは保持し、同名衝突/不可視disambiguatorだけを作品名で解消。variant identity欠落行は別laneへ除外。,PROPOSED
