row_id,canonical_tag,category,post_count,media_scope,confidence,decision_source,scope_reason,primary_copyright,primary_copyright_coverage,evidence_refs
I70-018447,atago_hiroe,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,saki_(manga),1.000000,
I70-018448,baobhan_sith_(academy_outfit)_(fate),Character,126,UNCERTAIN,,UNRESOLVED,Character scope not safely derivable from current Copyright decisions,,,
I70-018449,barbaracle,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-018450,blue_mage_(final_fantasy),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.991736,final_fantasy,0.991736,
I70-018451,boudica_(third_ascension)_(fate),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate/grand_order,1.000000,
I70-018452,burmy_(plant),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-018453,cascoon,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-018454,chilly_(kirby),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kirby_(series),1.000000,
I70-018455,chris_lightfellow,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,gensou_suikoden,1.000000,
I70-018456,curly_(post-crash)_(mouthwashing),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mouthwashing,1.000000,
I70-018457,dark_matter_blade,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kirby_(series),1.000000,
I70-018458,dokuga,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,dorohedoro,1.000000,
I70-018459,doppel_(monster_musume),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,monster_musume_no_iru_nichijou,1.000000,
I70-018460,drilbur,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-018461,echidna_(p&d),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,puzzle_&_dragons,1.000000,
I70-018462,eden_(flowing_rhyme)_(honkai_impact),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,honkai_(series),1.000000,
I70-018463,ellis_(toushinden),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,toushinden,1.000000,
I70-018464,envy_elika_(koyashaka),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,original,1.000000,
I70-018465,fafnir_(maidragon),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kobayashi-san_chi_no_maidragon,1.000000,
I70-018466,fenrich_(disgaea),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,disgaea,1.000000,
I70-018467,feri_al-fayed,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,eiyuu_densetsu,1.000000,
I70-018468,fujiwara_aya,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,super_real_mahjong,1.000000,
I70-018469,furen_e_lustario_(5th_costume),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,nijisanji,1.000000,
I70-018470,futoshi_(darling_in_the_franxx),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,darling_in_the_franxx,1.000000,
I70-018471,fuuchouin_kazuki,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,getbackers,1.000000,
I70-018472,galleon_(summer)_(granblue_fantasy),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,granblue_fantasy,1.000000,
I70-018473,girl_(mokufuu),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,original,1.000000,
I70-018474,gyuutarou_(kimetsu_no_yaiba),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kimetsu_no_yaiba,1.000000,
I70-018475,hala_(pokemon),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-018476,hanamaki_towa,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,d4dj,1.000000,
I70-018477,haruno_sora,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.952000,voiceroid,0.952000,
I70-018478,hatsune_miku_(natural),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,vocaloid,1.000000,
I70-018479,himari_(winter)_(blue_archive),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,blue_archive,1.000000,
I70-018480,ichinose_karina,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,manemane_nichinichi,1.000000,
I70-018481,imperator_(wuthering_waves),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,wuthering_waves,1.000000,
I70-018482,inuyama_tamaki_(1st_costume),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.991935,noripro,0.991935,
I70-018483,jade_(houseki_no_kuni),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,houseki_no_kuni,1.000000,
I70-018484,jindai_komaki,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,saki_(manga),1.000000,
I70-018485,jingle_abel_meuniere,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate/grand_order,1.000000,
I70-018486,kasugano_haruka,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,yosuga_no_sora,1.000000,
I70-018487,katarina_(fire_emblem),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fire_emblem,1.000000,
I70-018488,kirara_tamako_(1st_costume),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,nijisanji,1.000000,
I70-018489,kishibe_(young)_(chainsaw_man),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,chainsaw_man,1.000000,
I70-018490,kitakami_kai_(kancolle),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kantai_collection,1.000000,
I70-018491,knuckleduster_(boku_no_hero_academia),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,boku_no_hero_academia,1.000000,
I70-018492,konoe_subaru,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mayo_chiki!,1.000000,
I70-018493,kurumi_noah_(3rd_costume),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,vspo!,1.000000,
I70-018494,leipzig_(azur_lane),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,azur_lane,1.000000,
I70-018495,lilith_(shining_nikki),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,nikki_(series),1.000000,
I70-018496,lilith_(the_noexistencen_of_you_and_me),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,the_noexistencen_of_you_and_me,1.000000,
I70-018497,linia_dedoldia,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mushoku_tensei,1.000000,
I70-018498,liquid_snake,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,metal_gear_(series),1.000000,
I70-018499,lune_zoldark,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,super_robot_wars,1.000000,
I70-018500,manabe_itsuki,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,idolmaster,1.000000,
I70-018501,mari_(dream_c_club),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,dream_c_club,1.000000,
I70-018502,marino_(mega_man),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mega_man_(series),1.000000,
I70-018503,mashima_moyu,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,assault_lily,1.000000,
I70-018504,may_(kobun0),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,original,1.000000,
I70-018505,mercedes_von_martritz_(summer),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fire_emblem,1.000000,
I70-018506,metal_slime,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,dragon_quest,1.000000,
I70-018507,meteora_osterreich,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,re:creators,1.000000,
I70-018508,mii_brawler_(smash_ultimate),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.953704,super_smash_bros.,0.953704,
I70-018509,mordekaiser_(league),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,league_of_legends,1.000000,
I70-018510,moritsuka_shun,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,occultic;nine,1.000000,
I70-018511,moroha,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,inuyasha,1.000000,
I70-018512,nanami_izu,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,saibou_shinkyoku,1.000000,
I70-018513,nifl_(fire_emblem),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fire_emblem,1.000000,
I70-018514,nijouin_hazuki,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,riddle_joker,1.000000,
I70-018515,nine_(vu),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,original,1.000000,
I70-018516,ning_hai_(warship_girls_r),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,warship_girls_r,1.000000,
I70-018517,oboro_(swimsuit)_(kancolle),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kantai_collection,1.000000,
I70-018518,p90_(the_girl_from_b.e.l)_(girls'_frontline),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,girls'_frontline,1.000000,
I70-018519,pk_(girls'_frontline),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,girls'_frontline,1.000000,
I70-018520,prince_of_wales_(warship_girls_r),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,warship_girls_r,1.000000,
I70-018521,ratchet_(transformers),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,transformers,1.000000,
I70-018522,red_sniper_(tf2),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,team_fortress_2,1.000000,
I70-018523,regidrago,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-018524,ribbonko-chan,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,original,1.000000,
I70-018525,rowen_j._ilbert,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,tales_of_(series),1.000000,
I70-018526,sakayori_iroha_(ex-otogibanashi),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,cho_kaguya-hime!,1.000000,
I70-018527,sasaki_kotoko,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.935484,love_live!,0.935484,
I70-018528,shima_tetsuo,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,akira_(manga),1.000000,
I70-018529,shinobi_4_(sekaiju),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,sekaiju_no_meikyuu,1.000000,
I70-018530,shionji_yuuko,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.991736,kami-sama_no_memo-chou,0.991736,
I70-018531,shiratori_amaha_(re:stage!),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,re:stage!,1.000000,
I70-018532,shirokane_aki,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,denonbu,1.000000,
I70-018533,shizuka_(queen's_blade),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,queen's_blade,1.000000,
I70-018534,shizuku_(nige_jouzu_no_wakagimi),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,nige_jouzu_no_wakagimi,1.000000,
I70-018535,slayer_of_demons,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,demon's_souls,1.000000,
I70-018536,suu_(shugo_chara!),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.991525,shugo_chara!,0.991525,
I70-018537,suzutsuki_(azur_lane),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,azur_lane,1.000000,
I70-018538,tachibana_misato,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,nichijou,1.000000,
I70-018539,takanashi_hikari,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,demi-chan_wa_kataritai,1.000000,
I70-018540,tanaka_ayumu,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,soredemo_ayumu_wa_yosetekuru,1.000000,
I70-018541,terry_(dq6),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,dragon_quest,1.000000,
I70-018542,the_punisher_(character),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,marvel,1.000000,
I70-018543,the_winged_dragon_of_ra,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,yu-gi-oh!,1.000000,
I70-018544,ting_an_(azur_lane),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,azur_lane,1.000000,
I70-018545,tomimi_(summer)_(arknights),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,arknights,1.000000,
I70-018546,tsukishima_maira,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.991870,mewkledreamy,0.991870,
I70-018547,typhon_ephemeros_(second_ascension)_(fate),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate/grand_order,1.000000,
I70-018548,usuzawa_sae,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,saki_(manga),1.000000,
I70-018549,uzuki_makio,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,idolmaster,1.000000,
I70-018550,v_gundam,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,gundam,1.000000,
I70-018551,violet_parr,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,the_incredibles,1.000000,
I70-018552,yashiro_momoka,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,gundam,1.000000,
I70-018553,yoshino_sakura,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,da_capo,1.000000,
I70-018554,zato-1,Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,guilty_gear,1.000000,
I70-018555,zaveid_(tales),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,tales_of_(series),1.000000,
I70-018556,zima_(reverse:1999),Character,126,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,reverse:1999,1.000000,
I70-018557,aatrox_(league),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,league_of_legends,1.000000,
I70-018558,air_man,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mega_man_(classic),1.000000,
I70-018559,akamaru_(naruto),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,naruto_(series),1.000000,
I70-018560,amamiya_haruka_(primaveil_zwei),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,suisei_tenshi_primaveil_zwei,1.000000,
I70-018561,andoain_(arknights),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,arknights,1.000000,
I70-018562,anita_king,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,read_or_die,1.000000,
I70-018563,ao_bing_(nezha_zhi_motong_jiangshi),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,nezha_zhi_motong_jiangshi,1.000000,
I70-018564,aquila_yuna,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,saint_seiya,1.000000,
I70-018565,aversa_(fire_emblem),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fire_emblem,1.000000,
I70-018566,blue_toad_(mario),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mario_(series),1.000000,
I70-018567,bubble_(the_amazing_digital_circus),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,the_amazing_digital_circus,1.000000,
I70-018568,calamity_jane_(first_ascension)_(fate),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate/grand_order,1.000000,
I70-018569,candeloro,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mahou_shoujo_madoka_magica,1.000000,
I70-018570,chika_(princess_connect!),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,princess_connect!,1.000000,
I70-018571,chromu,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.991453,indie_virtual_youtuber,0.991453,
I70-018572,claire_elford,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,witch's_heart,1.000000,
I70-018573,cornelia_(umineko),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,umineko_no_naku_koro_ni,1.000000,
I70-018574,d_(killer_wife)_(secret_police)_(nikke),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,goddess_of_victory:_nikke,1.000000,
I70-018575,dahlia_hawthorne,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,ace_attorney,1.000000,
I70-018576,dante_alighieri_(second_ascension)_(fate),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate/grand_order,1.000000,
I70-018577,draculaura,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,monster_high,1.000000,
I70-018578,dreamtime_bestowed_(infinity_nikki),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,infinity_nikki,1.000000,
I70-018579,dushevnaya_(girls'_frontline_2),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,girls'_frontline,1.000000,
I70-018580,elzette_of_the_white_forest,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,yu-gi-oh!,1.000000,
I70-018581,fezandipiti,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-018582,final_form_cooler_(dragon_ball),Character,125,UNCERTAIN,,UNRESOLVED,Character scope not safely derivable from current Copyright decisions,,,
I70-018583,finn_(fire_emblem),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fire_emblem,1.000000,
I70-018584,fray_myste,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,final_fantasy,1.000000,
I70-018585,frederic_chopin_(classicaloid),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,classicaloid,1.000000,
I70-018586,gareth_(first_ascension)_(fate),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate/grand_order,1.000000,
I70-018587,ghost_rider,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,marvel,1.000000,
I70-018588,gobbles_(gameoverse),Character,125,UNCERTAIN,,UNRESOLVED,Character scope not safely derivable from current Copyright decisions,gameoverse,1.000000,
I70-018589,gold_experience_requiem,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,jojo_no_kimyou_na_bouken,1.000000,
I70-018590,gouf_custom,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,gundam,1.000000,
I70-018591,gumchi,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,ninjala,1.000000,
I70-018592,hayama_marin,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,nijisanji,1.000000,
I70-018593,holy_rouge,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,nerawareta_megami_tenshi_angel_tear,1.000000,
I70-018594,hyuse,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,world_trigger,1.000000,
I70-018595,ibaraki_douji_(swimsuit_lancer)_(third_ascension)_(fate),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate/grand_order,1.000000,
I70-018596,ikusabe_tokisada,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,choukou_(alicesoft),1.000000,
I70-018597,iowa_(pacific),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pacific_(kancolle),1.000000,
I70-018598,jean_roque_lartigue,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fushigi_no_umi_no_nadia,1.000000,
I70-018599,jelee-chan,Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,yoru_no_kurage_wa_oyogenai,1.000000,
I70-018600,kaho_(sister_princess),Character,125,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,sister_princess,1.000000,
