canonical_tag,post_count,aliases,prescreen_status,nearest_special_identity,reason,confidence,review_priority,concept_area,heuristic_score,heuristic_signals,calibration_anchor,content_filter_used
moriya's_iron_rings,572,moriya's_ring|moriya's_rings|moriyas_iron_rings|moriyas_iron_ring|moriya's_iron_ring,LIKELY_GENERAL_ONLY,nipple rings (SpecialID 744; score=0.418),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
rainbow_print,572,,LIKELY_GENERAL_ONLY,rainbow vomit (SpecialID 2612; score=0.588),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
suzuki_(company),572,,LIKELY_GENERAL_ONLY,cuddling handjob (SpecialID 19; score=0.141),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
frilled_nightgown,571,,LIKELY_GENERAL_ONLY,nightgown (SpecialID 2109; score=0.762),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
glitch_art,571,,LIKELY_GENERAL_ONLY,crotch rub (SpecialID 85; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
leopard_girl,571,,LIKELY_GENERAL_ONLY,tentacle girl (SpecialID 1880; score=0.494),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
shitty_admiral_(phrase),571,shitty_admiral,LIKELY_GENERAL_ONLY,clothed after sex (SpecialID 14; score=0.158),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
spicy,571,,LIKELY_GENERAL_ONLY,anus peek (SpecialID 3; score=0.129),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
yamaku_high_school_uniform,571,,LIKELY_GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.352),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
cleats,570,,LIKELY_GENERAL_ONLY,clothed after sex (SpecialID 14; score=0.235),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
height_mark,570,,LIKELY_GENERAL_ONLY,strangle mark (SpecialID 2778; score=0.467),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
hestia_(danmachi)_(cosplay),570,hestia_(dungeon)_(cosplay),LIKELY_GENERAL_ONLY,cooperative handjob (SpecialID 17; score=0.137),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
riding_bicycle,570,,LIKELY_GENERAL_ONLY,riding machine (SpecialID 311; score=0.531),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
sheep_boy,570,,LIKELY_GENERAL_ONLY,tentacle boy (SpecialID 1893; score=0.499),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
vhs_artifacts,570,,LIKELY_GENERAL_ONLY,automatic sex (SpecialID 70; score=0.173),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
cracked_kawaii_mask,569,,LIKELY_GENERAL_ONLY,gimp mask (SpecialID 2102; score=0.418),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
crossed_swords,569,swords_crossed,LIKELY_GENERAL_ONLY,clothed sex (SpecialID 15; score=0.216),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
grandfather_and_granddaughter,569,,LIKELY_GENERAL_ONLY,father and son threesome (SpecialID 1234; score=0.371),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
implied_prostitution,569,,LIKELY_GENERAL_ONLY,prostitution (SpecialID 663; score=0.787),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,visual/state,NO,NO
staff_of_homa_(genshin_impact),569,,LIKELY_GENERAL_ONLY,cleft of venus (SpecialID 2015; score=0.309),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
team_magma_uniform,569,,LIKELY_GENERAL_ONLY,after masturbation (SpecialID 84; score=0.175),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
team_star,569,,LIKELY_GENERAL_ONLY,star maebari (SpecialID 2478; score=0.413),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
vanity_table,569,dressing_table,LIKELY_GENERAL_ONLY,trampling table (SpecialID 1973; score=0.508),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
awkward,568,,LIKELY_GENERAL_ONLY,after paizuri (SpecialID 9; score=0.135),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
color_coordination,568,,LIKELY_GENERAL_ONLY,off-color cum (SpecialID 1173; score=0.428),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
condom_thigh_strap,568,,LIKELY_GENERAL_ONLY,condom (SpecialID 2143; score=0.642),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,1,compound,NO,NO
crayon_drawing,568,,LIKELY_GENERAL_ONLY,penis drawing (SpecialID 1565; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
partially_opaque_glasses,568,half_opaque_glasses,LIKELY_GENERAL_ONLY,partially nude (SpecialID 2067; score=0.509),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
roaring,568,roar,LIKELY_GENERAL_ONLY,anilingus (SpecialID 101; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
tachi_(weapon),568,,LIKELY_GENERAL_ONLY,cowgirl position (SpecialID 119; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bread_bun,567,,LIKELY_GENERAL_ONLY,bare anus (SpecialID 4; score=0.250),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
chuo_tanegashima_high_school_uniform,567,,LIKELY_GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.313),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
lady_yu_doll,567,,LIKELY_GENERAL_ONLY,sex doll (SpecialID 260; score=0.450),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
ribbon_baton,567,gymnastics_ribbon,LIKELY_GENERAL_ONLY,ribbon bondage (SpecialID 2394; score=0.588),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
shaving,567,,LIKELY_GENERAL_ONLY,shaving pussy (SpecialID 1523; score=0.765),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
thigh_sheath,567,,LIKELY_GENERAL_ONLY,thigh sex (SpecialID 60; score=0.585),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
vanripper_(style),567,,LIKELY_GENERAL_ONLY,hentai style (SpecialID 1706; score=0.490),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
zhijupao,567,,LIKELY_GENERAL_ONLY,foot worship (SpecialID 23; score=0.135),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
armored_legwear,566,,LIKELY_GENERAL_ONLY,cum on legwear (SpecialID 378; score=0.535),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
crossbody_bag,566,,LIKELY_GENERAL_ONLY,loli in a bag (SpecialID 1457; score=0.388),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
foaming_at_the_mouth,566,,LIKELY_GENERAL_ONLY,over the mouth gag (SpecialID 2514; score=0.502),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,1,compound,NO,NO
oversized_jacket,566,,LIKELY_GENERAL_ONLY,oversized insertion (SpecialID 206; score=0.550),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
samurai_jacket_(cyberpunk),566,,LIKELY_GENERAL_ONLY,jacket open (SpecialID 2271; score=0.444),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
scarf_grab,566,,LIKELY_GENERAL_ONLY,collar grab (SpecialID 2301; score=0.585),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,ACTION_CONTACT,1,action/contact,NO,NO
willow,566,,LIKELY_GENERAL_ONLY,blowjob (SpecialID 109; score=0.208),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
apron_hold,565,,LIKELY_GENERAL_ONLY,apron grab (SpecialID 2298; score=0.512),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bamboo_fence,565,,LIKELY_GENERAL_ONLY,footjob from behind (SpecialID 25; score=0.174),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
crab_claw,565,,LIKELY_GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.186),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
gingham_apron,565,,LIKELY_GENERAL_ONLY,naked apron (SpecialID 2107; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
rhinoceros_beetle,565,,LIKELY_GENERAL_ONLY,exposed genitals (SpecialID 5; score=0.191),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
rin's_pendant_(fate),565,,LIKELY_GENERAL_ONLY,penis in another's panties (SpecialID 1188; score=0.308),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
uu~,565,,LIKELY_GENERAL_ONLY,anus (SpecialID 1; score=0.129),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
four_of_a_kind_(touhou),564,,LIKELY_GENERAL_ONLY,four-finger handjob (SpecialID 1126; score=0.338),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
mushroom_hat,564,,LIKELY_GENERAL_ONLY,cum on hat (SpecialID 1330; score=0.470),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
sig_p220/p226,564,sig_sauer_p226|sig_sauer_p225|sig_sauer_p220,LIKELY_GENERAL_ONLY,anus peek (SpecialID 3; score=0.123),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
hardboiled_egg,563,hard-boiled_egg,LIKELY_GENERAL_ONLY,love egg (SpecialID 302; score=0.487),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
on_branch,563,,LIKELY_GENERAL_ONLY,cum on back (SpecialID 348; score=0.495),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,ACTION_CONTACT,1,relation/body-site,NO,NO
coral_hair_ornament,562,,LIKELY_GENERAL_ONLY,tentacle hair ornament (SpecialID 1882; score=0.685),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
held_down,562,,LIKELY_GENERAL_ONLY,hood down (SpecialID 2220; score=0.592),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
hongyuan_(identity)_(project_moon),562,family_hierarch_candidate_(identity)_(project_moon),LIKELY_GENERAL_ONLY,amazon position (SpecialID 118; score=0.147),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
gradient_thighhighs,561,,LIKELY_GENERAL_ONLY,nude thighhighs (SpecialID 2529; score=0.586),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
headbutt,561,,LIKELY_GENERAL_ONLY,buttjob (SpecialID 12; score=0.240),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
torn_capelet,561,ripped_capelet,LIKELY_GENERAL_ONLY,naked capelet (SpecialID 2282; score=0.566),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
6koma,560,,LIKELY_GENERAL_ONLY,automatic sex (SpecialID 70; score=0.150),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bucket_of_water,560,,LIKELY_GENERAL_ONLY,cum bucket (SpecialID 1058; score=0.441),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
chinese_bellflower,560,,LIKELY_GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.189),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
eye_of_providence,560,illuminati_symbol|all-seeing_eye,LIKELY_GENERAL_ONLY,eye gouging (SpecialID 475; score=0.450),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,1,compound,NO,NO
feather_fan,560,,LIKELY_GENERAL_ONLY,after oral (SpecialID 112; score=0.257),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
genocide_route_(undertale),560,,LIKELY_GENERAL_ONLY,footjob under table (SpecialID 26; score=0.220),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
open_onesie,560,,LIKELY_GENERAL_ONLY,open legs (SpecialID 2760; score=0.557),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,visual/state,NO,NO
surprised_arms,560,,LIKELY_GENERAL_ONLY,tied arms (SpecialID 1952; score=0.555),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
gothic_architecture,559,,LIKELY_GENERAL_ONLY,clothed after sex (SpecialID 14; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
holoadvent,559,,LIKELY_GENERAL_ONLY,cooperative footjob (SpecialID 16; score=0.186),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
koala,559,,LIKELY_GENERAL_ONLY,after oral (SpecialID 112; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
rifle_cartridge,559,,LIKELY_GENERAL_ONLY,face fucking (SpecialID 110; score=0.200),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
salmonid,559,,LIKELY_GENERAL_ONLY,amazon position (SpecialID 118; score=0.196),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
shiranui_mai_(cosplay),559,,LIKELY_GENERAL_ONLY,automatic sex (SpecialID 70; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
stake,559,,LIKELY_GENERAL_ONLY,doggystyle (SpecialID 120; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
too_many_bows,559,,LIKELY_GENERAL_ONLY,too many sex toys (SpecialID 262; score=0.643),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
cocktail_umbrella,558,drink_umbrella,LIKELY_GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.219),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
jigsaw_puzzle,558,,LIKELY_GENERAL_ONLY,anus peek (SpecialID 3; score=0.164),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
long_sword,558,,LIKELY_GENERAL_ONLY,long nipples (SpecialID 859; score=0.487),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
modeling,558,,LIKELY_GENERAL_ONLY,nude modeling (SpecialID 2311; score=0.793),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
nami_junior_high_school_uniform,558,,LIKELY_GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.329),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
tossing,558,toss,LIKELY_GENERAL_ONLY,foot worship (SpecialID 23; score=0.189),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
walkman,558,,LIKELY_GENERAL_ONLY,bare anus (SpecialID 4; score=0.169),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
wing_cape,558,,LIKELY_GENERAL_ONLY,nude cape (SpecialID 2578; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
achiga_school_uniform,557,,LIKELY_GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.361),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
bmw,557,,LIKELY_GENERAL_ONLY,blowjob (SpecialID 109; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
extra_hands,557,,LIKELY_GENERAL_ONLY,extra nipples (SpecialID 1067; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
quintuplets,557,,LIKELY_GENERAL_ONLY,coitus (SpecialID 76; score=0.212),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
stomach_punch,557,harapan|punch_to_stomach|gut_punch,LIKELY_GENERAL_ONLY,stomach bulge (SpecialID 199; score=0.553),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
craft_essence_(fate),556,craft_essence,LIKELY_GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.203),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
dragunov_svd,556,,LIKELY_GENERAL_ONLY,automatic sex (SpecialID 70; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
eye_pop,556,,LIKELY_GENERAL_ONLY,eye sex (SpecialID 482; score=0.499),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
fruit_tart,556,,LIKELY_GENERAL_ONLY,fruit dildo (SpecialID 1547; score=0.499),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
shower_curtain,556,,LIKELY_GENERAL_ONLY,golden shower play (SpecialID 1998; score=0.450),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
single_wide_sleeve,556,,LIKELY_GENERAL_ONLY,nipple sleeve (SpecialID 1522; score=0.515),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
spiral_staircase,556,,LIKELY_GENERAL_ONLY,cowgirl position (SpecialID 119; score=0.197),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
tool_belt,556,,LIKELY_GENERAL_ONLY,garter belt (SpecialID 2100; score=0.512),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bisected,555,,LIKELY_GENERAL_ONLY,building sex (SpecialID 72; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
crosier,555,priest_staff_(western),LIKELY_GENERAL_ONLY,crotch rub (SpecialID 85; score=0.212),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
no,555,,LIKELY_GENERAL_ONLY,bra no (SpecialID 2178; score=0.675),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
sashimi,555,,LIKELY_GENERAL_ONLY,foot worship (SpecialID 23; score=0.142),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
two-tone_leggings,555,,LIKELY_GENERAL_ONLY,cum on leggings (SpecialID 1410; score=0.466),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
bald_female,554,bald_girl,LIKELY_GENERAL_ONLY,bisexual (female) (SpecialID 1647; score=0.563),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,niche-modifier,NO,NO
grass_type_theme_(pokemon),554,,LIKELY_GENERAL_ONLY,anus peek (SpecialID 3; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
fox_hat,553,,LIKELY_GENERAL_ONLY,cum on hat (SpecialID 1330; score=0.490),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
grandfather_clock,553,,LIKELY_GENERAL_ONLY,after oral (SpecialID 112; score=0.233),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
ikura_(food),553,salmon_roe,LIKELY_GENERAL_ONLY,cum on food (SpecialID 355; score=0.460),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
netorase,553,,LIKELY_GENERAL_ONLY,ear sex (SpecialID 22; score=0.240),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
on_ball,553,,LIKELY_GENERAL_ONLY,cum on belly (SpecialID 1268; score=0.509),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,ACTION_CONTACT,1,relation/body-site,NO,NO
pangu_terminal_(wuthering_waves),553,,LIKELY_GENERAL_ONLY,building sex (SpecialID 72; score=0.164),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
peacock,553,,LIKELY_GENERAL_ONLY,facefucking (SpecialID 114; score=0.200),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
slime_boy,553,slime_guy|goo_guy,LIKELY_GENERAL_ONLY,slime sex (SpecialID 891; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
waiting,553,,LIKELY_GENERAL_ONLY,anilingus (SpecialID 101; score=0.281),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
weapon_formation,553,,LIKELY_GENERAL_ONLY,amazon position (SpecialID 118; score=0.261),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
