canonical_tag,post_count,aliases,v2_status,v2_priority,concept_area,human_review_status,human_review_reason,v2_reason,nearest_special_identity,queue_reason
see-through_kimono,167,transparent_kimono,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.825),V2_CANDIDATE
see-through_leotard,5075,transparent_leotard|sheer_leotard,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.813),V2_CANDIDATE
see-through_midriff,297,transparent_midriff,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.813),V2_CANDIDATE
see-through_one-piece_swimsuit,1099,transparent_one-piece_swimsuit,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.671),V2_CANDIDATE
see-through_panties,1496,transparent_panties|sheer_panties,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific transparent underwear/exposure subtype useful for deep discovery,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.813),V2_CANDIDATE
see-through_pants,518,transparent_pants,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.837),V2_CANDIDATE
see-through_pantyhose,977,sheer_pantyhose,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.793),V2_CANDIDATE
see-through_shirt,20396,transparent_shirt,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.837),V2_CANDIDATE
see-through_shorts,252,transparent_shorts,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.825),V2_CANDIDATE
see-through_skirt,6120,transparent_skirt,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.837),V2_CANDIDATE
see-through_skirt_layer,744,transparent_skirt_layer,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.741),V2_CANDIDATE
see-through_slingshot_swimsuit,302,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.691),V2_CANDIDATE
see-through_socks,190,transparent_socks,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.837),V2_CANDIDATE
see-through_sports_bra,228,transparent_sports_bra,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.750),V2_CANDIDATE
see-through_underwear,53,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.793),V2_CANDIDATE
shorts_around_one_leg,1688,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.778),V2_CANDIDATE
sitting_between_legs,610,sitting_between_lap,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",between testicles (SpecialID 1108; score=0.493),V2_CANDIDATE
skirt_peek,932,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt up (SpecialID 2774; score=0.592),V2_CANDIDATE
spiral-only_eyes,1013,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",rape eyes (SpecialID 1379; score=0.477),V2_CANDIDATE
sports_bra_lift,1433,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bra lift (SpecialID 2045; score=0.796),V2_CANDIDATE
sports_bra_peek,167,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bra peek (SpecialID 2522; score=0.796),V2_CANDIDATE
swimsuit_around_one_leg,60,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.759),V2_CANDIDATE
swimsuit_lift,480,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",swimsuit aside (SpecialID 2056; score=0.575),V2_CANDIDATE
swimsuit_over_clothes,162,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",paizuri over clothes (SpecialID 531; score=0.685),V2_CANDIDATE
tail_around_another's_leg,487,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.532),V2_CANDIDATE
tail_around_own_leg,3398,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.588),V2_CANDIDATE
tail_between_breasts,63,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",tentacle between breasts (SpecialID 2459; score=0.722),V2_CANDIDATE
tail_between_legs,2245,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",between testicles (SpecialID 1108; score=0.516),V2_CANDIDATE
tail_through_clothes,7638,tail_slit_clothes|tail_cutout,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific body/clothing structural relation; distinct from ordinary tail or clothing identities,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",lactation through clothes (SpecialID 2192; score=0.713),V2_CANDIDATE
tattoo_between_breasts,92,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",alcohol between breasts (SpecialID 2710; score=0.713),V2_CANDIDATE
thigh_peek,182,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",thigh sex (SpecialID 60; score=0.573),V2_CANDIDATE
through_clothes,3877,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cum through clothes (SpecialID 382; score=0.880),V2_CANDIDATE
unaligned_breasts,6846,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific asymmetrical breast-position state,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breasts (SpecialID 2170; score=0.713),V2_CANDIDATE
underwear_around_one_leg,199,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.710),V2_CANDIDATE
unworn_bikini,1572,bikini_removed,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",unworn blindfold (SpecialID 2431; score=0.552),V2_CANDIDATE
unworn_bikini_bottom,1525,bikini_bottom_removed,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",untied bikini bottom (SpecialID 2060; score=0.693),V2_CANDIDATE
unworn_bikini_top,3069,bikini_top_removed,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",untied bikini top (SpecialID 2061; score=0.677),V2_CANDIDATE
unworn_bra,6765,bra_removed|bra_off,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific unworn garment state analogous to other unworn-state Special concepts,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bra (SpecialID 2081; score=0.658),V2_CANDIDATE
unworn_male_underwear,192,male_underwear_removed,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",male underwear (SpecialID 2202; score=0.843),V2_CANDIDATE
unworn_panties,13158,panties_removed|panties_off,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific unworn garment state; Special already treats unworn device states as discoverable identities,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",panties (SpecialID 2112; score=0.750),V2_CANDIDATE
unworn_swimsuit,2273,swimsuit_removed,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cum on swimsuit (SpecialID 1336; score=0.585),V2_CANDIDATE
v_over_crotch,69,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",crotch (SpecialID 2361; score=0.701),V2_CANDIDATE
v_over_eye,10173,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",tentacle over eye (SpecialID 1894; score=0.633),V2_CANDIDATE
view_between_legs,735,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",between testicles (SpecialID 1108; score=0.516),V2_CANDIDATE
w_over_eye,1060,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",tentacle over eye (SpecialID 1894; score=0.633),V2_CANDIDATE
wet_bikini,260,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cupless bikini (SpecialID 2096; score=0.542),V2_CANDIDATE
wet_bra,146,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bra (SpecialID 2081; score=0.720),V2_CANDIDATE
wet_male_underwear,377,wet_underwear_(male),LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",male underwear (SpecialID 2202; score=0.877),V2_CANDIDATE
wet_panties,7955,drenched_panties|/wp,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific garment/material-state identity useful in exposure/clothing discovery,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",panties (SpecialID 2112; score=0.800),V2_CANDIDATE
wet_swimsuit,5363,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",assless swimsuit (SpecialID 2072; score=0.563),V2_CANDIDATE
wings_over_eyes,106,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",penis over eyes (SpecialID 772; score=0.693),V2_CANDIDATE
wings_through_clothes,141,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cunnilingus through clothes (SpecialID 843; score=0.708),V2_CANDIDATE
highleg_shorts,52,,LIKELY_CANDIDATE,P1,SPECIAL_GARMENT_SUBTYPE,,,named garment subtype/state is harder to discover than an ordinary base garment,crotchless shorts (SpecialID 2463; score=0.532),V2_CANDIDATE
micro_shorts,18389,,LIKELY_CANDIDATE,P1,SPECIAL_GARMENT_SUBTYPE,CANDIDATE,specific micro-garment subtype; distinct canonical discovery term,named garment subtype/state is harder to discover than an ordinary base garment,micro pasties (SpecialID 2439; score=0.566),V2_CANDIDATE
ass_freckles,857,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,ass (SpecialID 2359; score=0.630),V2_CANDIDATE
ass_tattoo,1370,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,ass (SpecialID 2359; score=0.658),V2_CANDIDATE
breast_freckles,764,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,breast (SpecialID 2632; score=0.707),V2_CANDIDATE
breast_tattoo,8521,tattooed_breast,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,specific body-mark + site identity; fits deep anatomy/adornment discovery,site-specific intimate mark/adornment is more specialized than ordinary General appearance,breast (SpecialID 2632; score=0.734),V2_CANDIDATE
bruise_on_ass,107,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,penis on ass (SpecialID 692; score=0.657),V2_CANDIDATE
bruise_on_leg,565,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,cum on leg (SpecialID 1273; score=0.646),V2_CANDIDATE
leg_tattoo,15227,thigh_tattoo,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,penis tattoo (SpecialID 1064; score=0.569),V2_CANDIDATE
mole_on_ass,3593,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,mole on pussy (SpecialID 791; score=0.708),V2_CANDIDATE
mole_on_breast,58430,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,specific body-mark + site relation; Special already carries analogous site-specific mole identities,site-specific intimate mark/adornment is more specialized than ordinary General appearance,breast (SpecialID 2632; score=0.687),V2_CANDIDATE
mole_on_crotch,864,mole_on_groin,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,cum on crotch (SpecialID 997; score=0.700),V2_CANDIDATE
mole_on_leg,507,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,cum on leg (SpecialID 1273; score=0.676),V2_CANDIDATE
mole_on_thigh,8976,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,specific body-mark + site relation; analogous site-specific body-mark identities exist in Special,site-specific intimate mark/adornment is more specialized than ordinary General appearance,cum on thigh (SpecialID 1275; score=0.693),V2_CANDIDATE
scar_on_ass,155,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,cum on ass (SpecialID 347; score=0.676),V2_CANDIDATE
scar_on_breast,862,scar_on_breasts,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,breast (SpecialID 2632; score=0.687),V2_CANDIDATE
scar_on_leg,4003,leg_scar,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,cum on leg (SpecialID 1273; score=0.676),V2_CANDIDATE
scar_on_thigh,324,scar_on_thighs,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,cum on thigh (SpecialID 1275; score=0.693),V2_CANDIDATE
thigh_freckles,280,,LIKELY_CANDIDATE,P1,SPECIAL_INTIMATE_ADORNMENT_STATE,,,site-specific intimate mark/adornment is more specialized than ordinary General appearance,thigh sex (SpecialID 60; score=0.516),V2_CANDIDATE
spread_eagle_position,236,,LIKELY_CANDIDATE,P0,SPECIAL_NAMED_POSE,CANDIDATE,specific pose identity useful for deep pose/BDSM discovery,named specialized pose/position is difficult to discover without a deep Special dictionary,spread vagina (SpecialID 1301; score=0.516),V2_CANDIDATE
standing_doggystyle,1581,standing_doggy_style,LIKELY_CANDIDATE,P0,SPECIAL_NAMED_POSE,CANDIDATE,specific real canonical sex-position subtype beyond generic doggystyle,named specialized pose/position is difficult to discover without a deep Special dictionary,doggystyle (SpecialID 120; score=0.760),V2_CANDIDATE
no_bra,124019,,POSSIBLE_DUPLICATE,P2,SPECIAL_OVERLAP_BOUNDARY,DUPLICATE_ALREADY_COVERED,Special semantic braless / bra no already substantively expresses the same absence state,existing Special semantic/identity surface may already express the same discovery concept,bra no (SpecialID 2178; score=0.775),V2_POSSIBLE_DUPLICATE
open_towel,350,,POSSIBLE_DUPLICATE,P2,SPECIAL_OVERLAP_BOUNDARY,DUPLICATE_ALREADY_COVERED,Special semantic towel open is the same substantive concept with word order reversed,existing Special semantic/identity surface may already express the same discovery concept,towel open (SpecialID 2278; score=0.775),V2_POSSIBLE_DUPLICATE
spread_ass,7369,,POSSIBLE_DUPLICATE,P2,SPECIAL_OVERLAP_BOUNDARY,DUPLICATE_ALREADY_COVERED,Special semantic ass spread is the same substantive concept with word order reversed,existing Special semantic/identity surface may already express the same discovery concept,ass spread (SpecialID 1809; score=0.820),V2_POSSIBLE_DUPLICATE
wide_spread_legs,6737,,POSSIBLE_DUPLICATE,P2,SPECIAL_OVERLAP_BOUNDARY,DUPLICATE_ALREADY_COVERED,Special spread legs / legs spread already substantively covers this pose; width modifier needs no separate deep identity,existing Special semantic/identity surface may already express the same discovery concept,spread legs (SpecialID 2360; score=0.850),V2_POSSIBLE_DUPLICATE
blood_from_eyes,4970,bloody_tears|crying_blood|blood_tears,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,CANDIDATE,specific bleeding source/body-site relation for deep R18G discovery,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood from vagina (SpecialID 1174; score=0.643),V2_CANDIDATE
blood_from_mouth,12426,bloody_mouth|mouthbleed,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,CANDIDATE,specific bleeding source/body-site relation for deep R18G discovery,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood from vagina (SpecialID 1174; score=0.633),V2_CANDIDATE
blood_from_neck,144,,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood from vagina (SpecialID 1174; score=0.671),V2_CANDIDATE
blood_in_mouth,963,,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood (SpecialID 2164; score=0.654),V2_CANDIDATE
blood_on_arm,3449,bloody_arm,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood (SpecialID 2164; score=0.681),V2_CANDIDATE
blood_on_back,169,,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood (SpecialID 2164; score=0.667),V2_CANDIDATE
blood_on_breasts,1400,bloody_breasts,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,CANDIDATE,specific localized blood/body-site state for deep R18G discovery,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,breasts (SpecialID 2170; score=0.691),V2_CANDIDATE
blood_on_chest,1546,bloody_chest,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood (SpecialID 2164; score=0.654),V2_CANDIDATE
blood_on_clothes,35529,bloody_clothes|blood-stained_clothes,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,CANDIDATE,localized blood-on-material state; distinct from broad blood and useful in R18G discovery,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,cum on clothes (SpecialID 351; score=0.663),V2_CANDIDATE
blood_on_face,59531,bloody_face,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,CANDIDATE,localized blood/body-site state fits deep R18G discovery; broad blood does not identify the site relation,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood (SpecialID 2164; score=0.667),V2_CANDIDATE
blood_on_feet,449,bloody_feet,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood (SpecialID 2164; score=0.667),V2_CANDIDATE
blood_on_leg,2125,bloody_leg,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood (SpecialID 2164; score=0.681),V2_CANDIDATE
blood_on_mouth,850,,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood (SpecialID 2164; score=0.654),V2_CANDIDATE
blood_on_neck,1399,,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,blood (SpecialID 2164; score=0.667),V2_CANDIDATE
blood_on_shoulder,249,,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,penis on shoulder (SpecialID 1011; score=0.651),V2_CANDIDATE
blood_on_stomach,211,,LIKELY_CANDIDATE,P0,SPECIAL_R18G_BODY_STATE,,,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,vibrator on stomach (SpecialID 1500; score=0.668),V2_CANDIDATE
after_birth,130,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,,,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",after urethral (SpecialID 216; score=0.566),V2_CANDIDATE
excessive_lactation,101,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,,,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",lactation (SpecialID 2194; score=0.739),V2_CANDIDATE
fake_pregnancy,96,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,,,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",fake penis shadow (SpecialID 1117; score=0.486),V2_CANDIDATE
forced_lactation,464,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,specific coercion + lactation compound identity; distinct from broad lactation,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",lactation (SpecialID 2194; score=0.774),V2_CANDIDATE
implied_lactation,91,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,,,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",lactation (SpecialID 2194; score=0.762),V2_CANDIDATE
implied_male_pregnancy,65,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,,,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",implied erection (SpecialID 2751; score=0.509),V2_CANDIDATE
implied_pregnancy,1109,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,specific implied-state reproductive concept beyond generic pregnant,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",implied orgasm (SpecialID 1068; score=0.561),V2_CANDIDATE
lactating_into_container,503,lactating_into_bowl|lactating_into_bottle|lactating_into_cup,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,,,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",cum in container (SpecialID 380; score=0.472),V2_CANDIDATE
male_lactation,414,lactation_(male),LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,specific reproduction/lactation subtype with sex attribute,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",lactation (SpecialID 2194; score=0.802),V2_CANDIDATE
male_pregnancy,225,pregnant_man|mpreg|pregnancy_(male),LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,specific reproductive identity distinct from generic pregnant; strongly niche/discovery-oriented,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",male ryona (SpecialID 1445; score=0.542),V2_CANDIDATE
multiple_pregnancy,92,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,,,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",multiple tentacles (SpecialID 1856; score=0.567),V2_CANDIDATE
ovulation,102,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,,,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",fellatio (SpecialID 104; score=0.265),V2_CANDIDATE
pregnancy_halo,223,fetus_halo,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,,,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",cooperative handjob (SpecialID 17; score=0.191),V2_CANDIDATE
pregnancy_mark,172,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,,,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",strangle mark (SpecialID 2778; score=0.508),V2_CANDIDATE
projectile_lactation,3294,,LIKELY_CANDIDATE,P0,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,specific lactation behavior/visual subtype beyond generic lactation,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",lactation (SpecialID 2194; score=0.729),V2_CANDIDATE
