cluster_id,cluster_rows,semantic_bucket,generation_family,general_root,identity_key,priority_band,is_general,is_special,general_primary_path,special_id,issue104_risk,reviewed_class,review_status,review_note
C173,1,RELATION_ROLE,BODY_ATTRIBUTE,BODY_PART,futanari,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,712,NO,,,
C174,1,RELATION_ROLE,POSE_COMPOSITION,COMPOSITION_CAMERA,futanari_pov,P1_SPECIAL_OR_OVERLAP,YES,YES,COMPOSITION_CAMERA,2746,NO,,,
C175,1,RELATION_ROLE,RELATION_ROLE_CONTEXT,LIVING_NATURE,onii-shota,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,773,NO,,,
C176,1,REPRO,ACTION_INTERACTION,ACTION_CONTACT,holding_pregnancy_test,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/OBJECT_USE,2877,NO,,,
C177,1,REPRO,FLUID_STATE_ACTION,ACTION_CONTACT,lactation,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2194,NO,,,
C178,1,REPRO,REPRO_BODY_STATE,LIVING_NATURE,impregnation,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,2185,NO,,,
C179,1,RESTRAINT_BDSM,,CLOTHING,tape_blindfold,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,2485,NO,,,
C180,1,RESTRAINT_BDSM,ACTION_INTERACTION,BODY_PART,gagging,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1741,NO,,,
C181,1,RESTRAINT_BDSM,CONTEXT_MODIFIER,ACTION_CONTACT,bdsm,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,416,NO,,,
C182,1,RESTRAINT_BDSM,DAMAGE_STATE_ACTION,ACTION_CONTACT,necrophilia,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,478,NO,,,
C183,1,RESTRAINT_BDSM,RELATION_ROLE_CONTEXT,EXPRESSION_EMOTION,masochism,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,1957,NO,,,
C184,1,RESTRAINT_BDSM,RESTRAINT_IMPLEMENT,STYLE_QUALITY_META,panel_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,2508,NO,,,
C185,1,SEX_ACT,,CLOTHING_STATE_EXPOSURE,precum_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,814,NO,,,
C186,1,SEX_ACT,ACTION_INTERACTION,BODY_PART,toe_sucking,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2915,NO,,,
C187,1,SEX_ACT,DAMAGE_STATE_ACTION,ACTION_CONTACT,skull_fucking,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,479,NO,,,
C188,1,SEX_ACT,FLUID_STATE_ACTION,BODY_PART,precum_drip,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,386,NO,,,
C189,1,SEX_ACT,MULTI_ACTOR_INTERACTION,ACTION_CONTACT,cooperative_testicle_sucking,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1233,NO,,,
C190,1,SEX_ACT,MULTI_ACTOR_INTERACTION,PERSON_COUNT,foursome,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,230,NO,,,
C191,1,SEX_ACT,POSE_COMPOSITION,ACTION_CONTACT,piledriver_(sex),P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,793,NO,,,
C192,1,SEX_ACT,RELATION_ROLE_CONTEXT,(none),you_gonna_get_raped,P1_SPECIAL_OR_OVERLAP,YES,YES,,437,NO,,,
C193,1,SEX_ACT,RELATION_ROLE_CONTEXT,ACTION_CONTACT,after_rape,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,433,NO,,,
C194,1,SEX_ACT,RELATION_ROLE_CONTEXT,STYLE_QUALITY_META,sexualized_chibi,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,1237,NO,,,
C195,1,SEX_DEVICE,,CLOTHING,tenga_suit,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/COSTUME,1138,NO,,,
