canonical_tag,home_copyright,v2_resolution_route,authority_scope,authority_type,source_provenance,evidence_url,evidence_claim,family,base_character
magneton,pokemon,DIRECT_CHARACTER,DIRECT_CHARACTER,CURATED_POKEDEX_ROSTER,docs\issue180\autonomous\decisions\roster_verified_v4.csv,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_National_Pok%C3%A9dex_number,National Pokedex table entry #0082 explicitly names the Pokemon species Magneton.,,
magnezone,pokemon,DIRECT_CHARACTER,DIRECT_CHARACTER,CURATED_POKEDEX_ROSTER,docs\issue180\autonomous\decisions\roster_verified_v4.csv,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_National_Pok%C3%A9dex_number,National Pokedex table entry #0462 explicitly names the Pokemon species Magnezone.,,
magus_(chrono_trigger),chrono_trigger,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,chrono_trigger,
magus_(zenless_zone_zero),zenless_zone_zero,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://zenless.hoyoverse.com/ja-jp/character,Reviewed reusable qualifier-family authority,zenless_zone_zero,
mahan_(warship_girls_r),warship_girls_r,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://www.moefantasy.co.jp/,Reviewed reusable qualifier-family authority,warship_girls_r,
mahira_(granblue_fantasy),granblue_fantasy,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://anime.granbluefantasy.jp/1st/character/,Reviewed reusable qualifier-family authority,granblue_fantasy,
mahiru_(princess_connect!),princess_connect!,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,princess_connect!,
mahito_(jujutsu_kaisen),jujutsu_kaisen,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,jujutsu_kaisen,
maho_(princess_connect!),princess_connect!,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,princess_connect!,
mahoraga_(jujutsu_kaisen),jujutsu_kaisen,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,jujutsu_kaisen,
mai_(black_survival),black_survival,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://playeternalreturn.com/,Reviewed reusable qualifier-family authority,black_survival,
mai_(pokemon),pokemon,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,pokemon,
mai_(senran_kagura),senran_kagura,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://senrankagura.marv.jp/series/kaguraPBS/character/,Reviewed reusable qualifier-family authority,senran_kagura,
mai_(touhou),touhou,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,touhou,
maia_(blue_archive),blue_archive,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,blue_archive,
maid-chou_(maoyuu),maoyuu_maou_yuusha,FAMILY_QUALIFIER,FAMILY_QUALIFIER,OFFICIAL_ANIME_TITLE_AND_CAST,docs\issue180\autonomous\decisions\family_terminal_reviews_v2.csv,https://maoyu.jp/character/,"The official Maoyuu Maou Yuusha TV anime character page lists Maou, Yuusha, Maid Chief, Maid Sister, Maid Younger Sister, and other named cast; the site copyright names Project Maoyuu.",maoyuu,
maid_ane_(maoyuu),maoyuu_maou_yuusha,FAMILY_QUALIFIER,FAMILY_QUALIFIER,OFFICIAL_ANIME_TITLE_AND_CAST,docs\issue180\autonomous\decisions\family_terminal_reviews_v2.csv,https://maoyu.jp/character/,"The official Maoyuu Maou Yuusha TV anime character page lists Maou, Yuusha, Maid Chief, Maid Sister, Maid Younger Sister, and other named cast; the site copyright names Project Maoyuu.",maoyuu,
maiden_(nikke),goddess_of_victory:_nikke,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv,https://nikke-en.com/,Reviewed reusable qualifier-family authority,nikke,
maikaze_(kancolle),kantai_collection,DIRECT_CHARACTER,DIRECT_CHARACTER,OFFICIAL_GAME_CHARACTER_ROSTER,docs\issue180\autonomous\decisions\roster_verified_v4.csv,https://kancolle-a.sega.jp/players/special/timeline/,SEGA's official KanColle Arcade historical shipgirl roster explicitly lists 舞風; this is the named shipgirl or remodel maikaze_(kancolle).,kancolle,
maiko_(girls_und_panzer),girls_und_panzer,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,girls_und_panzer,
mail_(popful_mail),popful_mail,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,popful_mail,
maille-breze_(azur_lane),azur_lane,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,azur_lane,
maimoto_keisuke,nijisanji,DIRECT_CHARACTER,DIRECT_CHARACTER,OFFICIAL_TALENT_ROSTER,docs\issue180\autonomous\decisions\roster_verified_v4.csv,https://www.nijisanji.jp/talents,Official talent roster lists Maimoto Keisuke with affiliation にじさんじ.,,
main_character_(our_life),our_life,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,our_life,
maintenance_musume_(kancolle),kantai_collection,FAMILY_QUALIFIER,FAMILY_QUALIFIER,OFFICIAL_TITLE_CATALOG_ALIAS,docs\issue180\autonomous\decisions\family_terminal_reviews_v2.csv,https://kancolle-anime.jp/character/,"Official Kantai Collection character page names the work and lists its ship-girl cast, including Fubuki, Mutsuki, Yuudachi, Shimakaze, and Kongou.",kancolle,
mainz_(azur_lane),azur_lane,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,azur_lane,
mairin_(pokemon),pokemon,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,pokemon,
maisie_may,gundam_suisei_no_majo,DIRECT_CHARACTER,DIRECT_CHARACTER,OFFICIAL_ANIME_CHARACTER_ROSTER,docs\issue180\autonomous\decisions\roster_verified_v4.csv,https://en.gundam-official.com/witch-from-mercury/character/,Official Gundam Witch from Mercury character roster lists MAISIE MAY; exact Japanese catalog display name メイジー・メイ.,,
majima_(lycoris_recoil),lycoris_recoil,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,lycoris_recoil,
majokko_(kancolle),kantai_collection,FAMILY_QUALIFIER,FAMILY_QUALIFIER,OFFICIAL_TITLE_CATALOG_ALIAS,docs\issue180\autonomous\decisions\family_terminal_reviews_v2.csv,https://kancolle-anime.jp/character/,"Official Kantai Collection character page names the work and lists its ship-girl cast, including Fubuki, Mutsuki, Yuudachi, Shimakaze, and Kongou.",kancolle,
major_(hellsing),hellsing,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,hellsing,
majorita_(disgaea),disgaea,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://disgaea.jp/,Reviewed reusable qualifier-family authority,disgaea,
makaino_ririmu,nijisanji,DIRECT_CHARACTER,DIRECT_CHARACTER,OFFICIAL_TALENT_ROSTER,docs\issue180\autonomous\decisions\roster_verified_v4.csv,https://www.nijisanji.jp/talents,Official talent roster lists Makaino Ririmu with affiliation にじさんじ.,,
makami_(kemono_friends),kemono_friends,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://kemono-friends.jp/,Reviewed reusable qualifier-family authority,kemono_friends,
makarov_(girls'_frontline),girls'_frontline,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,girls'_frontline,
maki_(blue_archive),blue_archive,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,blue_archive,
maki_(camp)_(blue_archive),blue_archive,VARIANT_CHARACTER,VARIANT_CHARACTER,OFFICIAL_RECRUITMENT_VARIANT_ROSTER,docs\issue180\autonomous\decisions\variants_verified_v4.csv,https://forum.nexon.com/api/v1/thread/3479645,The official Blue Archive 6/23(Tue) Shop Notice explicitly lists Maki (Camp) as a recruitable student.,blue_archive,
makia_(fushigi_na_neko_no_machi_meltier),fushigi_na_neko_no_machi_meltier,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,fushigi_na_neko_no_machi_meltier,
makiatto_(girls'_frontline_2),girls'_frontline_2:_exilium,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://gf2.haoplay.com/,Reviewed reusable qualifier-family authority,girls'_frontline_2,
makigumo_(kancolle),kantai_collection,DIRECT_CHARACTER,DIRECT_CHARACTER,OFFICIAL_GAME_CHARACTER_ROSTER,docs\issue180\autonomous\decisions\roster_verified_v4.csv,https://kancolle-a.sega.jp/players/special/timeline/,SEGA's official KanColle Arcade historical shipgirl roster explicitly lists 巻雲; this is the named shipgirl or remodel makigumo_(kancolle).,kancolle,
makigumo_kai_ni_(kancolle),kantai_collection,FAMILY_QUALIFIER,FAMILY_QUALIFIER,OFFICIAL_TITLE_CATALOG_ALIAS,docs\issue180\autonomous\decisions\family_terminal_reviews_v2.csv,https://kancolle-anime.jp/character/,"Official Kantai Collection character page names the work and lists its ship-girl cast, including Fubuki, Mutsuki, Yuudachi, Shimakaze, and Kongou.",kancolle,
makima_(chainsaw_man),chainsaw_man,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://chainsawman.dog/tvseries/character/,Reviewed reusable qualifier-family authority,chainsaw_man,
makina_(blue_archive),blue_archive,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,blue_archive,
makinami_(kancolle),kantai_collection,FAMILY_QUALIFIER,FAMILY_QUALIFIER,OFFICIAL_TITLE_CATALOG_ALIAS,docs\issue180\autonomous\decisions\family_terminal_reviews_v2.csv,https://kancolle-anime.jp/character/,"Official Kantai Collection character page names the work and lists its ship-girl cast, including Fubuki, Mutsuki, Yuudachi, Shimakaze, and Kongou.",kancolle,
makino_(one_piece),one_piece,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://one-piece.com/character/index.html,Reviewed reusable qualifier-family authority,one_piece,
makio_(kimetsu_no_yaiba),kimetsu_no_yaiba,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,kimetsu_no_yaiba,
mako-chan_(minami-ke),minami-ke,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,minami-ke,
makoto_(blue_archive),blue_archive,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,blue_archive,
makoto_(genshin_impact),genshin_impact,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv,https://genshin.hoyoverse.com/,Reviewed reusable qualifier-family authority,genshin_impact,
makoto_(minami-ke),minami-ke,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,minami-ke,
makoto_(princess_connect!),princess_connect!,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,princess_connect!,
makoto_(street_fighter),street_fighter,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://www.streetfighter.com/6/ja-jp/character,Reviewed reusable qualifier-family authority,street_fighter,
makuhita,pokemon,DIRECT_CHARACTER,DIRECT_CHARACTER,CURATED_POKEDEX_ROSTER,docs\issue180\autonomous\decisions\roster_verified_v4.csv,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_National_Pok%C3%A9dex_number,National Pokedex table entry #0296 explicitly names the Pokemon species Makuhita.,,
makura_(granblue_fantasy),granblue_fantasy,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://anime.granbluefantasy.jp/1st/character/,Reviewed reusable qualifier-family authority,granblue_fantasy,
malamar,pokemon,DIRECT_CHARACTER,DIRECT_CHARACTER,CURATED_POKEDEX_ROSTER,docs\issue180\autonomous\decisions\roster_verified_v4.csv,https://bulbapedia.bulbagarden.net/wiki/List_of_Pok%C3%A9mon_by_National_Pok%C3%A9dex_number,National Pokedex table entry #0687 explicitly names the Pokemon species Malamar.,,
malayan_tapir_(kemono_friends),kemono_friends,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://kemono-friends.jp/,Reviewed reusable qualifier-family authority,kemono_friends,
male_alear_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,
male_builder_(dqb2),dragon_quest_builders_2,DIRECT_CHARACTER,DIRECT_CHARACTER,SQUARE_ENIX_OFFICIAL_TITLE_CONTEXT,OFFICIAL_ROOT_BATCH04_V1.csv,https://www.dragonquest.jp/portal/news_detail/sq/4253/,Migrated from second-reviewed Issue #180 authority ledger v1,dqb2,
male_byleth_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,
male_byleth_(halloween)_(fire_emblem),fire_emblem,VARIANT_CHARACTER,VARIANT_CHARACTER,OFFICIAL_GAME_CHARACTER_PROFILE,docs\issue180\autonomous\decisions\variants_verified_v4.csv,https://guide.fire-emblem-heroes.com/en-US/12001003000713-2/,The official FE Heroes Duo profile describes male Byleth as Sothis's familiar at the harvest festival.,fire_emblem,
male_chief_(path_to_nowhere),path_to_nowhere,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://ptn.aisnogames.com/,Reviewed reusable qualifier-family authority,path_to_nowhere,
male_corrin_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,
male_doctor_(arknights),arknights,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,arknights,
male_endministrator_(arknights),arknights,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,arknights,
male_eshmel_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,
male_esper_zero_(nte),neverness_to_everness,FAMILY_QUALIFIER,FAMILY_QUALIFIER,OFFICIAL_TITLE_CATALOG_ALIAS,docs\issue180\autonomous\decisions\family_terminal_reviews_v2.csv,https://nte.perfectworld.com/en/article/news/gamenews/20260428/261950.html,Perfect World's official launch notice identifies Neverness to Everness (NTE) as the Hotta Studio game and names its official game service.,nte,
male_fighter_(dungeon_and_fighter),dungeon_and_fighter,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://www.dfoneople.com/gameinfo/character,Reviewed reusable qualifier-family authority,dungeon_and_fighter,
male_kana_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,
male_kiran_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,
male_kris_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,
male_mage_(dungeon_and_fighter),dungeon_and_fighter,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://www.dfoneople.com/gameinfo/character,Reviewed reusable qualifier-family authority,dungeon_and_fighter,
male_master_(the_tale_of_food),the_tale_of_food,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,the_tale_of_food,
male_morgan_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,
male_priest_(dungeon_and_fighter),dungeon_and_fighter,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://www.dfoneople.com/gameinfo/character,Reviewed reusable qualifier-family authority,dungeon_and_fighter,
male_professor_(neural_cloud),girls'_frontline_neural_cloud,FAMILY_QUALIFIER,FAMILY_QUALIFIER,OFFICIAL_TITLE_CATALOG_ALIAS,docs\issue180\autonomous\decisions\family_terminal_reviews_v2.csv,https://42lab-us-mobile.sunborngame.com/index,Sunborn's official Neural Cloud site identifies Project Neural Cloud and its Dolls as the game's character population.,neural_cloud,
male_protagonist_(live_a_hero),live_a_hero,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,live_a_hero,
male_protagonist_(pokemon_go),pokemon,FAMILY_QUALIFIER,FAMILY_QUALIFIER,POLICY_ROOT_NORMALIZATION,docs/issue180/AUTHORITY_POLICY_V1.md,,Reviewed reusable qualifier-family authority,pokemon_go,
male_protagonist_(pokemon_ww),pokemon_winds_and_waves,FAMILY_QUALIFIER,FAMILY_QUALIFIER,OFFICIAL_TITLE_AND_MAIN_CHARACTER_REVEAL,docs\issue180\autonomous\decisions\family_terminal_reviews_v2.csv,https://windswaves.pokemon.com/en-us/,The official paired-games site identifies Pokémon Winds and Pokémon Waves as upcoming entries and introduces the main characters for both versions; it says the player becomes the main character in this adventure.,pokemon_ww,
male_robin_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,
male_rover_(wuthering_waves),wuthering_waves,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,wuthering_waves,
male_saniwa_(touken_ranbu),touken_ranbu,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,touken_ranbu,
male_shez_(fire_emblem),fire_emblem,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://www.nintendo.com/us/store/characters/fire-emblem/,Reviewed reusable qualifier-family authority,fire_emblem,
male_slayer_(dungeon_and_fighter),dungeon_and_fighter,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://www.dfoneople.com/gameinfo/character,Reviewed reusable qualifier-family authority,dungeon_and_fighter,
male_tyrant_(stella_sora),stella_sora,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://stellasora.global/,Reviewed reusable qualifier-family authority,stella_sora,
malevola_(dispatch),dispatch,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,dispatch,
malin_(kof),the_king_of_fighters,FAMILY_QUALIFIER,FAMILY_QUALIFIER,OFFICIAL_TITLE_CATALOG_ALIAS,docs\issue180\autonomous\decisions\family_terminal_reviews_v2.csv,https://www.snk-corp.co.jp/official/kof-portal/series/,SNK's official KOF portal describes THE KING OF FIGHTERS as its numbered series and lists KOF titles; its official character database is separately linked from the portal.,kof,
malina_(helltaker),helltaker,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,helltaker,
malkuth_(blue_archive),blue_archive,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,blue_archive,
mallow_(pokemon),pokemon,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,pokemon,
malluel_(granblue_fantasy),granblue_fantasy,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://anime.granbluefantasy.jp/1st/character/,Reviewed reusable qualifier-family authority,granblue_fantasy,
malos_(xenoblade),xenoblade_chronicles_(series),DIRECT_CHARACTER,DIRECT_CHARACTER,NINTENDO_OFFICIAL_SERIES_AND_CHARACTER_ROSTER,HIGH_YIELD_OFFICIAL_ROOT_BATCH03_V1.csv,https://www.nintendo.com/jp/xenoblade/series/index.html,Migrated from second-reviewed Issue #180 authority ledger v1,xenoblade,
maltese_tiger_(kemono_friends),kemono_friends,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://kemono-friends.jp/,Reviewed reusable qualifier-family authority,kemono_friends,
malva_(pokemon),pokemon,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,pokemon,
