subject_type,subject_key,relation_type,object_key,authority_type,evidence_basis,source_url,source_claim,review_state,source_provenance,migration_class
Family,kono_yuusha_ga_ore_tueee_kuse_ni_shinchou_sugiru,FAMILY_HOME,kono_yuusha_ga_ore_tueee_kuse_ni_shinchou_sugiru,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kono_yuusha_ga_ore_tueee_kuse_ni_shinchou_sugiru' equals the unique in-catalog Copyright root 'kono_yuusha_ga_ore_tueee_kuse_ni_shinchou_sugiru'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kono_yuusha_ga_ore_tueee_kuse_ni_shinchou_sugiru; candidate_root_hint=kono_yuusha_ga_ore_tueee_kuse_ni_shinchou_sugiru; state=PASS,SAFE_TO_MIGRATE
Family,konohana_kitan,FAMILY_HOME,konohana_kitan,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'konohana_kitan' equals the unique in-catalog Copyright root 'konohana_kitan'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=konohana_kitan; candidate_root_hint=konohana_kitan; state=PASS,SAFE_TO_MIGRATE
Family,koshotengai_no_hashihime,FAMILY_HOME,koshotengai_no_hashihime,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'koshotengai_no_hashihime' equals the unique in-catalog Copyright root 'koshotengai_no_hashihime'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=koshotengai_no_hashihime; candidate_root_hint=koshotengai_no_hashihime; state=PASS,SAFE_TO_MIGRATE
Family,kotobukiya_bishoujo,FAMILY_HOME,kotobukiya_bishoujo,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kotobukiya_bishoujo' equals the unique in-catalog Copyright root 'kotobukiya_bishoujo'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kotobukiya_bishoujo; candidate_root_hint=kotobukiya_bishoujo; state=PASS,SAFE_TO_MIGRATE
Family,koufuku_graffiti,FAMILY_HOME,koufuku_graffiti,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'koufuku_graffiti' equals the unique in-catalog Copyright root 'koufuku_graffiti'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=koufuku_graffiti; candidate_root_hint=koufuku_graffiti; state=PASS,SAFE_TO_MIGRATE
Family,koushinchou_no_kouhai_to_teishinchou_no_senpai_ga_renai_ni_hatten_suru_made,FAMILY_HOME,koushinchou_no_kouhai_to_teishinchou_no_senpai_ga_renai_ni_hatten_suru_made,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'koushinchou_no_kouhai_to_teishinchou_no_senpai_ga_renai_ni_hatten_suru_made' equals the unique in-catalog Copyright root 'koushinchou_no_kouhai_to_teishinchou_no_senpai_ga_renai_ni_hatten_suru_made'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=koushinchou_no_kouhai_to_teishinchou_no_senpai_ga_renai_ni_hatten_suru_made; candidate_root_hint=koushinchou_no_kouhai_to_teishinchou_no_senpai_ga_renai_ni_hatten_suru_made; state=PASS,SAFE_TO_MIGRATE
Family,koutetsu_tenshi_kurumi,FAMILY_HOME,koutetsu_tenshi_kurumi,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'koutetsu_tenshi_kurumi' equals the unique in-catalog Copyright root 'koutetsu_tenshi_kurumi'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=koutetsu_tenshi_kurumi; candidate_root_hint=koutetsu_tenshi_kurumi; state=PASS,SAFE_TO_MIGRATE
Family,kouya_no_kotobuki_hikoutai,FAMILY_HOME,kouya_no_kotobuki_hikoutai,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kouya_no_kotobuki_hikoutai' equals the unique in-catalog Copyright root 'kouya_no_kotobuki_hikoutai'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kouya_no_kotobuki_hikoutai; candidate_root_hint=kouya_no_kotobuki_hikoutai; state=PASS,SAFE_TO_MIGRATE
Family,kpop_demon_hunters,FAMILY_HOME,kpop_demon_hunters,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kpop_demon_hunters' equals the unique in-catalog Copyright root 'kpop_demon_hunters'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kpop_demon_hunters; candidate_root_hint=kpop_demon_hunters; state=PASS,SAFE_TO_MIGRATE
Family,krt_girls,FAMILY_HOME,krt_girls,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'krt_girls' equals the unique in-catalog Copyright root 'krt_girls'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=krt_girls; candidate_root_hint=krt_girls; state=PASS,SAFE_TO_MIGRATE
Family,kukkorodays,FAMILY_HOME,kukkorodays,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kukkorodays' equals the unique in-catalog Copyright root 'kukkorodays'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kukkorodays; candidate_root_hint=kukkorodays; state=PASS,SAFE_TO_MIGRATE
Family,kuma_kuma_kuma_bear,FAMILY_HOME,kuma_kuma_kuma_bear,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kuma_kuma_kuma_bear' equals the unique in-catalog Copyright root 'kuma_kuma_kuma_bear'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kuma_kuma_kuma_bear; candidate_root_hint=kuma_kuma_kuma_bear; state=PASS,SAFE_TO_MIGRATE
Family,kumo_desu_ga_nani_ka?,FAMILY_HOME,kumo_desu_ga_nani_ka?,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kumo_desu_ga_nani_ka?' equals the unique in-catalog Copyright root 'kumo_desu_ga_nani_ka?'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kumo_desu_ga_nani_ka?; candidate_root_hint=kumo_desu_ga_nani_ka?; state=PASS,SAFE_TO_MIGRATE
Family,kung-fu-piggy,FAMILY_HOME,kung-fu-piggy,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kung-fu-piggy' equals the unique in-catalog Copyright root 'kung-fu-piggy'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kung-fu-piggy; candidate_root_hint=kung-fu-piggy; state=PASS,SAFE_TO_MIGRATE
Family,kung_fu_panda,FAMILY_HOME,kung_fu_panda,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kung_fu_panda' equals the unique in-catalog Copyright root 'kung_fu_panda'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kung_fu_panda; candidate_root_hint=kung_fu_panda; state=PASS,SAFE_TO_MIGRATE
Family,kunoichi_tsubaki_no_mune_no_uchi,FAMILY_HOME,kunoichi_tsubaki_no_mune_no_uchi,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kunoichi_tsubaki_no_mune_no_uchi' equals the unique in-catalog Copyright root 'kunoichi_tsubaki_no_mune_no_uchi'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kunoichi_tsubaki_no_mune_no_uchi; candidate_root_hint=kunoichi_tsubaki_no_mune_no_uchi; state=PASS,SAFE_TO_MIGRATE
Family,kurone_no_kimochi,FAMILY_HOME,kurone_no_kimochi,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kurone_no_kimochi' equals the unique in-catalog Copyright root 'kurone_no_kimochi'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kurone_no_kimochi; candidate_root_hint=kurone_no_kimochi; state=PASS,SAFE_TO_MIGRATE
Family,kusuriya_no_hitorigoto,FAMILY_HOME,kusuriya_no_hitorigoto,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kusuriya_no_hitorigoto' equals the unique in-catalog Copyright root 'kusuriya_no_hitorigoto'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kusuriya_no_hitorigoto; candidate_root_hint=kusuriya_no_hitorigoto; state=PASS,SAFE_TO_MIGRATE
Family,kyatto_ninden_teyandee,FAMILY_HOME,kyatto_ninden_teyandee,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kyatto_ninden_teyandee' equals the unique in-catalog Copyright root 'kyatto_ninden_teyandee'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kyatto_ninden_teyandee; candidate_root_hint=kyatto_ninden_teyandee; state=PASS,SAFE_TO_MIGRATE
Family,kyokugen_dasshutsu,FAMILY_HOME,kyokugen_dasshutsu,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kyokugen_dasshutsu' equals the unique in-catalog Copyright root 'kyokugen_dasshutsu'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kyokugen_dasshutsu; candidate_root_hint=kyokugen_dasshutsu; state=PASS,SAFE_TO_MIGRATE
Family,kyouka_jinrui_amunero,FAMILY_HOME,kyouka_jinrui_amunero,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kyouka_jinrui_amunero' equals the unique in-catalog Copyright root 'kyouka_jinrui_amunero'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kyouka_jinrui_amunero; candidate_root_hint=kyouka_jinrui_amunero; state=PASS,SAFE_TO_MIGRATE
Family,kyoukaisenjou_no_horizon,FAMILY_HOME,kyoukaisenjou_no_horizon,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kyoukaisenjou_no_horizon' equals the unique in-catalog Copyright root 'kyoukaisenjou_no_horizon'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kyoukaisenjou_no_horizon; candidate_root_hint=kyoukaisenjou_no_horizon; state=PASS,SAFE_TO_MIGRATE
Family,kyousougiga,FAMILY_HOME,kyousougiga,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kyousougiga' equals the unique in-catalog Copyright root 'kyousougiga'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kyousougiga; candidate_root_hint=kyousougiga; state=PASS,SAFE_TO_MIGRATE
Family,kyuuketsuki_sugu_shinu,FAMILY_HOME,kyuuketsuki_sugu_shinu,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'kyuuketsuki_sugu_shinu' equals the unique in-catalog Copyright root 'kyuuketsuki_sugu_shinu'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=kyuuketsuki_sugu_shinu; candidate_root_hint=kyuuketsuki_sugu_shinu; state=PASS,SAFE_TO_MIGRATE
Family,lake_of_voices,FAMILY_HOME,lake_of_voices,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'lake_of_voices' equals the unique in-catalog Copyright root 'lake_of_voices'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=lake_of_voices; candidate_root_hint=lake_of_voices; state=PASS,SAFE_TO_MIGRATE
Family,lamento,FAMILY_HOME,lamento,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'lamento' equals the unique in-catalog Copyright root 'lamento'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=lamento; candidate_root_hint=lamento; state=PASS,SAFE_TO_MIGRATE
Family,lamune,FAMILY_HOME,lamune,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'lamune' equals the unique in-catalog Copyright root 'lamune'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=lamune; candidate_root_hint=lamune; state=PASS,SAFE_TO_MIGRATE
Family,langrisser,FAMILY_HOME,langrisser,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'langrisser' equals the unique in-catalog Copyright root 'langrisser'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=langrisser; candidate_root_hint=langrisser; state=PASS,SAFE_TO_MIGRATE
Family,last_origin,FAMILY_HOME,last_origin,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://www.last-origin.com/bio.html,Official LAST ORIGIN site exposes its Bioroid/character roster.,VALIDATED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; second-review=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; key=last_origin; candidate_root=last_origin; state=PASS,SAFE_TO_MIGRATE
Family,league,FAMILY_HOME,league_of_legends,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://www.leagueoflegends.com/ja-jp/champions/,Riot official League of Legends champion roster supports league -> league_of_legends normalization.,VALIDATED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; second-review=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; key=league; candidate_root=league_of_legends; state=PASS,SAFE_TO_MIGRATE
Family,learning_with_manga!_fgo,FAMILY_HOME,learning_with_manga!_fgo,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'learning_with_manga!_fgo' equals the unique in-catalog Copyright root 'learning_with_manga!_fgo'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=learning_with_manga!_fgo; candidate_root_hint=learning_with_manga!_fgo; state=PASS,SAFE_TO_MIGRATE
Family,left_4_dead,FAMILY_HOME,left_4_dead,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'left_4_dead' equals the unique in-catalog Copyright root 'left_4_dead'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=left_4_dead; candidate_root_hint=left_4_dead; state=PASS,SAFE_TO_MIGRATE
Family,legend_of_queen_opala,FAMILY_HOME,legend_of_queen_opala,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'legend_of_queen_opala' equals the unique in-catalog Copyright root 'legend_of_queen_opala'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=legend_of_queen_opala; candidate_root_hint=legend_of_queen_opala; state=PASS,SAFE_TO_MIGRATE
Family,lelie_navigation,FAMILY_HOME,lelie_navigation,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'lelie_navigation' equals the unique in-catalog Copyright root 'lelie_navigation'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=lelie_navigation; candidate_root_hint=lelie_navigation; state=PASS,SAFE_TO_MIGRATE
Family,len'en,FAMILY_HOME,len'en,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,"Second-reviewed Issue #180 exact qualifier review: family key ""len'en"" equals the unique in-catalog Copyright root ""len'en""; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.",VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=len'en; candidate_root_hint=len'en; state=PASS,SAFE_TO_MIGRATE
Family,leon_the_professional,FAMILY_HOME,leon_the_professional,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'leon_the_professional' equals the unique in-catalog Copyright root 'leon_the_professional'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=leon_the_professional; candidate_root_hint=leon_the_professional; state=PASS,SAFE_TO_MIGRATE
Family,let's_go_kaikigumi,FAMILY_HOME,let's_go_kaikigumi,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,"Second-reviewed Issue #180 exact qualifier review: family key ""let's_go_kaikigumi"" equals the unique in-catalog Copyright root ""let's_go_kaikigumi""; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.",VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=let's_go_kaikigumi; candidate_root_hint=let's_go_kaikigumi; state=PASS,SAFE_TO_MIGRATE
Family,lethal_company,FAMILY_HOME,lethal_company,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'lethal_company' equals the unique in-catalog Copyright root 'lethal_company'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=lethal_company; candidate_root_hint=lethal_company; state=PASS,SAFE_TO_MIGRATE
Family,lies_of_p,FAMILY_HOME,lies_of_p,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'lies_of_p' equals the unique in-catalog Copyright root 'lies_of_p'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=lies_of_p; candidate_root_hint=lies_of_p; state=PASS,SAFE_TO_MIGRATE
Family,light_and_night_love,FAMILY_HOME,light_and_night_love,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'light_and_night_love' equals the unique in-catalog Copyright root 'light_and_night_love'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=light_and_night_love; candidate_root_hint=light_and_night_love; state=PASS,SAFE_TO_MIGRATE
Family,like_mother_like_daughter,FAMILY_HOME,like_mother_like_daughter,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'like_mother_like_daughter' equals the unique in-catalog Copyright root 'like_mother_like_daughter'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=like_mother_like_daughter; candidate_root_hint=like_mother_like_daughter; state=PASS,SAFE_TO_MIGRATE
Family,lilo_&_stitch,FAMILY_HOME,lilo_&_stitch,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'lilo_&_stitch' equals the unique in-catalog Copyright root 'lilo_&_stitch'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=lilo_&_stitch; candidate_root_hint=lilo_&_stitch; state=PASS,SAFE_TO_MIGRATE
