identity_key,primary_path,general_status,general_confidence
jet_airliner,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
jet_ski,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
jetpack,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
jiangshi,PERSON_COUNT,PROPOSED,MEDIUM
jindai_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
jockey,PERSON_COUNT,PROPOSED,MEDIUM
jouin_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ju_87,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
judge,PERSON_COUNT,PROPOSED,MEDIUM
jujutsu_tech_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
juuban_elementary_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
juuban_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
juuban_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kafra_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kafuu_chino's_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kageura_squad's_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kami_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kamihama_future_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kamihama_university_affiliated_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kamiyama_high_school_uniform_(hyouka),CLOTHING/UNIFORM,PROPOSED,HIGH
kamiyama_high_school_uniform_(project_sekai),CLOTHING/UNIFORM,PROPOSED,HIGH
kanba_girls_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kaneda_shoutarou's_bike,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
kanon_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
karakura_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
karasuno_volleyball_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
karate_gi,CLOTHING/UNIFORM,PROPOSED,HIGH
kasamatsu_tracen_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kasamatsu_tracen_training_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kashima_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kasugayama_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
katagiri_senior_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kataphrakt_(aldnoah.zero),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
katori_squad's_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kawakami_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kazama_squad's_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kazamatsuri_institute_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kazami_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kazekoshi_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kei_car,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
kei_truck,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
keizoku_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
keizoku_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kettenkrad,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
khan_van,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
ki-43_hayabusa,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
kibina_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kibito_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kick_scooter,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
kickboard,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
kiddie_ride,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
kikka_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kikyo_private_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kimetsu_gakuen_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kimisaki_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kindergarten_teacher,PERSON_COUNT,PROPOSED,HIGH
kindergarten_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
king,PERSON_COUNT,PROPOSED,HIGH
kino_makoto's_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kirakira_patisserie_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kirameki_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kirare_idol_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kirarigaoka_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kirigaoka_girls'_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kirishima_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kiritsusei_juuji_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kissuisou_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kita_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kitami_hokuryo_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kitauji_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kiyosumi_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
knight,PERSON_COUNT,PROPOSED,HIGH
knights_of_blood_uniform_(sao),CLOTHING/UNIFORM,PROPOSED,HIGH
knights_of_the_round_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
koala_forest_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kobeni's_car_(chainsaw_man),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
kobeya_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kogal,PERSON_COUNT,PROPOSED,MEDIUM
kokatsu_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
konohagakure_anbu_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
konohagakure_shinobi_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kosei_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kosho_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kotonohatoh_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kouryou_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kouryoukan_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kouyouen_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kuho_girls_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kunugigaoka_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kuoh_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kurobara_girls_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kuromorimine_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kuromorimine_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kurumi-gaoka_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kurumibashi_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
kv-1,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
kv-2,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
kyouwa_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
l'avenir_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
l'ecole_des_cinq_lumieres_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
lada_(car),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
lamborghini,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
lamborghini_aventador,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
lamborghini_countach,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
land_striker,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
landing_craft,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
landship,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
landsknecht,PERSON_COUNT,PROPOSED,HIGH
larger_female,PERSON_COUNT,PROPOSED,MEDIUM
last_defense_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
lawyer,PERSON_COUNT,PROPOSED,HIGH
lcb_uniform_(project_moon),CLOTHING/UNIFORM,PROPOSED,HIGH
le_mans_prototype,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
league_club_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
leech_girl,PERSON_COUNT,PROPOSED,HIGH
left-hand_drive,OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
legendary_super_saiyan,PERSON_COUNT,PROPOSED,HIGH
legionnaire,PERSON_COUNT,PROPOSED,HIGH
lemur_girl,PERSON_COUNT,PROPOSED,HIGH
leopard_boy,PERSON_COUNT,PROPOSED,HIGH
leopard_girl,PERSON_COUNT,PROPOSED,HIGH
lexus,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
librarian,PERSON_COUNT,PROPOSED,HIGH
license_plate,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
liebe_girls_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
liella!_first_generation,PERSON_COUNT,PROPOSED,MEDIUM
liella!_second_generation,PERSON_COUNT,PROPOSED,MEDIUM
lifeguard,PERSON_COUNT,PROPOSED,HIGH
lillian_girls'_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
limbus_kindergarten_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
limousine,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
lion_boy,PERSON_COUNT,PROPOSED,HIGH
lion_girl,PERSON_COUNT,PROPOSED,HIGH
little_busters!_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
liu_association_south_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
living_doll_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
lobster_girl,PERSON_COUNT,PROPOSED,HIGH
locomotive,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
lolibaba,PERSON_COUNT,PROPOSED,HIGH
longship,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
look-alike,PERSON_COUNT,PROPOSED,MEDIUM
lost_child,PERSON_COUNT,PROPOSED,HIGH
love_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
love_triangle,PERSON_COUNT,PROPOSED,MEDIUM
luchador,PERSON_COUNT,PROPOSED,HIGH
ludvico_private_girls'_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
luna_nova_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
lycoris_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
lydian_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
m1_abrams,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
m3_lee/grant,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
m4_sherman,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
m6a_seiran,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mad_scientist,PERSON_COUNT,PROPOSED,HIGH
mafia,PERSON_COUNT,PROPOSED,HIGH
magic_carpet,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
magic_school_uniform_(mahou_girls_precure!),CLOTHING/UNIFORM,PROPOSED,HIGH
magical_boy,PERSON_COUNT,PROPOSED,HIGH
magical_girl,PERSON_COUNT,PROPOSED,HIGH
magician,PERSON_COUNT,PROPOSED,HIGH
maginot_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
maginot_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mahora_academy_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
maid_(fire_emblem:_three_houses),PERSON_COUNT,PROPOSED,MEDIUM
maihama_minami_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mailman,PERSON_COUNT,PROPOSED,HIGH
majorette,PERSON_COUNT,PROPOSED,HIGH
makoto_mirai_academy_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
malaysian_secondary_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
male_harem,PERSON_COUNT,PROPOSED,HIGH
male_yandere,PERSON_COUNT,PROPOSED,MEDIUM
manba_gyaru,PERSON_COUNT,PROPOSED,MEDIUM
mandalorian,PERSON_COUNT,PROPOSED,HIGH
manly,PERSON_COUNT,PROPOSED,MEDIUM
manta_ray_girl,PERSON_COUNT,PROPOSED,HIGH
mantis_girl,PERSON_COUNT,PROPOSED,HIGH
marehoshi_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mariachi,PERSON_COUNT,PROPOSED,MEDIUM
marine_uniform_(one_piece),CLOTHING/UNIFORM,PROPOSED,HIGH
mark_iv_tank,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
marley_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
master_and_servant,PERSON_COUNT,PROPOSED,MEDIUM
master_ball,PERSON_COUNT,PROPOSED,MEDIUM
master_dojo_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
master_emerald,PERSON_COUNT,PROPOSED,MEDIUM
master_up,PERSON_COUNT,PROPOSED,MEDIUM
matilda_(tank),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mature_female,PERSON_COUNT,PROPOSED,MEDIUM
mature_male,PERSON_COUNT,PROPOSED,MEDIUM
maus_(tank),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mayqueen_maid_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mazda,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mazda_mx-5,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mazda_mx-5_na,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mazda_mx-5_nd,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mazda_rx-7,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mazda_rx-7_fc,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mazda_rx-7_fd,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mclaren,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mclaren_p1,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mecha,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mecha_danshi,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mecha_focus,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mecha_musume,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mechanic,PERSON_COUNT,PROPOSED,MEDIUM
medical_scrubs,CLOTHING/UNIFORM,PROPOSED,HIGH
medium_tank,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
megurigaoka_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mehve,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
meiji_schoolgirl_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
meister_otome_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mercedes-benz,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mercedes-benz_amg_gt,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
merchant,PERSON_COUNT,PROPOSED,MEDIUM
mexican_national_soccer_team_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mi-24,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
midgar_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mig-29,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mihama_junior_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mihama_private_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mihoshi_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mihoshi_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mikagura_private_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mikumo_squad's_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
military,PERSON_COUNT,PROPOSED,MEDIUM
military_combat_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
military_dress_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
military_fatigues,CLOTHING/UNIFORM,PROPOSED,HIGH
military_jeep,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
military_medic,PERSON_COUNT,PROPOSED,MEDIUM
military_operator,PERSON_COUNT,PROPOSED,MEDIUM
military_police,PERSON_COUNT,PROPOSED,MEDIUM
military_police_brigade_(emblem),PERSON_COUNT,PROPOSED,MEDIUM
military_truck,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
military_vehicle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
millennium_falcon,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mime,PERSON_COUNT,PROPOSED,MEDIUM
minaminagi_liberty_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
minecart,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
minegahara_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mini_cooper,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
minibike,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
minoseki_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
minotsuki_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
misaki_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
misaki_municipal_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
misato_west_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mischievous_straight_uniform_(blue_archive),CLOTHING/UNIFORM,PROPOSED,HIGH
misono_gakuen_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mitakihara_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mitsubishi_f-2,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mitsubishi_lancer_evolution,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mitsubishi_motors,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
miwa_squad's_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mixed_harem,PERSON_COUNT,PROPOSED,MEDIUM
mixed_maids,PERSON_COUNT,PROPOSED,MEDIUM
miyamasuzaka_girls'_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
miyamori_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mizuka_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mizukawa_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mizuna_girls'_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mobile,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
model,PERSON_COUNT,PROPOSED,MEDIUM
moegi_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
momotsuki_gakuen_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
momozono_junior_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
monk,PERSON_COUNT,PROPOSED,MEDIUM
monorail,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
monowheel,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
moon_uniform_(houseki_no_kuni),CLOTHING/UNIFORM,PROPOSED,HIGH
moped,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mother_and_child,PERSON_COUNT,PROPOSED,MEDIUM
mother_and_daughter,PERSON_COUNT,PROPOSED,MEDIUM
mother_and_son,PERSON_COUNT,PROPOSED,MEDIUM
motor_vehicle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
motorcycle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
motorcycle_helmet,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
motorhome,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
motorized_unicycle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
motosu_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
mugen_gakuen_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
multiple_aircraft,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
multiple_boys,PERSON_COUNT,PROPOSED,HIGH
multiple_girls,PERSON_COUNT,PROPOSED,HIGH
multiple_others,PERSON_COUNT,PROPOSED,HIGH
multiple_reverse_traps,PERSON_COUNT,PROPOSED,HIGH
multiple_riders,PERSON_COUNT,PROPOSED,HIGH
multiple_seasonal_school_uniforms,CLOTHING/UNIFORM,PROPOSED,HIGH
multiple_traps,PERSON_COUNT,PROPOSED,HIGH
multiple_unit_train,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
mummy,PERSON_COUNT,PROPOSED,HIGH
muscle_car,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
musketeer,PERSON_COUNT,PROPOSED,HIGH
myoudou_gakuen_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
myoudou_gakuen_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nagato_(battleship),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nakabayashi_yoshitaka's_maid_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nakai_(waitress),PERSON_COUNT,PROPOSED,MEDIUM
nami_junior_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nanahyakuichi_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nanairogaoka_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nanamori_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nanyou_academy_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
naoetsu_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
naranja_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nasu_squad's_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
national_shin_ooshima_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
national_verbena_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nationale_volksarmee,PERSON_COUNT,PROPOSED,MEDIUM
native_american,PERSON_COUNT,PROPOSED,MEDIUM
naval_dress_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
naval_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
naval_working_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
navigator,PERSON_COUNT,PROPOSED,MEDIUM
nazi,PERSON_COUNT,PROPOSED,MEDIUM
necromancer,PERSON_COUNT,PROPOSED,MEDIUM
neet,PERSON_COUNT,PROPOSED,MEDIUM
nekoma_volleyball_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
neo_zeon,PERSON_COUNT,PROPOSED,MEDIUM
nerv_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nevermore_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
new_york_city_police_department,PERSON_COUNT,PROPOSED,MEDIUM
niedersachsen_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nigekiri_sisters_(umamusume),PERSON_COUNT,PROPOSED,MEDIUM
night_lords,PERSON_COUNT,PROPOSED,MEDIUM
night_raven_college_ceremonial_robes,CLOTHING/UNIFORM,PROPOSED,HIGH
night_raven_college_gym_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
night_raven_college_labwear,CLOTHING/UNIFORM,PROPOSED,HIGH
night_raven_college_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nijigasaki_1st_years,PERSON_COUNT,PROPOSED,MEDIUM
nijigasaki_3rd_years,PERSON_COUNT,PROPOSED,MEDIUM
nijigasaki_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nijigasaki_track_jacket,CLOTHING/UNIFORM,PROPOSED,HIGH
nijisanji_gamers,PERSON_COUNT,PROPOSED,MEDIUM
nine_ball_maid_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ninja,PERSON_COUNT,PROPOSED,MEDIUM
ninjutsu_research_club_(blue_archive),PERSON_COUNT,PROPOSED,MEDIUM
ninomiya_squad's_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nissan_180sx,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_300zx,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_350z,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_fairlady_z,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_gt-r,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_silvia,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_silvia_s13,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_silvia_s14,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_silvia_s15,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_skyline,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_skyline_gt-r,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_skyline_r32,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_skyline_r33,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
nissan_skyline_r34,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
no_humans,PERSON_COUNT,PROPOSED,HIGH
noble_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nohrian_butler_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nohrian_maid_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nontraditional_miko,PERSON_COUNT,PROPOSED,MEDIUM
nudist_beach_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
numbers'_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
nun,PERSON_COUNT,PROPOSED,HIGH
nurse,PERSON_COUNT,PROPOSED,HIGH
ocarina,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
odaiba_girls_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
odaiba_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ohananomitsu_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ohananomitsu_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ohtori_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
oiran,PERSON_COUNT,PROPOSED,HIGH
old_man,PERSON_COUNT,PROPOSED,HIGH
old_woman,PERSON_COUNT,PROPOSED,HIGH
one-eyed_mecha,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
one-finger_caress,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
onee_gyaru,PERSON_COUNT,PROPOSED,HIGH
onmyouji,PERSON_COUNT,PROPOSED,HIGH
ooarai_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ooarai_naval_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ooarai_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ooarai_volleyball_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
oogai_daiichi_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
oohashi_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ootori_gakuen_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
orange_car,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
orange_planet_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
orbital_frame_(zone_of_the_enders),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
